acousticness,album,album_id,artist,artists_id,danceability,disc_number,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,name,playlist,popularity,preview_url,speechiness,tempo,time_signature,track_number,uri,valence
0.00225,Moda Black Vol. 2,3QtqMArMlPRdxwHgBwIVjt,Walker & Royce,1lAwVq9MxNJkB0dEY6xNoV AND 42TogPbYEXl164PrqTEVBW,0.763,1,471798,0.798,0fvc6xRnBhiPT9N7Nk9pc6,0.6,0,0.307,-8.324,1,A Perfect Sound,// [Hard_Bytes],10,https://p.scdn.co/mp3-preview/6c1ea0cce997d01db40a159a0e760731491c06ee?cid=774b29d4f13844c495f206cafdad9c86,0.0417,123.01,4,13,spotify:track:0fvc6xRnBhiPT9N7Nk9pc6,0.359
0.00729,Dirtybird BBQ: Filthy Flavor,7o9eXZxYNyTRlFlHrDmZ2K,Josh Brown,1bAvraRyjnMbVRvii2MlQA,0.829,1,266838,0.827,6zYWhOX2t6qPox6atShEtj,0.248,7,0.907,-9.903,1,Jazzy Drummer,// [Hard_Bytes],9,https://p.scdn.co/mp3-preview/e72cf93f775b39cb2c074f4e1917eb9bbdc4b485?cid=774b29d4f13844c495f206cafdad9c86,0.275,125.982,4,4,spotify:track:6zYWhOX2t6qPox6atShEtj,0.546
0.0184,Came For The Low,5MoIvYGjZVz46XIfOa9JGg,ZHU,28j8lBWDdDSHSSt5oPlsX2 AND 7AjFruVAKGzYPVuvD7T8Ex,0.794,1,195976,0.531,36LQYp5FNsuT5voIO9bdfZ,0.0482,8,0.101,-6.798,1,Came For The Low,// [Hard_Bytes],55,https://p.scdn.co/mp3-preview/ba63e5b4d65bdbb68e7e9cbe8286a70499ea41f5?cid=774b29d4f13844c495f206cafdad9c86,0.0448,117.968,4,1,spotify:track:36LQYp5FNsuT5voIO9bdfZ,0.13
0.00316,More Celebrations - Kyle Watson,0vlEaBUkoh9OJ7NRXFN8fw,Kyle Watson,7LJSAfWhO7jhjnewy6pKyZ,0.81,1,297943,0.795,5GUb4aE69aV5sCxep3lqv3,0.942,3,0.0399,-5.949,1,Wurkit,// [Hard_Bytes],24,https://p.scdn.co/mp3-preview/0260cc9c191cd8e8063c50b45a47d658c65f4ddc?cid=774b29d4f13844c495f206cafdad9c86,0.0617,123.996,4,1,spotify:track:5GUb4aE69aV5sCxep3lqv3,0.301
0.00205,Knee Deep In Louise/So High Remixes,0A8VKQjzfDOLkVYO9G086K,Shadow Child,0tMr0e1EQZ0Vci7EHz2bM9,0.899,1,394839,0.796,2IPjgJyekx9xEHjRegncZy,0.628,11,0.55,-8.262,0,So High,// [Hard_Bytes],25,https://p.scdn.co/mp3-preview/a5ce6d970855e03016affe9e22508ff6eab7b0c3?cid=774b29d4f13844c495f206cafdad9c86,0.198,124.006,4,4,spotify:track:2IPjgJyekx9xEHjRegncZy,0.499
0.0929,Midnight Hour with Boys Noize & Ty Dolla $ign (Four Tet Remix),6vNnhRIPvolGilILjPma9R,Skrillex,5he5w2lnU9x7JFhnwcekXX AND 62k5LKMhymqlDNo2DWOvvv AND 7c0XG5cIJTrrAgEC3ULPiq AND 7Eu1txygG6nJttLHbZdQOh,0.865,1,277873,0.644,3fLNH6kRjYlzoRIaKZ8wDr,0.00305,7,0.0655,-6.891,0,Midnight Hour with Boys Noize & Ty Dolla $ign - Four Tet Remix,// [Hard_Bytes],33,https://p.scdn.co/mp3-preview/4ec939c2bee7b1ac05c0156bd4bb0c35f0a060d9?cid=774b29d4f13844c495f206cafdad9c86,0.0689,125.987,4,1,spotify:track:3fLNH6kRjYlzoRIaKZ8wDr,0.195
0.00465,Knee Deep In Louise/So High Remixes,0A8VKQjzfDOLkVYO9G086K,Hot Since 82,1tRBmMtER4fGrzrt8O9VpS,0.761,1,337150,0.855,4OXKx98xaRCtSCV9Y6HsVX,0.619,9,0.303,-6.563,0,Knee Deep in Louise - Shadow Child Remix,// [Hard_Bytes],19,https://p.scdn.co/mp3-preview/1d1193ec99f4e177d09126b10c1657fc88d56ee9?cid=774b29d4f13844c495f206cafdad9c86,0.11,123.992,4,2,spotify:track:4OXKx98xaRCtSCV9Y6HsVX,0.337
0.0173,EP2,0LVHebiLemk6H6Djzi5NVf,Yaeji,2RqrWplViWHSGLzlhmDcbt,0.929,1,237231,0.573,5z1wOyEyoRu0HTkXYvuqiH,0.00347,6,0.122,-6.934,0,Raingurl,// [Hard_Bytes],65,https://p.scdn.co/mp3-preview/4e4447816d373c40301a51a44667b6ad3315bf3a?cid=774b29d4f13844c495f206cafdad9c86,0.0511,128.037,4,2,spotify:track:5z1wOyEyoRu0HTkXYvuqiH,0.305
0.00132,Early Worx,2oy8IScMkt6ut0pVy53Bhb,trentemøller,4O71i7ke5iIBX6RNSFoZbS,0.793,1,359651,0.821,6VETG9Xyndz3AtapusX4I8,0.866,7,0.0951,-13.271,1,Gush,... Questo è il Suo ritmo.,16,,0.0652,125.009,4,7,spotify:track:6VETG9Xyndz3AtapusX4I8,0.131
0.0111,Who Else,2go9ZhAvccCfjThGINq3yr,Modeselektor,2jYMYP2SVifgmzNRQJx3SJ,0.824,1,278000,0.606,2AmKFktb57YaYZpbZ76VUz,0.881,1,0.103,-11.213,1,WMF Love Song,... Questo è il Suo ritmo.,26,https://p.scdn.co/mp3-preview/714ea68387d0c992e92997545ba0f5a0ebb3ac86?cid=774b29d4f13844c495f206cafdad9c86,0.0699,119.987,4,5,spotify:track:2AmKFktb57YaYZpbZ76VUz,0.225
0.000257,Berghain 04 - Part I,1jd1rFpihceE1qflKyZWn0,Martyn,68i1l0GWQ5dwzAy1UVNHNw,0.807,1,410448,0.792,4IEAQJg4ZMFxGRvkrVbsfy,0.884,10,0.918,-8.94,0,Miniluv - Original Mix,... Questo è il Suo ritmo.,16,https://p.scdn.co/mp3-preview/dd781d0ea695b0a31a4fb9c4e485e02878a11bcd?cid=774b29d4f13844c495f206cafdad9c86,0.0482,129.99,4,1,spotify:track:4IEAQJg4ZMFxGRvkrVbsfy,0.323
0.101,Various Titles EP,22fye5CnWbFipfEMOaye2J,DJ Hell,4WgFczZafuUFBvsCuSK44C AND 2J4IleSCN0vNBNyi9BfXt0,0.698,1,409024,0.571,6HbnX2gAweypSJYjxe1n4C,0.513,10,0.112,-13.259,0,Mantra - Eduardo de la Calle Remix,... Questo è il Suo ritmo.,1,https://p.scdn.co/mp3-preview/cb6e04e45efdde6b38806cb9d52513e341ca1b8f?cid=774b29d4f13844c495f206cafdad9c86,0.0503,120.011,4,4,spotify:track:6HbnX2gAweypSJYjxe1n4C,0.301
0.0145,TKOL RMX 1234567,47xaqCsJcYFWqD1gwujl1T,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,0.774,1,464440,0.637,0tKuiKb2mazZYdA6fPP7kI,0.816,7,0.111,-11.858,1,Good Evening Mrs Magpie (Modeselektor RMX),... Questo è il Suo ritmo.,4,,0.0641,133.079,4,15,spotify:track:0tKuiKb2mazZYdA6fPP7kI,0.0438
0.000329,South London Boroughs EP,3hbotlRkYXHeM4TitsgQin,Burial,0uCCBpmg6MrPb1KY2msceF,0.774,1,306640,0.592,7sjuBJuxCdCNymLJBIAKJK,0.898,0,0.134,-7.107,1,South London Boroughs,... Questo è il Suo ritmo.,22,https://p.scdn.co/mp3-preview/723cd300484cd1d8688e046577acca0b49c22cd0?cid=774b29d4f13844c495f206cafdad9c86,0.0831,136.951,4,1,spotify:track:7sjuBJuxCdCNymLJBIAKJK,0.619
0.685,Cosmotronic,5gETVCPK8LmShTm4L5plOc,Cosmo,09LxneoTmRpuN3Jp8Ut4EX,0.692,2,272653,0.614,3oBClBjafjeC8bwkouBChH,0.807,1,0.252,-7.096,1,La notte farà il resto,// Questo è il Frecciarossa delle 5.,24,https://p.scdn.co/mp3-preview/cb3a4a55b94ca1a4b3e4b42bd1746be2698b6eeb?cid=774b29d4f13844c495f206cafdad9c86,0.0502,120.041,4,4,spotify:track:3oBClBjafjeC8bwkouBChH,0.186
0.61,Love Anthem,6KMOGTob0ITwW3QP5Jfuim,Venerus,49faW2w8eguUIAG5c85KcD AND 7gjqZ8coFZimZDtdk04WP1,0.716,1,261120,0.477,3TR2GD03egdvE682ZZCL8t,0.00313,5,0.101,-13.33,0,Forse ancora dorme,// Questo è il Frecciarossa delle 5.,48,https://p.scdn.co/mp3-preview/bc8ce6b8696bde6495c6a0121d1a176df9f0d948?cid=774b29d4f13844c495f206cafdad9c86,0.0645,124.991,4,4,spotify:track:3TR2GD03egdvE682ZZCL8t,0.525
0.0111,Blood Remixed,1AvkRISSdzC7cq7eLoS5w1,Rhye,2AcUPzkVWo81vumdzeLLRN AND 2KjAo6wVc9d2WcxdxSArpV,0.869,1,553413,0.502,08HR9PoLSeovgXWvJEZrvi,0.459,0,0.0861,-10.431,0,Waste - RY X Remix,// Questo è il Frecciarossa delle 5.,55,https://p.scdn.co/mp3-preview/dcc0193ea7211fcc965eb3784816e55bc003cfb5?cid=774b29d4f13844c495f206cafdad9c86,0.0434,116.003,4,1,spotify:track:08HR9PoLSeovgXWvJEZrvi,0.165
0.345,Moirai,55l5a2s4Eu1oFzG5ZC0w6a,Delhia De France,7A4TdwdnxfR9auD1yAmpWD,0.187,1,260870,0.622,6UTJFpxupU6LtSOMKTZUJN,0.357,2,0.108,-12.167,0,Hypnos,// Questo è il Frecciarossa delle 5.,31,https://p.scdn.co/mp3-preview/fdbd5aab9b673ece65b2818cdb414d41ef6c8c43?cid=774b29d4f13844c495f206cafdad9c86,0.0776,184.134,4,3,spotify:track:6UTJFpxupU6LtSOMKTZUJN,0.0865
0.661,You'll Understand,6c94J2yum9wHxmbSB27YXE,Ross from Friends,1Ma3pJzPIrAyYPNRkp3SUF,0.741,1,417100,0.619,4Z4i631BesV0P6LTvfLAdL,0.674,1,0.125,-11.366,0,Talk to Me You'll Understand,// Questo è il Frecciarossa delle 5.,57,https://p.scdn.co/mp3-preview/ae027a16e6a0f9b936e13ca64735023bdb065d9c?cid=774b29d4f13844c495f206cafdad9c86,0.0514,126.008,4,1,spotify:track:4Z4i631BesV0P6LTvfLAdL,0.146
0.0323,Currents B-Sides & Remixes,04uXkrNhFJ1iWEo88MGPva,Tame Impala,5INjqkS1o8h1imAzPqGZBb,0.554,1,258707,0.885,7nmtH3cyqEmKz8F09V60yO,0.0238,2,0.345,-6.212,1,Powerlines,// Questo è il Frecciarossa delle 5.,50,https://p.scdn.co/mp3-preview/2292927ad53c37e6365d36dcd00a33c2d96765a1?cid=774b29d4f13844c495f206cafdad9c86,0.0443,104.945,4,2,spotify:track:7nmtH3cyqEmKz8F09V60yO,0.367
0.00864,SBTRKT,5fP2kgfePJZF4nB1XqC1i8,SBTRKT,1O10apSOoAPjOu6UhUNmeI AND 5Mq7iqCWBzofK39FBqblNc,0.779,1,202573,0.683,7eXESEtK5e9gDz7jLyOVDb,0.796,7,0.137,-8.47,1,Right Thing to Do,// Questo è il Frecciarossa delle 5.,15,,0.04,134.986,4,6,spotify:track:7eXESEtK5e9gDz7jLyOVDb,0.516
0.00581,Kasambila,4PQrenXKw4u8kuPvH4fI3W,Stavroz,7su1fG75ZwXHA6ei9Zcy7T,0.81,1,407542,0.559,7mnzEcaNC5S0VQZkGeDnI9,0.875,9,0.115,-11.41,0,XS PLS,// Questo è il Frecciarossa delle 5.,27,https://p.scdn.co/mp3-preview/044df53d91ebe4538ccfa24fa14b1fc16257c4f3?cid=774b29d4f13844c495f206cafdad9c86,0.0523,118.998,4,4,spotify:track:7mnzEcaNC5S0VQZkGeDnI9,0.689
0.28,Honey,3oO6rVyAxyS0JsGOIoHOfs,Death In Vegas,5aj3LEYRbuaabjjHkj5oE1 AND 4UaXtuRUnYFu307v3Ew9xY,0.724,1,346911,0.757,6RZ3WQVNJBCd9LfzfWgwQz,0.913,1,0.128,-10.338,1,Witchdance Dub - Dub,Witches Cues,37,https://p.scdn.co/mp3-preview/3d6ae515af58ce837d0395525dd622ffa50d31f9?cid=774b29d4f13844c495f206cafdad9c86,0.0476,107.0,3,2,spotify:track:6RZ3WQVNJBCd9LfzfWgwQz,0.655
0.496,For Seoul,7nufn8ZOln2970UZl05vvs,Gidge,7aibxFH8hIlSUlXgshCgAP,0.708,1,372000,0.459,6nCKD9aZUCu4gzZ25MzB5n,0.771,6,0.365,-9.921,0,For Seoul Pt I,Witches Cues,38,https://p.scdn.co/mp3-preview/c3faa8015919b191c2140b5b50d05934be3b940a?cid=774b29d4f13844c495f206cafdad9c86,0.0446,117.977,4,2,spotify:track:6nCKD9aZUCu4gzZ25MzB5n,0.371
0.274,Talabout,62iohnnT89r2oefahHfoqQ,Stavroz,7su1fG75ZwXHA6ei9Zcy7T,0.757,1,339989,0.196,1w6rfuPKufrc0nQ9ByJHyr,0.485,11,0.235,-15.859,0,Talabout,Witches Cues,35,https://p.scdn.co/mp3-preview/b7ddeefd65b9bd1bc1f739f3e0509a4c7c1922c0?cid=774b29d4f13844c495f206cafdad9c86,0.0891,150.048,4,1,spotify:track:1w6rfuPKufrc0nQ9ByJHyr,0.129
0.8,Kindred,2j42kxVAgj2oyIvsNNPWpT,Burial,0uCCBpmg6MrPb1KY2msceF,0.611,1,448315,0.9,31TmMwrJRrLodH5hMIdleC,0.872,1,0.19,-10.026,1,Loner,Witches Cues,30,https://p.scdn.co/mp3-preview/e804f08e712a8e96c73e538813cc2102d1842e60?cid=774b29d4f13844c495f206cafdad9c86,0.0593,129.729,4,2,spotify:track:31TmMwrJRrLodH5hMIdleC,0.302
0.448,Street Halo,4hpHMy9tJ8joxd0VfxJeIV,Burial,0uCCBpmg6MrPb1KY2msceF,0.75,1,404066,0.722,7btprSJBgUaRSnseOOzQM6,0.925,10,0.387,-9.75,1,Street Halo,Witches Cues,25,https://p.scdn.co/mp3-preview/d6f73b2b14a44d8307d5e9757da8ab0c7edc5dc5?cid=774b29d4f13844c495f206cafdad9c86,0.118,122.897,4,1,spotify:track:7btprSJBgUaRSnseOOzQM6,0.386
0.000609,The Hermit / The High Priestess (Blawan Remixes),00TXLDSvfstWKPyUulOaPH,Lucy,5MelgRsq8lYISqY7VqbRAH AND 64kN9EkSTHYhda2FupL0KI,0.605,1,388985,0.612,5oqbqotXUe1PQVsQFWvL3h,0.376,7,0.372,-11.082,1,The Hermit - Blawan Remix,Witches Cues,2,https://p.scdn.co/mp3-preview/92a32223271e95f091b88c3d8a1909eee5383dca?cid=774b29d4f13844c495f206cafdad9c86,0.0667,129.024,4,1,spotify:track:5oqbqotXUe1PQVsQFWvL3h,0.29
0.0278,Hypnagogia,58I1r1W9Z1t6TCcyc7fwtQ,Objekt,44z1nVVXZE8d4njcQmQLWc,0.603,1,356086,0.917,2b7pyFqFVASnR9bEiy3nbP,0.855,11,0.117,-7.235,1,Ganzfeld,Witches Cues,0,,0.0757,146.994,4,2,spotify:track:2b7pyFqFVASnR9bEiy3nbP,0.402
0.346,Gravity (feat. RY X),1fyCKJgmxG0Vc88xyzjUqz,Nocturnal Sunshine,1BiGjy3Kg99ZgL7E2Qb4Td AND 6TshTCYwh9ySzOO6Jy4Ux2 AND 2KjAo6wVc9d2WcxdxSArpV,0.68,1,287853,0.706,22mbkEhER97wd9gNRe1EGv,0.881,2,0.127,-9.188,1,Gravity (feat. RY X),Witches Cues,19,https://p.scdn.co/mp3-preview/432eb705666921e6498d70ab8c45efebad1dce2a?cid=774b29d4f13844c495f206cafdad9c86,0.0485,139.035,4,2,spotify:track:22mbkEhER97wd9gNRe1EGv,0.385
0.000336,Portrait with Firewood,3ngcrybWz1fUixAjS1ggl3,DjRUM,4HwlolvniI44ETSg5tajeZ AND 3OcYId3j2NSteDad96dO5E,0.384,1,379167,0.713,46MTErkMonXd2RURhe2H2q,0.436,0,0.556,-11.337,0,Waters Rising,Witches Cues,33,https://p.scdn.co/mp3-preview/41ed21825f137b96f6074d7f1857e1f361b99a87?cid=774b29d4f13844c495f206cafdad9c86,0.0582,108.106,5,2,spotify:track:46MTErkMonXd2RURhe2H2q,0.0434
0.196,ULTRAS,7tUQh1DnUcCblemPVQeEIe,LIBERATO,4X89u81dkCXBSGo8i2DhMW,0.212,1,303066,0.797,5FnhrFgbSmTmAzqChzEtlN,0.66,7,0.219,-6.418,0,AMMA STÀ VICIN',Witches Cues,21,https://p.scdn.co/mp3-preview/83729a097e3cd4974c50b6b2aa49cbca8cb2d1e8?cid=774b29d4f13844c495f206cafdad9c86,0.0919,136.721,4,9,spotify:track:5FnhrFgbSmTmAzqChzEtlN,0.201
0.0196,Mosaic,17H4UKoN5TJu5DP6kjqUq6,Throwing Snow,0Qur5LqqAVVunjY2PnjhUp AND 2qTWOMo1aFqVudILsX9pgo,0.457,1,257659,0.793,2zG2h4QpxUqBK8cD5EnYZC,0.000603,5,0.25,-6.552,0,Hypnotise,Witches Cues,18,https://p.scdn.co/mp3-preview/fc5e07d7d6d4e49f545bde13a1c6d4ace87efb54?cid=774b29d4f13844c495f206cafdad9c86,0.0498,119.961,4,3,spotify:track:2zG2h4QpxUqBK8cD5EnYZC,0.0385
0.859,Silk,59WGA6B0FTOFv8RYL8ZXlT,HVOB,6RAx8RRxoHeJIqD2d0EjOa AND 17QwpKEew3b7k2PE4VOhFM,0.393,1,354393,0.412,3lgoGEEfJNcRBBPKjFFPl8,0.367,9,0.105,-11.827,0,The Blame Game,Witches Cues,47,https://p.scdn.co/mp3-preview/0cdbfcee798933fc8a7ef7893b88270e281498c3?cid=774b29d4f13844c495f206cafdad9c86,0.0819,101.966,4,1,spotify:track:3lgoGEEfJNcRBBPKjFFPl8,0.0362
0.0787,Renaissance The Mix Collection: Art Department,6Jgo23fDPDtSeT6GG9OYXC,Steve Bug,4SoC2HfA0nGk3xCJ3hRG3J AND 3AhwIUus3pIaA3CvYBEtpy,0.729,1,263146,0.648,6oRxVTqMJ3xHEY2bxX3wUL,0.599,11,0.112,-9.405,0,A Night Like This - Richie Hawtin's A Dub Like That Remix,Witches Cues,0,,0.0384,119.991,4,8,spotify:track:6oRxVTqMJ3xHEY2bxX3wUL,0.712
0.125,"Remixes EP (Matthew Herbert, Acid Pauli, Frank Wiedemann, Canson)",4lOvufvDp6lx1IpWbksQ0t,Kalabrese,2MUENaxB93ZPNclZIDEMMV AND 0FEx2DeyIuHKZN5zQX6XOs AND 0zdn1nNmOZXHZ9K28FvcFp,0.787,1,447287,0.77,5yNoq5gMCvb9bb9Bd09PmI,0.8,9,0.0864,-4.17,1,Desperate Man (feat. Khan) - Matthew Herbert Remix,Witches Cues,23,https://p.scdn.co/mp3-preview/ae50651896d2e9f87f38fdf9937dba530a6efb0a?cid=774b29d4f13844c495f206cafdad9c86,0.0429,120.999,4,1,spotify:track:5yNoq5gMCvb9bb9Bd09PmI,0.812
0.792,With the Artists,0rrr4SP4dOoCynCyPFxA9j,Rhythm & Sound,5e5DeHuHjgcj0DbdrdYKMo,0.886,1,386240,0.241,5zfR5yKsmAiyiH6AbaNiOY,0.444,8,0.105,-16.655,0,King in My Empire,Witches Cues,40,https://p.scdn.co/mp3-preview/722a5e878283f9db5e26e8f53dfd481480ab3a30?cid=774b29d4f13844c495f206cafdad9c86,0.0598,126.011,4,1,spotify:track:5zfR5yKsmAiyiH6AbaNiOY,0.726
0.0285,Reworked/Remixed,7JggdVIipgSShK1uk7N1hP,Chimes,5vpW1Chvuq7KHiDtlc9zeh AND 47hE4Qx5nJWMSivrAsBdzP AND 4O71i7ke5iIBX6RNSFoZbS,0.64,1,503697,0.604,3KwMztNS37mSdU5hV2VLQj,0.545,6,0.075,-8.789,0,The Mole - Trentemøller Remix,Witches Cues,16,https://p.scdn.co/mp3-preview/486d5e74cbdf96fdd47728da8223db5fd01338e6?cid=774b29d4f13844c495f206cafdad9c86,0.0547,96.97,4,13,spotify:track:3KwMztNS37mSdU5hV2VLQj,0.0785
0.000395,Carcassonne,6KSXGt5A1QlDP2Cswx5mC3,Curses,6Q6uLDktE9vha6MtIUMcp1,0.807,1,379725,0.657,4AUJ6nK4JFnT0GeheQncTb,0.878,11,0.328,-9.982,0,Fire in the Smoke of a Changing Life,Genuine Witches Bunker,19,https://p.scdn.co/mp3-preview/96921b97471924ef56221395bdc395c68a62d29e?cid=774b29d4f13844c495f206cafdad9c86,0.0408,117.998,4,1,spotify:track:4AUJ6nK4JFnT0GeheQncTb,0.48
0.0698,MASSEDUCTION,4RoOGpdrgfiIUyv0kLaC4e,St. Vincent,7bcbShaqKdcyjnmv4Ix8j6,0.527,1,281347,0.716,2qTy3hGSbxoSenKmlKGHFw,8.71e-05,5,0.0737,-6.029,0,Los Ageless,Genuine Witches Bunker,55,https://p.scdn.co/mp3-preview/009ad5d70ca34a29e71ee2764b4b4e7c25135310?cid=774b29d4f13844c495f206cafdad9c86,0.0616,99.426,4,5,spotify:track:2qTy3hGSbxoSenKmlKGHFw,0.331
0.0313,Lost,3q8xfhiEbmBjL4qKzJcUoo,trentemøller,4O71i7ke5iIBX6RNSFoZbS,0.684,1,284346,0.702,3oQA7hcoD7zArMPLrADBts,0.89,9,0.228,-8.921,0,Deceive feat. Sune Rose Wagner,Genuine Witches Bunker,24,https://p.scdn.co/mp3-preview/8ad8e5aa04427d35bed46d8b829a650530802f4e?cid=774b29d4f13844c495f206cafdad9c86,0.0605,119.976,4,10,spotify:track:3oQA7hcoD7zArMPLrADBts,0.178
0.000319,Flashmob,4yUXPQs1dQpMw6GmHYsx3N,Vitalic,4M84umUNRbZy1mJleyyRM9,0.628,1,234240,0.92,3zf7uD8ClQ2TXGMZlXISup,0.609,10,0.0785,-5.052,0,Poison Lips,Genuine Witches Bunker,0,,0.0417,126.323,4,2,spotify:track:3zf7uD8ClQ2TXGMZlXISup,0.502
0.0026,The Singles,001hiwQqutaP5krx5mhqh6,Goldfrapp,5BKsn7SCN2XmbF7apdCpRS,0.577,1,222880,0.773,5N84sRKTdOfdZfQvDpMhYO,0.0165,10,0.104,-6.196,0,Strict Machine - Single Mix,Genuine Witches Bunker,22,https://p.scdn.co/mp3-preview/d3cbd26ebf8a584c72aff315884eb1b54acaf0cb?cid=774b29d4f13844c495f206cafdad9c86,0.0448,126.018,4,3,spotify:track:5N84sRKTdOfdZfQvDpMhYO,0.428
0.00239,Voyager,6Wb2fs8rdUkhHqfEqKPprt,Vitalic,4M84umUNRbZy1mJleyyRM9 AND 2y3wW28lTVdgPLuqtF4Xcb,0.688,1,232833,0.703,5MHnT8tTakjzZsiuHGxXyc,0.123,9,0.353,-6.383,0,Waiting For The Stars,Genuine Witches Bunker,50,https://p.scdn.co/mp3-preview/d2b194748aa7686031b690148073c43f847d8e90?cid=774b29d4f13844c495f206cafdad9c86,0.175,115.984,4,2,spotify:track:5MHnT8tTakjzZsiuHGxXyc,0.754
0.271,Voyager,6Wb2fs8rdUkhHqfEqKPprt,Vitalic,4M84umUNRbZy1mJleyyRM9,0.778,1,94560,0.844,3s55mxuUIQd1m1IaESz5NM,0.838,0,0.13,-5.555,1,El Viaje,Genuine Witches Bunker,31,https://p.scdn.co/mp3-preview/8eb3273b1fec13468ac11d151522a87c8c309451?cid=774b29d4f13844c495f206cafdad9c86,0.0501,99.991,4,1,spotify:track:3s55mxuUIQd1m1IaESz5NM,0.695
0.00533,Voyager,6Wb2fs8rdUkhHqfEqKPprt,Vitalic,4M84umUNRbZy1mJleyyRM9,0.772,1,340080,0.656,6DI7W5YmdBPEkobAeBFBeL,0.85,11,0.139,-6.014,1,Levitation,Genuine Witches Bunker,31,https://p.scdn.co/mp3-preview/3a01ce0c90d0d5383563635fdb479985c0c703e5?cid=774b29d4f13844c495f206cafdad9c86,0.0558,124.033,4,3,spotify:track:6DI7W5YmdBPEkobAeBFBeL,0.422
0.079,MOVEMENT,4ToXUKQJGUgtUrSSqB2Bck,MOVEMENT,3x7BaW5q1SDNv6bVrbOCmX,0.493,1,222340,0.431,47prNzqRUL0L9z9qZRRbZj,0.499,10,0.115,-10.741,0,Ivory,Genuine Witches Bunker,41,https://p.scdn.co/mp3-preview/07183430cffa1638c9e289388a9584f5250ef3a4?cid=774b29d4f13844c495f206cafdad9c86,0.391,177.046,4,2,spotify:track:47prNzqRUL0L9z9qZRRbZj,0.261
0.365,MOVEMENT,4ToXUKQJGUgtUrSSqB2Bck,MOVEMENT,3x7BaW5q1SDNv6bVrbOCmX,0.681,1,236808,0.447,1d3zp4mvgxV2frGsI89UoY,0.581,5,0.0901,-11.675,1,5:57,Genuine Witches Bunker,37,https://p.scdn.co/mp3-preview/91e01825deeff429ba81dde047618a1604315df9?cid=774b29d4f13844c495f206cafdad9c86,0.0398,93.013,4,3,spotify:track:1d3zp4mvgxV2frGsI89UoY,0.352
0.174,Songs From The Big Chair,7y7459SFZReE5Wec4hejv5,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,0.511,1,393667,0.942,2gQaQUhDCNGfBVXTvxAmXQ,1.87e-05,0,0.139,-10.407,1,Shout,Genuine Witches Bunker,70,https://p.scdn.co/mp3-preview/b4ce4d86c8263d23bb9f4e4b1331b2448e59ab67?cid=774b29d4f13844c495f206cafdad9c86,0.0429,97.909,4,1,spotify:track:2gQaQUhDCNGfBVXTvxAmXQ,0.498
0.0517,The Last Resort,64iEo3whZTY6g9vwap2H2Q,trentemøller,4O71i7ke5iIBX6RNSFoZbS,0.602,1,450563,0.418,5RQqQkd8Z8gcscl9ce6ESk,0.871,5,0.104,-12.392,0,Take Me Into Your Skin,Genuine Witches Bunker,45,https://p.scdn.co/mp3-preview/b6357976d437d6b0e0a7b21c9320869f7b65e42c?cid=774b29d4f13844c495f206cafdad9c86,0.0381,118.016,4,1,spotify:track:5RQqQkd8Z8gcscl9ce6ESk,0.0784
0.329,Tu Conmigo (feat. La Bien Querida),07F9Ii8Fzr6ZRmtI4i9ZjN,Vitalic,4M84umUNRbZy1mJleyyRM9 AND 0Wn7tfH4rhaWTn8aMqSgh6,0.784,1,213120,0.871,1iwlcuUPrXcK69pZf1Ll6b,0.65,7,0.0984,-5.59,0,Tu Conmigo (feat. La Bien Querida),Genuine Witches Bunker,31,https://p.scdn.co/mp3-preview/41f9d6b8f1e39c96f3740d6129073dcbe8be77f3?cid=774b29d4f13844c495f206cafdad9c86,0.0622,102.988,4,1,spotify:track:1iwlcuUPrXcK69pZf1Ll6b,0.831
0.174,Psycho Tropical Berlin (Bonus Track Version),7ExUxli1vAsXcgijfi2Abr,La Femme,5VTWoYYizcOY3uIKnxeCGI,0.418,1,248933,0.782,50OvVMFOXXc8LVse9BNN5n,0.832,2,0.144,-5.827,1,Antitaxi,Genuine Witches Bunker,28,https://p.scdn.co/mp3-preview/f81d20f0e5841e98e19db22bde4557a1304a14a3?cid=774b29d4f13844c495f206cafdad9c86,0.0425,174.992,4,1,spotify:track:50OvVMFOXXc8LVse9BNN5n,0.298
0.000886,Your Loft My Acid - Transhouse Mix,1KwlNMH2XJDpDvZERHHCbt,Death In Vegas,5aj3LEYRbuaabjjHkj5oE1,0.624,1,306333,0.583,2grq3Pzi5O2VRYJKRSuQHT,0.633,7,0.0862,-9.046,1,Your Loft My Acid - Fearless Transhouse Mix Long,Genuine Witches Bunker,5,https://p.scdn.co/mp3-preview/f93367a6f0288f229156c326191149211a7d2b1e?cid=774b29d4f13844c495f206cafdad9c86,0.031,107.979,4,1,spotify:track:2grq3Pzi5O2VRYJKRSuQHT,0.218
