acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,duration_ms,popularity
0.5194,0.5362,0.416,0.0,0,0.01464,-7.909,1,0.0322,0.53988,4,0.77,197387,15
0.5599999999999999,0.469,0.306,5.9e-07,2,0.01658,-11.032,1,0.0366,0.5597960000000001,4,0.61,225053,55
0.5999,0.34019999999999995,0.444,0.000427,5,0.023400000000000004,-9.957,0,0.0434,0.627148,3,0.642,345387,37
0.5368999999999999,0.5054,0.497,0.0,10,0.0244,-7.779,0,0.0632,0.591176,4,0.684,225998,70
0.5529999999999999,0.4396,0.297,3.45e-06,10,0.056999999999999995,-13.954,1,0.0343,0.517872,3,0.683,195067,19
0.6678,0.4592,0.333,0.0,11,0.01854,-7.914,1,0.108,0.672628,3,0.772,187267,33
0.6145999999999999,0.5207999999999999,0.47,0.03735,11,0.01964,-12.061,0,0.0414,0.552232,4,0.657,259480,54
0.5802999999999999,0.42069999999999996,0.317,0.0,2,0.026000000000000002,-15.677,1,0.0392,0.552768,4,0.676,173600,38
0.5746999999999999,0.40599999999999997,0.479,2.39e-06,9,0.020000000000000004,-10.901,0,0.0558,0.6160760000000001,3,0.598,201493,41
0.5158999999999999,0.33249999999999996,0.355,6.6e-06,1,0.016020000000000003,-13.282,1,0.0294,0.5411480000000001,4,0.614,159520,35
0.5768,0.5285,0.419,0.0,2,0.0236,-10.595,1,0.0595,0.528588,3,0.597,454021,24
0.5719,0.469,0.515,5.3e-07,5,0.018160000000000003,-6.536,0,0.0439,0.5810919999999999,4,0.638,200190,12
0.5663,0.5222,0.334,6.55e-06,7,0.023000000000000003,-10.205,0,0.0441,0.577244,4,0.705,225440,30
0.5844999999999999,0.4976999999999999,0.409,0.0,10,0.014860000000000002,-7.274,1,0.0685,0.487024,4,0.759,184373,34
