acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,duration_ms,popularity
0.026389999999999997,0.21769999999999998,0.619,0.447,3,0.0218,-9.076,1,0.0314,0.31968,4,0.241,593387,40
0.0005061,0.2268,0.726,0.426,6,0.0282,-8.355,1,0.0535,0.48047199999999995,4,0.109,338294,19
0.10009999999999998,0.1932,0.652,0.4715,11,0.019860000000000003,-9.918,0,0.0373,0.29779199999999995,4,0.119,544070,44
0.00032199999999999997,0.2884,0.679,0.434,0,0.049,-9.949,1,0.0365,0.36424,3,0.0619,434747,38
5.663e-05,0.1862,0.707,0.351,11,0.028999999999999998,-6.058,1,0.0445,0.4398,4,0.108,511591,30
0.00023869999999999997,0.20719999999999997,0.742,0.28,10,0.0228,-6.184,0,0.0429,0.308136,4,0.182,270655,30
0.001204,0.29469999999999996,0.556,0.427,4,0.022000000000000002,-4.793,0,0.0361,0.39216,4,0.0721,358949,29
0.10079999999999999,0.1533,0.641,0.434,4,0.0296,-5.732,1,0.0325,0.386152,4,0.0398,215733,31
4.963e-06,0.091,0.568,0.4225,9,0.031200000000000002,-11.095,1,0.0386,0.32956799999999997,3,0.168,356600,35
0.01547,0.058309999999999994,0.726,0.4245,4,0.01664,-15.053,0,0.078,0.314692,4,0.129,445888,23
4.7109999999999994e-06,0.06965,0.81,0.4675,5,0.0222,-5.786,0,0.045,0.358,5,0.322,199156,30
0.0007979999999999999,0.27299999999999996,0.758,0.4145,3,0.01956,-6.329,1,0.0312,0.336012,4,0.0993,348053,45
0.11549999999999999,0.315,0.722,0.4735,9,0.0206,-11.548,0,0.0336,0.424036,4,0.0719,311837,41
0.00041579999999999997,0.1295,0.781,0.4045,2,0.032600000000000004,-8.552,0,0.0591,0.486564,4,0.0521,632800,20
0.026180000000000002,0.17779999999999999,0.561,0.417,2,0.071,-10.107,0,0.0365,0.3956,4,0.14,658800,36
0.07769999999999999,0.17079999999999998,0.662,0.316,6,0.0252,-10.772,1,0.0324,0.408216,3,0.119,432587,33
2.0019999999999998e-05,0.10079999999999999,0.7,0.436,11,0.034,-7.029,1,0.0353,0.38827999999999996,4,0.0764,370149,7
0.0003787,0.2905,0.689,0.4035,5,0.0282,-9.547,1,0.0366,0.47262400000000004,4,0.156,456733,19
0.0004564,0.34859999999999997,0.77,0.4055,4,0.0206,-2.912,0,0.035,0.349904,4,0.0367,277276,40
