album_id,artists_id,disc_number,id,name,playlist,preview_url,track_number,uri
20xmhIzGgR0JNilHjyoHxS,63Xzvrs2O3KvohuriPA5Bq,1,6c6nXiFCGBKqNOyMLCyZwR,Weavers Needle,The Sound of Everything,https://p.scdn.co/mp3-preview/a4be5e186bcbeed672aa1c7a260f7d1f20d2dcff?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:6c6nXiFCGBKqNOyMLCyZwR
05xdVShEvQ9s6pKdMtnpRi,"7Ef6YFLZjlHkCcpC8fFSZo,0nCUh5WRa55qcNRwiNUVBa",1,0W59NTTCrIT0SGy0BVAL6L,How Far Can You Go When You Close Your Eyes?,The Sound of Everything,https://p.scdn.co/mp3-preview/07ae344518e8809cf6599047978cdc57031d252b?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:0W59NTTCrIT0SGy0BVAL6L
6q2zdnjrihfiV0NZJQvEOy,5YQURNvswNpWWUWyeNT7we,1,5js7CxlUAAIVS5KGklskr7,Moderato Cantabile,The Sound of Everything,https://p.scdn.co/mp3-preview/acbb448f8e104cf07ad5170f4d25bb1f8162a1ef?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:5js7CxlUAAIVS5KGklskr7
2Q0q80NwVs8h2mRkHLVLrL,"0L9Leki8FlcdmCJ8WYaVSn,7GusVpNk6XFiApF3inFyeZ,4MQkhVU6fStPDLwUexkI9D,1uvvhsNGnZoyEWKztO0P0Z",1,4BywbU3QV3DaiCugr2cGJD,Musica ambigua: III. Sleepwalk,The Sound of Everything,https://p.scdn.co/mp3-preview/09c908316c7f68d244b1da0cf1d4d9d2a2de0bc6?cid=774b29d4f13844c495f206cafdad9c86,12,spotify:track:4BywbU3QV3DaiCugr2cGJD
0TmGIz0EcAHrMENYcJlnXs,"7jzR5qj8vFnSu5JHaXgFEr,5RFv0vIgbz020yHVboJQ0y,2GhXDeZqUWAqSpz7So8yUt",1,3af6PvJHP8XlFMWeuN7bF8,"Andante festivo for Strings and Timpani, JS 34b",The Sound of Everything,https://p.scdn.co/mp3-preview/52335deb76e68b3ef727f86a6d5f60bf0614b924?cid=774b29d4f13844c495f206cafdad9c86,12,spotify:track:3af6PvJHP8XlFMWeuN7bF8
