album_id,artists_id,disc_number,id,name,playlist,preview_url,track_number,uri
5p2jLgjLFhA94b7UT4hWLB,18XQILNxVCcvcU1VhwNJJv,1,0VI3LphFvcoYo0gPVXIlmG,Not Falling,The Sound of Everything,https://p.scdn.co/mp3-preview/7cfa52f386ca44512e69d0a35f431c15a7914c00?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:0VI3LphFvcoYo0gPVXIlmG
7k6Q2XtU994uhESb7fFOBJ,7yESRvEEjqOTuBgItxH14j,1,68PkZrSNy0gLegXszDHqb9,African Battle,The Sound of Everything,https://p.scdn.co/mp3-preview/1cfd4bb6e78e5f7258e5b59f4b0d4662ca9f4803?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:68PkZrSNy0gLegXszDHqb9
0haNDDHtiSPENbdrq07srH,5evuJYN1sgxxSQWs9mw1e3,1,7kuW6Ho3HAoYzE1qkDkDRv,Nite Glo,The Sound of Everything,https://p.scdn.co/mp3-preview/7f44c942b75053aa32c288b470feabbb1d22d3dd?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:7kuW6Ho3HAoYzE1qkDkDRv
1QZnx8gGCOknyMW4uWa5MV,"1YSCGkoQNnkpU7z6osMvMm,2YKRWTTd8R0H0bGsONWydp",1,4z9sPhktCvNBP6BbEBWwwn,September Rain,The Sound of Everything,https://p.scdn.co/mp3-preview/2009fd64283534dc93107169d061bc0e69dfa5d0?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:4z9sPhktCvNBP6BbEBWwwn
0KCCDwgwxHQDL1rJfYzZsf,484iG2bCh3RDFPRbf7LnsI,1,58hQg2Yi5Xquz1MDAwN8b3,Indigo,The Sound of Everything,https://p.scdn.co/mp3-preview/3c2e3d5b9716d77e5b7305d190aa57a308b7249d?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:58hQg2Yi5Xquz1MDAwN8b3
68ZwD7Cxrnb4hJZ7gDvhj3,6oCeoRIeqwZAgoaNOv8IyB,1,2rD9Vjf4DuORGZbCQgA3dE,cast a spell on her,The Sound of Everything,https://p.scdn.co/mp3-preview/8087490a1a5b3e74dc7232e1a677f0b204e89f49?cid=774b29d4f13844c495f206cafdad9c86,5,spotify:track:2rD9Vjf4DuORGZbCQgA3dE
