acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,duration_ms,popularity
0.5474,0.1113,0.124,0.01615,1,0.0222,-28.571,1,0.057,0.342592,4,0.0518,475520,12
0.6950999999999999,0.1169,0.0539,0.016,5,0.023200000000000002,-28.217,1,0.0445,0.395488,3,0.047,236907,35
0.6937,0.16799999999999998,0.0309,0.00026,9,0.013819999999999999,-27.569,1,0.0578,0.33382799999999996,4,0.0395,211708,36
0.6909,0.0917,0.0208,0.01815,2,0.01372,-28.56,1,0.0491,0.347808,5,0.128,227427,53
0.6922999999999999,0.0791,0.0715,0.1325,6,0.0216,-31.734,0,0.0567,0.298588,1,0.0629,219747,40
0.6587,0.06853,0.0801,0.2155,8,0.023000000000000003,-19.643,1,0.0458,0.30125599999999997,4,0.0608,192420,52
0.6859999999999999,0.09029999999999999,0.00419,0.062,0,0.022000000000000002,-32.281,1,0.0509,0.33238799999999996,4,0.243,208000,5
0.6769,0.2394,0.101,0.0,8,0.021,-15.085,1,0.0339,0.29138,1,0.0623,233373,15
0.6391,0.2702,0.143,0.103,2,0.049,-19.858,0,0.0462,0.470452,4,0.165,590067,22
0.6803999999999999,0.2191,0.0123,0.047,9,0.0318,-28.118,1,0.035,0.2828,4,0.169,295667,26
0.5956999999999999,0.0875,0.0752,0.0104,10,0.021400000000000002,-19.856,1,0.0534,0.228184,4,0.0398,160400,1
0.6937,0.1344,0.056,0.00835,0,0.01234,-24.709,1,0.0406,0.28616,3,0.0397,538040,10
0.6328,0.27299999999999996,0.125,0.00545,2,0.018860000000000002,-16.688,1,0.0377,0.44338,4,0.115,315500,49
0.6426,0.217,0.0863,0.0,3,0.023400000000000004,-15.11,1,0.0456,0.33566,4,0.321,181400,42
0.6761999999999999,0.054669999999999996,0.242,8.55e-06,8,0.01868,-11.775,0,0.0369,0.322372,4,0.0331,210213,1
0.6895,0.1533,0.102,0.000125,1,0.023200000000000002,-19.217,1,0.0466,0.53916,3,0.0475,228310,32
0.6888,0.13299999999999998,0.221,0.1345,3,0.018060000000000003,-14.667,1,0.0416,0.31794799999999995,4,0.0622,198974,46
0.5929,0.1932,0.075,0.0,9,0.0708,-14.772,1,0.0412,0.31889999999999996,3,0.345,271600,32
0.6971999999999999,0.3248,0.0461,0.0655,4,0.015040000000000001,-16.501,0,0.0431,0.28360399999999997,3,0.257,182047,33
0.6740999999999999,0.06019999999999999,0.0049,0.182,1,0.0212,-32.551,1,0.0522,0.299952,4,0.0414,309200,37
0.6685,0.2219,0.0123,0.202,2,0.0344,-30.127,1,0.0463,0.294056,4,0.153,304813,41
0.6895,0.1533,0.0337,0.00271,4,0.01714,-22.761,1,0.0537,0.3044,5,0.0417,332320,28
0.6859999999999999,0.17149999999999999,0.0175,0.03945,0,0.020000000000000004,-21.999,0,0.0371,0.3478,4,0.0645,585600,39
0.644,0.2996,0.0737,0.03425,5,0.01434,-22.819,1,0.0462,0.441124,4,0.257,202520,23
0.6831999999999999,0.1953,0.251,0.003065,5,0.06,-15.221,1,0.0404,0.33928800000000003,1,0.127,166733,14
0.6628999999999999,0.2527,0.0969,0.0805,2,0.018820000000000003,-20.289,1,0.0382,0.40113600000000005,4,0.317,228213,31
0.6950999999999999,0.19949999999999998,0.0806,0.1355,5,0.0222,-21.133,1,0.0499,0.320216,3,0.123,197094,36
0.6755,0.2345,0.0525,0.206,10,0.01786,-21.434,0,0.0352,0.443092,4,0.191,319667,34
0.6223,0.41509999999999997,0.112,0.0,9,0.023400000000000004,-16.704,1,0.0336,0.33118400000000003,4,0.132,162320,41
0.6922999999999999,0.07419999999999999,0.0598,0.003115,10,0.0204,-19.041,1,0.0423,0.237232,4,0.113,236760,25
0.6545,0.34509999999999996,0.112,0.000279,10,0.032600000000000004,-14.419,0,0.0345,0.30592,4,0.243,198240,41
0.6419,0.20439999999999997,0.181,0.0,0,0.017660000000000002,-9.975,1,0.0308,0.343648,4,0.0528,277640,2
0.6943999999999999,0.0756,0.0346,0.00302,4,0.019860000000000003,-21.271,0,0.044,0.23102,4,0.0393,232000,33
0.6922999999999999,0.1421,0.0184,0.000119,8,0.0222,-26.956,1,0.0436,0.49869600000000003,5,0.078,130453,26
0.6789999999999999,0.0875,0.104,0.003645,1,0.0206,-21.61,1,0.0394,0.34467200000000003,4,0.0597,190000,22
0.6880999999999999,0.16659999999999997,0.0815,2.005e-05,2,0.05580000000000001,-22.5,1,0.045,0.5140800000000001,5,0.0414,223467,52
0.6873999999999999,0.12179999999999998,0.249,0.0258,1,0.009980000000000001,-20.452,1,0.0409,0.521284,3,0.0983,348200,22
0.6895,0.1386,0.063,0.0183,5,0.0692,-22.871,1,0.0533,0.30403600000000003,4,0.0431,292533,33
0.6958,0.1505,0.0702,0.0054,2,0.0228,-25.627,1,0.0468,0.41525599999999996,4,0.097,267093,14
0.6852999999999999,0.2135,0.0289,0.1285,0,0.01762,-22.509,0,0.0337,0.383404,4,0.0913,567733,43
0.6859999999999999,0.1568,0.107,0.0001075,7,0.0346,-13.632,1,0.0389,0.255452,5,0.0711,129307,19
