album_id,artists_id,disc_number,id,name,playlist,preview_url,track_number,uri
2Jchi6BeRMNHPscQt70IWZ,1VBphNSqpOcYc2Fn5wL9AZ,1,3DLVrZR7hwv4FjwZJ32kpV,Wow'i Kariño,The Sound of Everything,https://p.scdn.co/mp3-preview/770718a4ac2dcf71db12e43a9131da3adaa4938d?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:3DLVrZR7hwv4FjwZJ32kpV
2N22rB7snO58gPjTDde7Kr,0i9U6qvpfoZfv3obUl3paV,1,6frsTJ3ieUMQTczmll72DB,Slave for the Beat,The Sound of Everything,https://p.scdn.co/mp3-preview/db119ee4b8167124e31e957eca48a1d283ca2783?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:6frsTJ3ieUMQTczmll72DB
4V6Ro3hUyNnfhukw59Fy26,"2ZofT7n9AlTKf7KDCoHGgD,1LOFaxDBvn3YuvarTldGAe",1,2oFutWuJCmhePvCTlrpqLc,A Vida do Viajante (feat. Gonzaguinha),The Sound of Everything,https://p.scdn.co/mp3-preview/bf66dfb741864aadd4c0061bc2405c0a14a6fb15?cid=774b29d4f13844c495f206cafdad9c86,15,spotify:track:2oFutWuJCmhePvCTlrpqLc
1WRGSQtswxQBFLiXay0oO1,"5L7Hl11e6LAeNWfvs5siH4,3JfDOKDXkrtMc2S4mX1KJC",1,3e6We0G13sxQsAReJSa9h1,Aşkın Gözü Kör Mü,The Sound of Everything,https://p.scdn.co/mp3-preview/54681e0d4014b0098cc5938801e41d0f08877b97?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:3e6We0G13sxQsAReJSa9h1
0YtGKnOCOt9IYnHDsuJwQt,6h9B8wche8pbvJ0wiWKn8q,1,1Nl4EXAxSulKlbiro793i4,El Verde De Tus Ojos - Remix,The Sound of Everything,https://p.scdn.co/mp3-preview/dd8698b0529e649e4e0db8530b5f04c77540a2e0?cid=774b29d4f13844c495f206cafdad9c86,5,spotify:track:1Nl4EXAxSulKlbiro793i4
7Fp8MWr9mKMquAWrVvQvKi,"2OOAWkt15smEKXtNNLtaNG,6wVEaczw0cMq1xQLjtYsEk",1,1zTD6Z2T4Pks6P0urU5RVK,Rocky Raccoon,The Sound of Everything,https://p.scdn.co/mp3-preview/57295a912c1d444778bbb1060a964357b1cd7b4a?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:1zTD6Z2T4Pks6P0urU5RVK
5nNBcGvprR2Rd71r6eQ2IC,5nJo9d4dYPQ9MiimCUdOhI,1,4ZhzXzvYuF27CfaOfYT8u2,Vareando aceitunas - Cantiñas,The Sound of Everything,https://p.scdn.co/mp3-preview/c95a8b67a33fc919765decf69ab4e50aebe50310?cid=774b29d4f13844c495f206cafdad9c86,5,spotify:track:4ZhzXzvYuF27CfaOfYT8u2
0kNTZVVRr8zkhUEZyjkcLh,59OheJsvimLlXWvuL9j7Df,1,4y4SCAwEBeMKNCOPQ33SzP,Digo la Telesita,The Sound of Everything,https://p.scdn.co/mp3-preview/36ebd834e6e91538dbb5c5f8c62ab8a11b6da600?cid=774b29d4f13844c495f206cafdad9c86,8,spotify:track:4y4SCAwEBeMKNCOPQ33SzP
3AKPMqREYYrNpkqXC5t8Tv,0yBAksfvttaIwTvj812Ytr,1,2H19r12AYTfmJ4TBlXXWRE,Tu Me Pides Que Te Olvide,The Sound of Everything,https://p.scdn.co/mp3-preview/9a7eadfd3b9c883a3b31b2c06ee2c275a9d94faf?cid=774b29d4f13844c495f206cafdad9c86,5,spotify:track:2H19r12AYTfmJ4TBlXXWRE
6u20VbYTicAv3ppaZr9QMP,6PFxGqeyJs3IwZXM6vDYQ8,1,0dRB3hbvK5Rwb565N6Squr,Ou mérité tout glwa,The Sound of Everything,https://p.scdn.co/mp3-preview/127e20ba10bb521f2ce1096ac68cb7e60b3d135c?cid=774b29d4f13844c495f206cafdad9c86,6,spotify:track:0dRB3hbvK5Rwb565N6Squr
5CapVtzDBvZayhob1bpHff,1nu4Tbh3AzDwDMXIaEFRzx,1,5guh5NidOcaSBR2KeD6tg8,El Idiota,The Sound of Everything,https://p.scdn.co/mp3-preview/af49cfc86f942e8e46af46ae60d34b3d585a71d1?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:5guh5NidOcaSBR2KeD6tg8
6KRuYbOJJAvHxlBB5DZC9o,30qZQIUjlWSlqBK3F0xP2v,1,5860O4uVBkRbVjtM0qnZCd,Brilhantina,The Sound of Everything,https://p.scdn.co/mp3-preview/3abfb715919cbfbeae90027bec70840088fbae79?cid=774b29d4f13844c495f206cafdad9c86,6,spotify:track:5860O4uVBkRbVjtM0qnZCd
5YuMiHx8ibl7eQxHSYdfDN,5mfohPTn1JNv4WS0FusoX2,1,4XI0F2r3MnPEb3QCkCziN2,Sol Negro,The Sound of Everything,https://p.scdn.co/mp3-preview/18bab070db05f6b7e1b04e5899aa2b7adcea2175?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:4XI0F2r3MnPEb3QCkCziN2
