album_id,artists_id,disc_number,id,name,playlist,preview_url,track_number,uri
4eBTljS2CAgzO8rfcwRTGp,"0bYQe0JDIjxkSHQoXlfngl,5YCc6xS5Gpj3EkaYGdjyNK",1,06b0Au6pvZiO03eKTCvgWh,ANIMAL,The Sound of Everything,https://p.scdn.co/mp3-preview/cbb082fad6daae56a5a3a2eeb4b2e51910f79296?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:06b0Au6pvZiO03eKTCvgWh
5z4cBh0dXjqEH5zk8j8Vzn,31CN1AJfh8Oe1WBcELxK08,1,1uJPr3HjwhZ16CGVy34Azn,You're the One (New Orleans Bounce Mix),The Sound of Everything,https://p.scdn.co/mp3-preview/cb20b0a52087e98c3068e19d6f810ee5972935b7?cid=774b29d4f13844c495f206cafdad9c86,11,spotify:track:1uJPr3HjwhZ16CGVy34Azn
2ujo1dxepaoqCZPV1RrggD,5qGm12nyHOXgOpAsHQWwtV,1,2gx4ritqHt3wJ0fJOY8IQt,斯芬克斯 (Sphinx),The Sound of Everything,https://p.scdn.co/mp3-preview/588f15501f17008e48ed1758f7e0491428b51eff?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:2gx4ritqHt3wJ0fJOY8IQt
4tAVbKbYeZ4fJ3jT5i3LQS,5DKuVtlpDH0agZQUFDy8O7,1,5AD44maUoBRU4UHdD25wGF,Behind Closed Doors,The Sound of Everything,https://p.scdn.co/mp3-preview/392e2556bb474cc8985626007ea9fa9874a35e6d?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:5AD44maUoBRU4UHdD25wGF
4sA1Gafy0UZ0uIDJP8arWG,"6RnNlWCKq1Hd1fNixYxAfE,0M4mT0meM5urbRbbTxGGfm",1,2ZPYth7pBKkYvh6PqpoYp9,That's My Beyonce (feat. Esko),The Sound of Everything,https://p.scdn.co/mp3-preview/d569ef7bfc0d987b5628c3ec8864751c89e4078e?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:2ZPYth7pBKkYvh6PqpoYp9
31psNfWEweb2avBzLNiTZk,"0SWOtgI95g7oVrP9halrmP,4PULA4EFzYTrxYvOVlwpiQ",1,65c6VCikt7f5sAS1heoYQC,Same Beef,The Sound of Everything,https://p.scdn.co/mp3-preview/d47ec3597de75d877cacc4c20a432228f3f02244?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:65c6VCikt7f5sAS1heoYQC
7rkEFjm5tuORcwq3GIyuSJ,55TH3aMMK1u2VsR8DPGC6D,1,3CZ31XPvscItyfSNf1ox0M,Still Feelin' It,The Sound of Everything,https://p.scdn.co/mp3-preview/3c91b8c88f5cb29ac3f743883120e8bc86335799?cid=774b29d4f13844c495f206cafdad9c86,12,spotify:track:3CZ31XPvscItyfSNf1ox0M
1S4G9FCGffu4g3NnxSVcTF,4Gh02gVaInzoBvqEnJFQDS,1,4KSRH3x3ef77ARr3KGzkrO,Locker Room Talk,The Sound of Everything,https://p.scdn.co/mp3-preview/dece7852e1c17dfe8ae296964db33c5ef40d22dc?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:4KSRH3x3ef77ARr3KGzkrO
2muGKmOSjjbqgcQ5xOVN0D,"01r7peBt7lJhz42nE04rpM,0jYSahOLG4qqGLfKGpNCz8,4AkD1LyCZ0qUfDezp0jaEt",1,5UbZaKID1uKIhOuwQ0uOXD,עם האחים,The Sound of Everything,https://p.scdn.co/mp3-preview/91184599894adde6ac4c9e71e8facfc9215da4a2?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:5UbZaKID1uKIhOuwQ0uOXD
0LTocsPwxB68vK5OzRQyzz,3Zl0EsuYV23OgNw6WqGelN,1,7H6LXMHH7EFesfQxeBHafZ,行くぜっ!怪盗少女,The Sound of Everything,https://p.scdn.co/mp3-preview/097a932b15e79675c99f24e6ee396cde00fc80a9?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:7H6LXMHH7EFesfQxeBHafZ
