album_id,artists_id,disc_number,id,name,playlist,preview_url,track_number,uri
23tFjcoettweQIxKumB42a,0vlbXMsO1PRqmfJv5tAJ8G,1,2NIXmu8w4TautaE5gZNmDJ,Unravel (Tokyo Ghoul),The Sound of Everything,https://p.scdn.co/mp3-preview/cd1e7b3d5899e715bb1e7743195019e9f63da175?cid=774b29d4f13844c495f206cafdad9c86,12,spotify:track:2NIXmu8w4TautaE5gZNmDJ
5hnx0QE6AHYFQoBydqldqK,"5CyGExgiIO5AfElXLtoU7r,3MNvKeLzGSvOPtXJAjCOzf",1,1icWP49F2rC93ZSFtn9u6U,Pico Tres,The Sound of Everything,https://p.scdn.co/mp3-preview/320181298f89ccadc334a6b60944f5aab2249d19?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:1icWP49F2rC93ZSFtn9u6U
7M5T3FVemUVekZTtjKmKpn,"0FQHLgDeg1QZGzkyRxAPRd,2yN7qnZbV8krGJEB16nUOe",1,624KDToqxbwLwsqRl5RnuX,舉刀自盡,The Sound of Everything,https://p.scdn.co/mp3-preview/4acf06449ddc198fb4f355ec6a6e3b6fe3bfa5ba?cid=774b29d4f13844c495f206cafdad9c86,11,spotify:track:624KDToqxbwLwsqRl5RnuX
3yUzjsSiEvpPZwolC18PDS,2I94W4CWtNvFQTozuZh0HM,1,1HEEypwLfzh5FWBkqDtIQV,Beautiful Strange,The Sound of Everything,https://p.scdn.co/mp3-preview/d35a9f5f281f2c0ea0f7b1dc825ada1b42aaf1b3?cid=774b29d4f13844c495f206cafdad9c86,11,spotify:track:1HEEypwLfzh5FWBkqDtIQV
3UkD9LEV3Ab5aRMDpmCw7z,5HcOnnm3gCyYWOWTv4Bh4a,1,39NQCNNa8pmoFKtaSoeZGg,Seks Hjerter,The Sound of Everything,https://p.scdn.co/mp3-preview/b46f9f1b87c3a8d51e39a2cb7013fcda5797ae2e?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:39NQCNNa8pmoFKtaSoeZGg
7oqZLqESPtVd3qqyl1oCeJ,"46102Rmv7OVlBvNRnH3fj2,7E1ZwNnXreZgJpmTNUJva7",1,2VMhjSyvJpc2x8bot82hTc,Hacia Alla - Original Mix,The Sound of Everything,https://p.scdn.co/mp3-preview/3f56d489842e9e60bbdb461409a80b21e09b1a15?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:2VMhjSyvJpc2x8bot82hTc
63fUIyRGFTFdVlDMTT5tLB,2gXmjQIxCO8lMnSncluZaU,1,0rH0mprtecH3grD9HFM5AD,Reckless Love,The Sound of Everything,https://p.scdn.co/mp3-preview/13e504442ae99d013753acbea4aef95723b0eec6?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:0rH0mprtecH3grD9HFM5AD
0trdxYmH6A4QEtdlbYWjtx,7eBQrhxTHcor6gcbcLhqE5,1,3LLMudAmQlHRqmD5BG3CQS,Espiral,The Sound of Everything,https://p.scdn.co/mp3-preview/ce8bc220abace2ac3a55cce08f7bd45e8aa27449?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:3LLMudAmQlHRqmD5BG3CQS
46Kz1ly2XZWZPtHERVGhuB,37ATQx0FHilwEs303kbplC,1,1spOOQFANVRf7YFXkzyfIo,Abrazar La Niebla,The Sound of Everything,https://p.scdn.co/mp3-preview/efdfd1bbede6e28e95f42893b8d47181e72a32b8?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:1spOOQFANVRf7YFXkzyfIo
4N8jNd7SNYXh2iUATionMg,1njdH9zjRnlM561mWqEocW,1,6SQItrDKcga0XDL5EsLgRW,Stormi,The Sound of Everything,https://p.scdn.co/mp3-preview/b3b58d104a81a84105c747c154fad6a5b230666d?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:6SQItrDKcga0XDL5EsLgRW
