acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence
0.03486655738461538,0.18374461538461542,0.6694615384615383,0.4039230769230771,0.026413076923076925,0.042161538461538466,0.4013520000000001,0.12056153846153848
0.08483911799999999,0.15484,0.6718,0.4136,0.046680000000000006,0.04818,0.6053288000000001,0.29879999999999995
0.0031423858918918925,0.17458378378378375,0.9376756756756758,0.3554324324324325,0.05528648648648647,0.11554864864864865,0.41719178378378374,0.13858405405405408
0.00508696446511628,0.16584953488372092,0.9483255813953488,0.3680581395348838,0.04559302325581396,0.1296953488372093,0.6173359069767441,0.08605116279069767
0.008202876999999999,0.1303,0.923,0.35428571428571426,0.03638857142857143,0.09295714285714286,0.6591954285714285,0.39057142857142857
0.19739999999999996,0.27999999999999997,0.71,0.4075,0.019680000000000003,0.213,0.7512960000000001,0.13699999999999998
0.026875060625,0.1129275,0.7577499999999999,0.37168750000000006,0.06498999999999999,0.061925,0.6656015,0.12
0.007176897,0.3081484848484849,0.903090909090909,0.38117424242424225,0.043924848484848476,0.07171969696969697,0.48675139393939404,0.16254393939393944
0.016727757878787875,0.34656363636363646,0.9212575757575755,0.4021363636363637,0.04472393939393939,0.06459696969696971,0.5072431515151514,0.34853787878787884
0.0047736706111111095,0.4716055555555555,0.8458333333333332,0.4129444444444444,0.03445777777777778,0.057949999999999995,0.5365353333333334,0.06755
0.01879366176470588,0.4546705882352941,0.9304117647058823,0.39908823529411774,0.03566823529411765,0.11872941176470589,0.606190588235294,0.1631411764705882
0.009784451764705883,0.2162176470588235,0.8941176470588237,0.4002941176470588,0.05634235294117646,0.06701764705882353,0.555307294117647,0.5107058823529411
0.6026499999999999,0.2755499999999999,0.20162857142857138,0.05025412071428571,0.034980000000000004,0.04257857142857142,0.5857445714285714,0.3018642857142857
0.5808599999999999,0.39529777777777764,0.2569244444444445,0.007155666999999999,0.027951555555555545,0.04543111111111111,0.4115225777777777,0.3738222222222224
0.5932,0.318,0.17215714285714287,0.0010729285714285712,0.037,0.05665714285714286,0.5437211428571428,0.5644285714285714
0.3024,0.4032,0.0844,0.0128,0.023000000000000003,0.613,0.40630800000000006,0.33399999999999996
0.32438,0.36217999999999995,0.376,0.004416217,0.02288,0.05476,0.47548480000000004,0.2938
0.6651937499999999,0.1848587499999998,0.11855098214285711,0.03408100437500001,0.029754999999999997,0.04307053571428572,0.3606343928571428,0.13395357142857145
0.24541999999999997,0.23687999999999998,0.18096,8.044e-05,0.035772000000000005,0.0399,0.4304264,0.13094
0.6181,0.40495,0.14305,0.0013925,0.042300000000000004,0.372,0.281288,0.1589
0.25129999999999997,0.278075,0.2915,0.11779775,0.02614,0.037325000000000004,0.525927,0.16625
0.35647500000000004,0.320075,0.4565,0.023860875,0.034850000000000006,0.03335,0.377634,0.12315
0.18235,0.16974999999999998,0.17049999999999998,0.37625,0.021200000000000004,0.042749999999999996,0.38181200000000004,0.07225
0.5703111111111112,0.3163888888888889,0.30536507936507934,0.02851506595238095,0.03341746031746031,0.04001587301587301,0.46296641269841277,0.15630476190476192
0.5579,0.40879999999999994,0.44299999999999995,0.2815,0.020800000000000003,0.0295,0.639636,0.0398
0.6527499999999999,0.20043333333333327,0.20800000000000002,0.032830109999999996,0.03609333333333334,0.03916666666666667,0.7245333333333333,0.1347833333333333
0.639975,0.13387499999999997,0.41674999999999995,0.070285,0.05425000000000001,0.077475,0.338821,0.17095000000000002
0.5844999999999999,0.3787,0.526,0.0,0.1462,0.9129999999999999,0.332764,0.0408
0.523775,0.46164999999999995,0.186825,3.275e-07,0.029995,0.93175,0.336599,0.31325000000000003
0.12985,0.42524999999999996,0.2035,0.0,0.03697,0.9255,0.5258179999999999,0.1282
0.6686664634146344,0.17945054878048772,0.06646131097560976,0.41963414634146357,0.022725609756097557,0.04627926829268291,0.3619448048780489,0.08301463414634147
0.6250787878787878,0.14203,0.25609090909090915,0.41136363636363643,0.0336030303030303,0.04189999999999999,0.366238909090909,0.11278484848484847
0.6856499999999999,0.20737499999999995,0.0365175,0.40775000000000006,0.023665,0.044125000000000004,0.34661000000000003,0.37725
0.33215,0.32235,0.41150000000000003,0.40099999999999997,0.020290000000000002,0.039,0.346604,0.08995
0.6703374999999999,0.16974999999999998,0.0624225,0.43912500000000004,0.0243475,0.042925,0.60096,0.07743749999999999
0.3591,0.5025999999999999,0.341,0.4715,0.0252,0.106,0.636216,0.48700000000000004
0.6160499999999999,0.34064999999999995,0.37728571428571434,0.4185714285714286,0.02962714285714286,0.047178571428571424,0.5757337142857141,0.3774285714285714
0.6101666666666665,0.34789999999999993,0.3889999999999999,0.4290833333333333,0.031843333333333335,0.04393333333333333,0.4168406666666667,0.259
0.5548,0.3512,0.48628571428571427,0.433,0.04007428571428571,0.03945714285714286,0.45238457142857136,0.5049999999999999
0.5326999999999998,0.45149999999999996,0.529,0.4425,0.11140000000000001,0.0471,0.719872,0.221
0.5722499999999999,0.18269999999999997,0.5485,0.4475,0.018500000000000003,0.0515,0.690342,0.512
0.45499999999999996,0.3059,0.4123846153846154,0.42961538461538473,0.03576615384615385,0.03326153846153847,0.43441661538461535,0.27584615384615385
0.19179999999999997,0.36819999999999997,0.37799999999999995,0.442,0.00996,0.0655,0.321368,0.395
0.23065,0.1687,0.28,0.36725,0.01711,0.0412,0.4696119999999999,0.10540000000000001
0.5908,0.5145,0.402,0.43450000000000005,0.09300000000000001,0.217,0.13564400000000001,0.275
0.5295,0.322,0.46971428571428564,0.07855000000000001,0.020322857142857146,0.03554285714285713,0.5926788571428571,0.3327142857142857
0.5000333333333332,0.38826666666666665,0.48000000000000004,0.08483333333333333,0.03173333333333333,0.039066666666666666,0.4639426666666666,0.11833333333333332
0.6209,0.5466999999999999,0.391,0.39549999999999996,0.025400000000000002,0.095,0.320052,0.285
0.5711999999999999,0.35419999999999996,0.565,0.23800000000000002,0.01174,0.0521,0.4002,0.486
0.6326833333333333,0.26705,0.49883333333333335,0.4263333333333333,0.03855666666666667,0.04181666666666667,0.37082599999999993,0.11921666666666665
0.6005999999999999,0.3140666666666666,0.756,0.4368333333333333,0.04594666666666666,0.06226666666666667,0.5365186666666666,0.048
0.6691999999999999,0.1246,0.762,0.4925,0.1922,0.142,0.308844,0.281
0.575590909090909,0.34955454545454545,0.21709090909090914,0.41847727272727264,0.027644545454545453,0.04970454545454546,0.41331945454545455,0.3068181818181818
0.6829812500000001,0.28205624999999995,0.08143125,0.44525,0.025351250000000002,0.04971875,0.5223194999999999,0.24493750000000003
0.6617545454545454,0.4449454545454545,0.12140909090909092,0.4349545454545454,0.01741636363636364,0.061763636363636354,0.4526029090909091,0.30054545454545456
0.45745,0.28945,0.24,0.40974999999999995,0.023289999999999998,0.0418,0.659932,0.304
0.6460999999999999,0.10360000000000001,0.424,0.43799999999999994,0.0194,0.184,0.6626839999999999,0.11900000000000001
0.6416,0.18724999999999997,0.18957142857142856,0.41874999999999996,0.025252857142857143,0.043285714285714275,0.6513422857142857,0.14859285714285717
0.6088108108108108,0.28552432432432434,0.23272702702702705,0.4404864864864865,0.02642702702702703,0.041716216216216226,0.5238947027027028,0.10423513513513516
0.616,0.4885999999999999,0.188,0.478,0.01666,0.218,0.6880599999999999,0.0393
0.6636474576271185,0.15325016949152542,0.09699125423728812,0.4424152542372881,0.02770983050847458,0.04638135593220339,0.3467343728813559,0.0686271186440678
0.5998999999999999,0.4349333333333332,0.27,0.4448333333333333,0.06798666666666667,0.06903333333333334,0.27827466666666667,0.10873333333333335
0.5228999999999999,0.3094,0.16699999999999998,0.436,0.0238,0.027000000000000003,0.33560400000000007,0.262
0.6873999999999999,0.1372,0.445,0.47700000000000004,0.13940000000000002,0.0945,0.358564,0.154
0.071917125,0.1778,0.3215,0.36075,0.0258175,0.045775,0.4198035,0.07348750000000001
0.01918,0.45289999999999997,0.193,0.4335,0.01948,0.0529,0.68214,0.262
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0364,0.2394,0.27699999999999997,0.094,0.01794,0.0403,0.559804,0.102
0.00861,0.1351,0.00044500000000000003,0.4545,0.06459999999999999,0.0475,0.5540080000000001,0.037000000000000005
0.2868444444444444,0.17025555555555552,0.25146666666666667,0.42494444444444446,0.03870888888888889,0.04306666666666667,0.44448266666666664,0.10062222222222222
0.324275,0.30415,0.487,0.38049999999999995,0.03227,0.033775,0.44812,0.355
0.3773,0.42839999999999995,0.42700000000000005,0.462,0.023000000000000003,0.0521,0.364064,0.0693
0.3892,0.34859999999999997,0.3,0.38049999999999995,0.01628,0.03,0.560028,0.17300000000000001
0.417375,0.15189999999999998,0.71425,0.45587500000000003,0.062285,0.127175,0.365027,0.0670775
0.5929,0.4382,0.7440000000000001,0.446,0.028999999999999998,0.0662,0.45246800000000004,0.259
0.19723307692307696,0.3479,0.3373846153846154,0.031409,0.03721846153846155,0.030546153846153844,0.5087227692307692,0.20743846153846157
0.28979999999999995,0.12215,0.04685,0.0034836249999999997,0.0315,0.041150000000000006,0.308452,0.1064
0.25655,0.1911,0.47250000000000003,6.162500000000001e-05,0.0442,0.0644,0.313604,0.0822
0.245875,0.35157499999999997,0.22125,0.00815,0.022905,0.052074999999999996,0.403174,0.45599999999999996
0.358491304347826,0.3757173913043478,0.3345652173913044,0.012176478478260868,0.04354173913043477,0.03810869565217392,0.36504,0.26356086956521735
0.41019999999999995,0.5383,0.348,0.004325,0.022600000000000002,0.207,0.29953199999999996,0.539
0.4934282051282051,0.30471538461538467,0.36746153846153845,0.00651020923076923,0.02608051282051281,0.03609743589743589,0.5501758974358973,0.20377435897435894
