album_id,artists_id,disc_number,id,name,playlist,preview_url,track_number,uri
3ViNyzQ0SJrKdgcpTILSuc,5G8OLQcvoCxiMQzwEcuWeN,1,3qqcLmcc1UaohHKAL3RY9Q,パレオはエメラルド,The Sound of Everything,https://p.scdn.co/mp3-preview/38e54463eec82cbb3e384e09f0d9974883123ce9?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:3qqcLmcc1UaohHKAL3RY9Q
33FEqBU7HvfqrWtpaOiHRT,6SlV2XvL2mIbMC3AQKAvU6,1,2im2OvKxt6aRnGVpY66o4u,START DASH SENSATION,The Sound of Everything,https://p.scdn.co/mp3-preview/8faf71ae524ecf7ac8c178e49e3e050a294101a0?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:2im2OvKxt6aRnGVpY66o4u
2d4iPSQfwwQZDN5F4woNvi,3Pxc8FkiGcuuVhE2WcHb7g,1,4SNmIjbSWwYlqB6HV3GiFp,Voyage Of The Disturbed,The Sound of Everything,https://p.scdn.co/mp3-preview/04fe10ef51f70974438511095115b2fd7f9c9275?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:4SNmIjbSWwYlqB6HV3GiFp
7c0DRALsdT9K7FLQBTR9PS,5Z3IWpvwOvoaWodujHw7xh,1,69L4d5HlE0YOCwWFYVFGoW,When I Was Done Dying,The Sound of Everything,https://p.scdn.co/mp3-preview/bcd5ab761340fb625cdda310e068d1f6469bc089?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:69L4d5HlE0YOCwWFYVFGoW
44hT5ooynvfUj8mofTx2bQ,5Q7dfEU42dhhQZWEPi9Fde,1,3JYHAWSH7HiOxSef5lsy5B,Lifting the ban,The Sound of Everything,https://p.scdn.co/mp3-preview/7791bdd988a5996602a019240b75a8ed31cb5c8b?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:3JYHAWSH7HiOxSef5lsy5B
3l5JejIyfNunrgcRRWbLYI,4yMBnQTFuTAQkEoU1yKH5x,1,3YZGQ8hP6dZsItqlGgMBwl,T-shirt van Fleddy Melculy,The Sound of Everything,https://p.scdn.co/mp3-preview/7caacaac3741f0c513642814d0c94b108e59fa5d?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:3YZGQ8hP6dZsItqlGgMBwl
7bUuKrK0ksqlJ2oDYfo0N5,7Lvg39k5XgXevGR767ikYI,1,193sAxevqDGl7dZJJCnGFP,Queda Livre,The Sound of Everything,https://p.scdn.co/mp3-preview/f38492b8e48c46df0c1bcf065d23f5eeb9165f10?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:193sAxevqDGl7dZJJCnGFP
1S2LKk9uiwfnDDSAPvB99s,41zxOMwuASgUJp0c697KDm,1,6l6TU6iiOP07chg2WrnpRz,Beyond Tomorrow,The Sound of Everything,https://p.scdn.co/mp3-preview/d1aa2ff1afd6fad74213fb1b172e29469b14bd14?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:6l6TU6iiOP07chg2WrnpRz
50DuSPHI7RgFz5i5BSs4wc,19XpD8usAYOdO3hwmQ06i4,1,2ZELnvztnsKXlEdUft5giD,Aéreo na Piscina,The Sound of Everything,https://p.scdn.co/mp3-preview/43564b9d8e67b4537d706c36f93863141dea4d84?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:2ZELnvztnsKXlEdUft5giD
1VWBn9mt6LAcb8lBtLjvtP,6S6ll1Wa6FYvAgThEBX6qJ,1,5bATWda5AHxMPZUND4X3BQ,Deixe a Terra em Paz!,The Sound of Everything,https://p.scdn.co/mp3-preview/d15bdde49bd0a08f1394ded233358032058b4e9b?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:5bATWda5AHxMPZUND4X3BQ
