album_id,artists_id,disc_number,id,name,playlist,preview_url,track_number,uri
2mjU3YS36NuaS1irbSut5o,"2p0UyoPfYfI76PCStuXfOP,10CN8N2O3FlGlPVJWBiu5D,0QjqcG7aDPrqJrEogqZu3w",1,20XBoYJepN2riuKO7X5XqJ,"Die Forelle, Op. 32, D. 550",The Sound of Everything,https://p.scdn.co/mp3-preview/6564fa849c741be376652dede15b6f84ab7dc1f9?cid=774b29d4f13844c495f206cafdad9c86,12,spotify:track:20XBoYJepN2riuKO7X5XqJ
2OTdMP7drx1orfSUyAa1Rx,"6DJC9GGdjEH4CiaAeqAysE,4zxl6e19r08PjqW0p7eKje,5iBOkTH0D5cgYyyfM7p6sc,6ODwBdA9hHX0ksb74Ddyfe",1,0NzwOWLYCkYZ0pp71inS5k,"Concerto 5 in A Minor, Op. 7: I. Vivace",The Sound of Everything,https://p.scdn.co/mp3-preview/f2739c1c033360543f2cb909f622cb2ffc34384a?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:0NzwOWLYCkYZ0pp71inS5k
1n7CYo4DiR9Rf7EEvZ4dEx,3UX3XkPClXubH4KpPq1b1J,1,0UdJrkI5Z4kk3sQrrCfNnn,McGinty's Meal and Ale,The Sound of Everything,https://p.scdn.co/mp3-preview/7c3ebd37941657b7f9805ee3c6b3eee10054cdc0?cid=774b29d4f13844c495f206cafdad9c86,9,spotify:track:0UdJrkI5Z4kk3sQrrCfNnn
7jxHX5gjHedHa2vTAZSPfY,3gBQ1U5dXpRXS6tlbyNTDM,1,10CsMKlayFJOj4Lai9tAvm,You Are My Sunshine (Version 1),The Sound of Everything,https://p.scdn.co/mp3-preview/ec956e5e940cb0b947165558f89610847d4bddf2?cid=774b29d4f13844c495f206cafdad9c86,9,spotify:track:10CsMKlayFJOj4Lai9tAvm
1HBLLcIX3GMy4Ar5Kuv051,2TfJdUlrJBgLzzAcKSxMr6,1,0Cdd14iCN8cS2Uwi4mrX40,O Kireos,The Sound of Everything,https://p.scdn.co/mp3-preview/32a44ff1ed3e8feed36ff59727c2979f74d1b594?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:0Cdd14iCN8cS2Uwi4mrX40
52AqSr7KURFRBTvaxtgd7b,0FnOvVU6oyb31qEcUo6mHB,1,6AjXqgnP4Ndl3HysvieGw0,Hut Song,The Sound of Everything,https://p.scdn.co/mp3-preview/0e809622c2317640cd08962efe4515b9f33fe767?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:6AjXqgnP4Ndl3HysvieGw0
38Acmt1tGWjfJyQhCiK1TZ,"6L1kCjxAKIWpEaJjYbOsDX,4tNu4aa5uCnB7nNN81jpYl",1,3SZj5k0NSYBhwA0Fgjsh4u,Concerto in A Minor for Flute and Strings: I. Allegro,The Sound of Everything,https://p.scdn.co/mp3-preview/992ddbb89e8927cbb98e1c3fb66500db1cf8762e?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:3SZj5k0NSYBhwA0Fgjsh4u
1MyJYNOyupOITV8NhdafAH,6nd2oiKSu9ksEAMzpXjIyi,1,5Qb4CHIzoABfOcpmlIGatv,Surah Al-Fatiha,The Sound of Everything,https://p.scdn.co/mp3-preview/a4d13ee51900b58e3f4d2af01106d709cb81f00f?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:5Qb4CHIzoABfOcpmlIGatv
2Xy2rmjBO8xxjLk4uTbmNv,"1gYtkzqShtIlurrBrYruXn,3ffMbKIrSWo557U1wDxNDq,6p4RwKsAymPrqeEEluZECW",1,4e2V31Kw133RFmsdBlO6hz,Mancini : Sonata for Recorder & 2 Violins in D minor : II Allegro,The Sound of Everything,https://p.scdn.co/mp3-preview/aba94d123a1179c90e9851e04a0ad2fcb1d89500?cid=774b29d4f13844c495f206cafdad9c86,18,spotify:track:4e2V31Kw133RFmsdBlO6hz
61V1HdEA3F24DmZIyry7MW,7cWhIVoEYJd0oWnxULFt8s,1,4LXd5Oth5vfx5yBsGI6M10,Jubilee,The Sound of Everything,https://p.scdn.co/mp3-preview/6ff92340606d7577e3959aa3d37ff9d95e630846?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:4LXd5Oth5vfx5yBsGI6M10
6orVWVR9Uc0hTylcLi5JTP,4BtDAwCZhR6nPrJtbVgQNX,1,5qWXXF3On2xUfVu1ND1NLN,Cheek to Cheek,The Sound of Everything,https://p.scdn.co/mp3-preview/d6052011830674cbd6396b7ff3b7124f54286482?cid=774b29d4f13844c495f206cafdad9c86,10,spotify:track:5qWXXF3On2xUfVu1ND1NLN
