acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence
0.05331384470588234,0.5077058823529411,0.6735647058823531,0.04011288364705882,0.039263764705882366,0.08042941176470589,0.46513844705882357,0.7247882352941177
0.07498011111111111,0.5436148148148148,0.4757777777777777,0.023476367222222214,0.030306666666666662,0.34603703703703703,0.5424078518518518,0.5174444444444445
0.07191754536082477,0.5225969072164948,0.5512474226804125,0.04255139041237115,0.033142680412371124,0.10311443298969071,0.46308144329896894,0.3435958762886598
0.045932600915032706,0.40659477124182997,0.8247189542483658,0.014978352450980403,0.04521228758169939,0.09847254901960782,0.520297751633987,0.44944444444444465
0.10756666666666666,0.47763333333333335,0.37799999999999995,0.2779999999999999,0.022133333333333338,0.26566666666666666,0.6760066666666665,0.2605333333333333
0.0662475,0.40982499999999994,0.6153928571428571,0.001965032321428571,0.03792071428571427,0.3548571428571428,0.35051057142857145,0.5166785714285714
0.0682367,0.37786000000000003,0.8106,0.3693,0.03056,0.0671,0.4945328,0.7996
0.024616844840000002,0.25726400000000005,0.88192,0.0148799852,0.046973600000000004,0.11480400000000002,0.5650094399999999,0.28912
0.09779892111111108,0.44997555555555563,0.7283666666666668,3.6154333333333334e-05,0.04765133333333334,0.3214222222222223,0.5108022666666665,0.3983333333333334
0.31031875,0.4570343750000001,0.59421875,0.0036450160937500004,0.024767499999999998,0.12421562499999998,0.5025050000000001,0.48140624999999987
0.05772044444444442,0.4999166666666666,0.6375,0.0014177152777777775,0.03871666666666667,0.06821111111111111,0.4849208888888888,0.17296111111111112
0.145836220338983,0.4848389830508473,0.6352203389830509,0.01668617161016949,0.030677627118644062,0.0734491525423729,0.5111765423728812,0.7466610169491527
0.1780625,0.44694999999999996,0.7015,2.04125e-05,0.022955,0.5885,0.7826709999999999,0.757
0.054936904696969685,0.46665606060606063,0.8579545454545453,0.0070651882575757585,0.044302424242424254,0.09049848484848487,0.5063077575757576,0.8167121212121216
0.40837999999999997,0.43035999999999996,0.7550500000000002,0.0009181645000000001,0.03907200000000001,0.17588,0.5187746000000001,0.6873
0.10249766153846156,0.48359230769230754,0.8235384615384618,0.005362752230769231,0.04046861538461538,0.31173846153846146,0.5200413538461539,0.6899384615384617
0.567,0.3276,0.823,0.0,0.1196,0.466,0.297828,0.941
0.22546222222222218,0.4451222222222222,0.640111111111111,2.5888888888888887e-07,0.051879999999999996,0.35488888888888886,0.34437466666666666,0.7234444444444443
0.09735276923076923,0.5404,0.632,7.156538461538462e-05,0.03702153846153846,0.27830769230769226,0.595143076923077,0.7450000000000001
0.05850775,0.609175,0.749,0.298625,0.022445,0.05055,0.483997,0.82175
0.4244333333333333,0.5034166666666666,0.5185,0.010599183333333333,0.042543333333333336,0.09288333333333333,0.486382,0.7906666666666666
5.012e-05,0.17149999999999999,0.991,0.264,0.08080000000000001,0.474,0.78054,0.814
0.427,0.3444,0.928,0.001295,0.0736,0.071,0.776312,0.92
0.45409,0.38534999999999997,0.6689,0.0687907295,0.028055999999999998,0.08382999999999999,0.43657000000000007,0.5828
0.06783829012658225,0.51223164556962,0.6332151898734181,0.390113924050633,0.03448379746835443,0.07134050632911394,0.48401149367088636,0.47921518987341793
0.061558447999999995,0.23323999999999998,0.8004,0.33059999999999995,0.038528,0.07397999999999999,0.48007173333333336,0.3588
0.0455578375,0.32137,0.7503500000000001,0.12016185,0.046381000000000006,0.084245,0.5316672,0.11477000000000002
0.02976352296296297,0.48552777777777756,0.8391481481481485,0.38190740740740736,0.03340370370370372,0.07537222222222226,0.5140060000000001,0.2302407407407408
0.06385009482352938,0.4739658823529412,0.5272823529411762,0.41077647058823524,0.02763788235294117,0.0672411764705882,0.457692188235294,0.16657647058823524
0.016484125,0.5117875,0.85975,0.40825,0.028022500000000002,0.050837499999999994,0.49217549999999993,0.732375
0.12654830999999997,0.54502,0.64035,0.3684,0.029178000000000006,0.06653,0.45804440000000013,0.7294
0.3868666666666666,0.34311666666666657,0.8166666666666667,0.41925,0.062000000000000006,0.05236666666666666,0.4338553333333333,0.19498333333333331
0.434875,0.41772499999999996,0.806,0.360375,0.04807,0.0915,0.417466,0.56375
0.037118122222222216,0.4422444444444444,0.4856666666666666,0.042057833333333336,0.02641333333333333,0.09605555555555556,0.40597244444444436,0.13455555555555557
0.001281,0.1358,0.986,0.283,0.17320000000000002,0.456,0.734452,0.111
0.10345649999999999,0.40145,0.6855,0.224,0.08850000000000001,0.44,0.69429,0.22089999999999999
0.486811111111111,0.458448148148148,0.3713333333333333,0.39244444444444443,0.03359481481481482,0.05187037037037038,0.39045155555555555,0.45500000000000007
0.6600234375000003,0.283845625,0.13108375000000003,0.4270781249999999,0.02912625000000001,0.052018750000000016,0.45362912499999997,0.17654687500000002
