danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,disc_number,name,popularity,preview_url,track_number,uri,playlist,artists_id,album_id
0.492,0.662,4,-6.15,0,0.0568,0.02,9.55e-06,0.757,0.149,128.723,4HyhcY8J1NWnOu1YjUwy6h,181547,4,1,Table Tennis,33,https://p.scdn.co/mp3-preview/f49cd3d970bed3c3dd8b963abbbc8781aee93bdb?cid=774b29d4f13844c495f206cafdad9c86,16,spotify:track:4HyhcY8J1NWnOu1YjUwy6h,dataset,"29XOeO6KIWxGthejQqn793,67OokTsDsLUvJI6oIxCigq",5c7XChrHxYaqykCZLaGM5f
0.326,0.592,8,-10.657,0,0.0636,0.469,0.502,0.392,0.201,74.423,1Pv5j7BtAEDnuvdHNyuOtC,117173,5,1,German Haircut,33,https://p.scdn.co/mp3-preview/145942c05c4976a5bb870cc93dbd56dc45392af1?cid=774b29d4f13844c495f206cafdad9c86,12,spotify:track:1Pv5j7BtAEDnuvdHNyuOtC,dataset,29XOeO6KIWxGthejQqn793,5c7XChrHxYaqykCZLaGM5f
0.685,0.989,0,-3.211,1,0.317,0.000613,0.00167,0.0991,0.522,76.972,1yPmVRjVjyJ9CPVlXx5Wfb,118320,4,1,Nose Art,37,https://p.scdn.co/mp3-preview/793c0d1d0e43519861a7ac3d3e78709348de2161?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:1yPmVRjVjyJ9CPVlXx5Wfb,dataset,29XOeO6KIWxGthejQqn793,5c7XChrHxYaqykCZLaGM5f
0.218,0.554,9,-7.744,0,0.0324,0.292,0.0526,0.133,0.131,62.156,61z0V2sucJ90PkegVA0up3,74760,5,1,Intro//A Cosmic Drama,38,https://p.scdn.co/mp3-preview/4f6855ecaf57d2d955e1445c1661d70fc155f526?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:61z0V2sucJ90PkegVA0up3,dataset,29XOeO6KIWxGthejQqn793,5c7XChrHxYaqykCZLaGM5f
0.722,0.828,8,-3.227,0,0.19,0.0505,0.0,0.114,0.275,117.693,6psC59ooTxage8npmtg74G,237920,4,1,Do The Astral Plane,50,https://p.scdn.co/mp3-preview/19b3eb7e97dc5501ec5e5e813246e163d713b0c4?cid=774b29d4f13844c495f206cafdad9c86,10,spotify:track:6psC59ooTxage8npmtg74G,dataset,29XOeO6KIWxGthejQqn793,5c7XChrHxYaqykCZLaGM5f
0.628,0.601,5,-8.452,1,0.0505,0.451,0.0228,0.128,0.235,129.98,1HL90u8MrrXtqNonXYN5of,210449,4,1,Realla,40,,4,spotify:track:1HL90u8MrrXtqNonXYN5of,dataset,"3VwKSHAfgzV1DOHV0aANCI,3jK9MiCrA42lLAdMGUZpwa",6zypkKOkyeuVUOAZYBm5Ab
0.593,0.797,10,-7.23,0,0.0449,0.0649,0.933,0.124,0.0362,92.009,77T5Z94dVeUY7CQeYXSeO6,339130,4,1,Misanthrope,34,https://p.scdn.co/mp3-preview/7b6358fdb251d40e45816e4968840082d06bdb6c?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:77T5Z94dVeUY7CQeYXSeO6,dataset,6y80I9YZi4DOpbaSUlL725,5FY4fAq3HOX4Y3HInvMzGn
0.304,0.6,8,-6.907,1,0.0521,0.0296,0.703,0.148,0.0986,82.412,625LTz2jyRGGeyPnY8Lihh,203856,4,1,Looking at Plants,31,https://p.scdn.co/mp3-preview/5d64f4d636f3f96fd3a496f00a995d8dcaa70c5f?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:625LTz2jyRGGeyPnY8Lihh,dataset,6y80I9YZi4DOpbaSUlL725,5FY4fAq3HOX4Y3HInvMzGn
0.641,0.648,7,-13.379,0,0.0298,0.00152,0.87,0.0645,0.965,125.368,3CgonfeyRh23O9F4aKiIbW,506160,4,1,Chase,54,https://p.scdn.co/mp3-preview/bc94410347917728906bb1b3d23c3eea0d68443b?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:3CgonfeyRh23O9F4aKiIbW,dataset,6jU2Tt13MmXYk0ZBv1KmfO,6nugwf8R0ojxx14K82SbBd
0.546,0.398,6,-9.225,0,0.0288,0.399,0.0262,0.11,0.442,127.307,3ZOKwVcjcHVNqnOABO0pUA,354244,4,1,Key to Love (Is Understanding) feat. Jonah Yano,52,https://p.scdn.co/mp3-preview/d7a0bbf9a1ad19cb2c6e35f95bdadc3d39485ffb?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:3ZOKwVcjcHVNqnOABO0pUA,dataset,"4Js9qeA7KMFyjBYHEjFaeJ,65dGLGjkw3UbddUg2GKQoZ",0UyNc1FaDzkzcBlLsDASJA
0.722,0.926,0,-7.887,1,0.0946,0.118,0.897,0.188,0.472,99.985,26jmuQ1hWOEZa5YQoMB5lP,146791,4,1,Redoma (Adubada),20,https://p.scdn.co/mp3-preview/a6a072c9549d4dadfeca0ba1e48e5b829e3153ae?cid=774b29d4f13844c495f206cafdad9c86,8,spotify:track:26jmuQ1hWOEZa5YQoMB5lP,dataset,"5JHYuwE2n7bleXMUsmtCW5,2XEe5tiTUJbMnBQbaFWguL,0XncfxE1QfxyHrFDvrXMWc",0hUkhejPtLw2RS6L2Hjtne
0.479,0.805,1,-8.399,0,0.184,0.69,0.866,0.357,0.776,161.922,4ihEi1lVs6o6YKT6GWyxnr,288128,4,1,Navio (Adubado),21,https://p.scdn.co/mp3-preview/6a2b9d8447af77833b41ae92671a0bdbb2945494?cid=774b29d4f13844c495f206cafdad9c86,7,spotify:track:4ihEi1lVs6o6YKT6GWyxnr,dataset,"5JHYuwE2n7bleXMUsmtCW5,2XEe5tiTUJbMnBQbaFWguL",0hUkhejPtLw2RS6L2Hjtne
0.694,0.82,4,-7.885,0,0.048,0.113,0.897,0.147,0.588,99.922,3qdalnFVTJdRheIRZyuNmP,174539,4,1,Sonar (Adubado),40,https://p.scdn.co/mp3-preview/737e7eda980450d1e559d770775360b38776643e?cid=774b29d4f13844c495f206cafdad9c86,5,spotify:track:3qdalnFVTJdRheIRZyuNmP,dataset,"5JHYuwE2n7bleXMUsmtCW5,2XEe5tiTUJbMnBQbaFWguL,1W1k6LUPDR0l4zwvKR4YLI,0ZeTpaHiNCZFAuQ7v1fZ7Z",0hUkhejPtLw2RS6L2Hjtne
0.788,0.89,7,-7.302,0,0.0755,0.338,0.795,0.119,0.856,89.994,2c7swkInPsC9O4C9bNKEfN,251477,4,1,Sulamericano (Adubado),23,https://p.scdn.co/mp3-preview/07b620934840adf83668c8b194bd042f1ec28828?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:2c7swkInPsC9O4C9bNKEfN,dataset,"5JHYuwE2n7bleXMUsmtCW5,2XEe5tiTUJbMnBQbaFWguL,6wH6iStAh4KIaWfuhf0NYM",0hUkhejPtLw2RS6L2Hjtne
0.646,0.428,5,-8.521,1,0.0357,0.0735,0.0,0.132,0.447,141.904,2Ocfrk1syda141tYv7v9lr,204960,4,1,Out of Time Man,60,https://p.scdn.co/mp3-preview/a63d1047b7ecbc14fdaa36ef140dfd07f26d531e?cid=774b29d4f13844c495f206cafdad9c86,9,spotify:track:2Ocfrk1syda141tYv7v9lr,dataset,6jq7GptAwkoFiunDhZYqQ2,5VMwAEtDGtNchZp8PCnx50
0.759,0.481,11,-10.414,0,0.0452,0.134,0.0518,0.678,0.116,95.035,6lkBUo1eF422uPCrFJrVEQ,300722,4,1,Ilaló,58,https://p.scdn.co/mp3-preview/0e3108027a8eb031aa843b14b5f24ceeead9d5ff?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:6lkBUo1eF422uPCrFJrVEQ,dataset,"6E8vZ5lkpXbXlkgHhbVJSl,223se9o877Y4jHzwlDcGNx",76BZ7Sf6cZOweCJNHB0uiY
0.782,0.662,11,-10.206,0,0.0527,0.00443,0.864,0.0936,0.852,112.994,4lOer7BBfkI68tyh7bdcgp,374721,4,1,Pain Collection,9,https://p.scdn.co/mp3-preview/5327473fc285976318957a1ac9569345cd316bf8?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:4lOer7BBfkI68tyh7bdcgp,dataset,44F8g3iM4NgU5cisocTlTQ,33efhm9KDfrsTq3S5CV9Ve
0.778,0.631,0,-7.247,1,0.0258,0.0834,0.63,0.135,0.327,105.981,0dSN6PU4grLO2r45QDsIIa,388164,4,1,Dévoué - Manfredas Remix,35,https://p.scdn.co/mp3-preview/ed36752042a5ffada0b9795e164288b4028ebda7?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:0dSN6PU4grLO2r45QDsIIa,dataset,"44F8g3iM4NgU5cisocTlTQ,0RqwV2D7pE9Pzjr0JCEMlU",1zqXOHxs3vAxhpzklz2jwa
0.736,0.581,1,-12.652,1,0.0431,0.0024,0.91,0.0989,0.0266,120.016,4tNw88hSA2aCKMLcNi0LgY,388226,4,1,Walls Of Jericho,3,https://p.scdn.co/mp3-preview/a58f71fb494450b8bb1f6642398ef64847352dcb?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:4tNw88hSA2aCKMLcNi0LgY,dataset,44F8g3iM4NgU5cisocTlTQ,33efhm9KDfrsTq3S5CV9Ve
0.451,0.67,1,-11.46,1,0.0559,0.0567,0.847,0.154,0.644,121.062,6GPRv6A2EWzq3ZjizJAIbV,478915,4,1,No Más,23,https://p.scdn.co/mp3-preview/6fcd926a42bd59c8a488fc5e93e9419f8bfc4006?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:6GPRv6A2EWzq3ZjizJAIbV,dataset,5XqyqoLZXA69lCNyBT3f89,64altPXDNN3HLiKrQ7Nmil
0.755,0.591,11,-8.063,0,0.0486,0.00679,0.433,0.11,0.171,117.28,6Ae5fUk4VVYF5zNLWZ7dFt,352240,4,1,Love We Found,49,https://p.scdn.co/mp3-preview/a5be6da4301bfaf9fd8172c395cb3788c56b4ee3?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:6Ae5fUk4VVYF5zNLWZ7dFt,dataset,6LHsnRBUYhFyt01PdKXAF5,7B6Jr6YFwOk8ShwfTXXY5k
0.649,0.845,7,-8.178,1,0.056,0.202,0.749,0.201,0.294,119.992,0tcNM9PPdMYv9S3tjuZSyV,352000,4,1,Desire,48,https://p.scdn.co/mp3-preview/1fdf07b9ebe8a4d06ec1f54f49aa55d1621b7f6e?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:0tcNM9PPdMYv9S3tjuZSyV,dataset,"6LHsnRBUYhFyt01PdKXAF5,28j8lBWDdDSHSSt5oPlsX2",7B6Jr6YFwOk8ShwfTXXY5k
0.886,0.241,8,-16.655,0,0.0598,0.792,0.444,0.105,0.726,126.011,5zfR5yKsmAiyiH6AbaNiOY,386240,4,1,King in My Empire,44,https://p.scdn.co/mp3-preview/722a5e878283f9db5e26e8f53dfd481480ab3a30?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:5zfR5yKsmAiyiH6AbaNiOY,dataset,5e5DeHuHjgcj0DbdrdYKMo,0rrr4SP4dOoCynCyPFxA9j
0.279,0.0645,10,-19.106,1,0.0338,0.952,0.63,0.0897,0.201,78.049,6ODPjpvfT7KurXEVmMU0ZD,233760,3,1,Again Never,24,https://p.scdn.co/mp3-preview/2beb08a00dee6bbdd932cb71fe5443cfc63f1abd?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:6ODPjpvfT7KurXEVmMU0ZD,dataset,"795yvukGj0UOfcP8uftDq9,7IbO8NvxclKsk7WTOZ42bv",0p9pjx1LrmYBb70ns5lMGz
0.816,0.578,11,-8.532,0,0.0398,0.144,0.416,0.0955,0.888,113.994,5fCRwfy0oON0I34xxHWels,429667,4,2,Kids with Guns - Hot Chip Remix,34,https://p.scdn.co/mp3-preview/1cc3fee2facb9d0d5e785b4781066179cdcaffa2?cid=774b29d4f13844c495f206cafdad9c86,5,spotify:track:5fCRwfy0oON0I34xxHWels,dataset,"3AA28KZvwAUcZuOKwyblJQ,37uLId6Z5ZXCx19vuruvv5",0pdYY0CHFRVFLBZEPEKTMZ
0.716,0.691,10,-9.952,0,0.0367,0.05,0.618,0.11,0.409,94.985,79GqAl8jlVALKUj7eQRe9C,358792,4,1,"1,618",43,https://p.scdn.co/mp3-preview/1705c3d4218ddfd9f4ebb859edd041e3e1b73af2?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:79GqAl8jlVALKUj7eQRe9C,dataset,0h1gX589xBKUCijeC8Bewy,5dmbsfSHH8FmhxtCIHA4z0
0.701,0.7,0,-7.83,1,0.0359,0.0127,0.931,0.123,0.375,102.001,4bbALcoT16UrxPLkVLCRgK,492923,4,1,Hey Moloko,22,https://p.scdn.co/mp3-preview/fa88fd507056c53fb24340c173784c7578658eb1?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:4bbALcoT16UrxPLkVLCRgK,dataset,7EDOL43Wxctxlwy4aYjL3N,0RDhwksGxnr7naqyE4QRDe
0.688,0.779,11,-10.129,0,0.058,0.0386,0.119,0.349,0.939,94.075,6GvAM8oyVApQHGMgpBt8yl,283407,4,1,C-Side,44,,1,spotify:track:6GvAM8oyVApQHGMgpBt8yl,dataset,"2mVVjNmdjXZZDvhgQWiakk,3qnGvpP8Yth1AqSBMqON5x",76HLskcIOsNyVTdNV6k7aJ
0.609,0.802,9,-9.501,0,0.0538,0.118,0.000131,0.0904,0.926,127.672,1w3IeWPxVHuw0gyXcGV2pN,156480,4,1,Sugar on My Tongue - 2005 Remaster,55,https://p.scdn.co/mp3-preview/20690edb7d7a6d43aeed6e01c36ab4655e10eaa3?cid=774b29d4f13844c495f206cafdad9c86,16,spotify:track:1w3IeWPxVHuw0gyXcGV2pN,dataset,2x9SpqnPi8rlE9pjHBwmSC,5eqcF7pWzHgWpGdEmHgeSN
0.809,0.733,9,-8.549,1,0.0564,0.00239,0.847,0.0677,0.544,119.994,7CBADDuNcKCf7vLOwmx8JG,388585,4,1,I Want It,6,https://p.scdn.co/mp3-preview/f4e628c1c25ab766442b77c2e0a4b51d339d2ac9?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:7CBADDuNcKCf7vLOwmx8JG,dataset,5YBkmI0Db3IWEG1EtGSSOK,2xlKMClOY0dMmZBsxZDHJ1
0.763,0.354,11,-14.878,0,0.0939,0.0173,0.0688,0.105,0.122,118.049,1S7HLlLIKZ9jxi70qERuEn,463160,4,1,It's Only - DJ Koze Remix,29,https://p.scdn.co/mp3-preview/3dd1d46a7e3b1b43bd17368fbd58b0edea3f909a?cid=774b29d4f13844c495f206cafdad9c86,17,spotify:track:1S7HLlLIKZ9jxi70qERuEn,dataset,0zdn1nNmOZXHZ9K28FvcFp,1trdml68YXExQ9I3EB2dVx
0.738,0.412,6,-14.18,0,0.118,0.0397,0.00242,0.361,0.0752,118.089,6QAJq988parzVQ7L9t88AL,504827,4,1,It's Only - DJ Koze Mix,40,https://p.scdn.co/mp3-preview/fef3fc72798695201e2c343a7134c3af62042db0?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:6QAJq988parzVQ7L9t88AL,dataset,"6wXFUcaG7779tb1Ok72GBn,1kR99O4MgSTasyeJh8UFCg",6FnFtxp19taWYbITDtdEfq
0.318,0.825,0,-12.446,1,0.05,0.192,0.8,0.111,0.177,140.092,3t2yNQbEX1hWurbdn9rRS1,360807,4,1,Unspeakable World - Matthew Herbert's Onc Workout,20,https://p.scdn.co/mp3-preview/fe8dd7c783c01055fc762f77085f34c552f8d81f?cid=774b29d4f13844c495f206cafdad9c86,11,spotify:track:3t2yNQbEX1hWurbdn9rRS1,dataset,"19f2JXwlRU26376TCKmp6L,0zdn1nNmOZXHZ9K28FvcFp",10GN4IZi63LJ3CWbrG8f5e
0.787,0.77,9,-4.17,1,0.0429,0.125,0.8,0.0864,0.812,120.999,5yNoq5gMCvb9bb9Bd09PmI,447287,4,1,Desperate Man (feat. Khan) - Matthew Herbert Remix,27,https://p.scdn.co/mp3-preview/ae50651896d2e9f87f38fdf9937dba530a6efb0a?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:5yNoq5gMCvb9bb9Bd09PmI,dataset,"2MUENaxB93ZPNclZIDEMMV,0FEx2DeyIuHKZN5zQX6XOs,0zdn1nNmOZXHZ9K28FvcFp",4lOvufvDp6lx1IpWbksQ0t
0.593,0.636,10,-7.895,0,0.0701,0.000132,0.904,0.0591,0.577,159.97,7tK88QYYNNsIGCeofyOiAa,229550,4,1,Dark Dub - FFF Remix,1,https://p.scdn.co/mp3-preview/94c8a4cb2f0cef5ab656e155db628fd6ac42d12a?cid=774b29d4f13844c495f206cafdad9c86,6,spotify:track:7tK88QYYNNsIGCeofyOiAa,dataset,"08hjAM9XAD28O0nWVKmlx5,1jR7PWJW17d3h2kEUqW0Tu",6bPu6rCdZDvPI9OXneX0hk
0.749,0.223,3,-12.666,1,0.046,0.697,0.167,0.094,0.195,114.014,3eX5ekbOCTEphGqPiJqzVg,298947,4,1,Every High - Matthew Herbert Torn Dub,33,https://p.scdn.co/mp3-preview/00e935fe0b529eb1bb06353efc040606e58703ef?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:3eX5ekbOCTEphGqPiJqzVg,dataset,"1ysHnRqLx1sIFxUlahQftx,0zdn1nNmOZXHZ9K28FvcFp",3uWb8j3wWZdcpyxe2nhMIu
0.762,0.412,3,-12.473,0,0.088,0.86,1.76e-05,0.391,0.69,99.188,04OwiauLJLv4hrQ4Ui7nZe,243493,4,1,Brother Where Are You - Matthew Herbert Remix,43,https://p.scdn.co/mp3-preview/625e5614460c0904a70bad6b80dce4b46c55252b?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:04OwiauLJLv4hrQ4Ui7nZe,dataset,"4tlPDFGdI3IwmwpGgW0Aza,0zdn1nNmOZXHZ9K28FvcFp",0jZihpxJOMBTJ51wRN0Uje
0.769,0.497,8,-11.019,1,0.0545,0.71,0.927,0.13,0.205,116.982,537rUg5pt7ndw0SW8HcBuW,263571,4,1,We've Landed - Matthew Herbert's Absence Dub Remix,35,https://p.scdn.co/mp3-preview/1d3c0c04817dda80e2a9f80f79d1484a56b03a5e?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:537rUg5pt7ndw0SW8HcBuW,dataset,"6JpZEemWmunccsrHXFUOgi,1b3F5FI7TX4IWTNA4P1kWp,0zdn1nNmOZXHZ9K28FvcFp",6y3mSwykz67RBLT6mYhepw
0.932,0.479,4,-8.235,0,0.0519,0.0919,0.0539,0.0905,0.968,124.016,5S6XqiyVSF0OU96LOw9UXP,396413,4,1,Hoping (Herbert's High Dub),50,https://p.scdn.co/mp3-preview/5ef24790443f958b5e4fef8850394ae48902d3ed?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:5S6XqiyVSF0OU96LOw9UXP,dataset,41ITYFOUrXrzWhudmBYC0X,6OeX1qmmw18XNUg9OWc9A9
0.82,0.48,6,-9.931,1,0.0925,0.0184,0.13,0.0976,0.191,120.017,2UekN23XQtwrVtwvd9TKDY,338000,4,1,Sueno de Solentiname - Rampa Version,31,,1,spotify:track:2UekN23XQtwrVtwvd9TKDY,dataset,"2KnRvSpcZaNV4rsaGSy7AB,7kJRd8zWmByU1AGpWyhBt3,08jywfUS0hp8XYlYs0cvz8",28MabQRhGKx50tBIaghDcf
0.803,0.538,1,-9.855,0,0.0477,0.00216,0.833,0.0866,0.197,124.976,7JUGeRbN9VHWp6oqxetmGP,246842,4,1,Haçienda,1,https://p.scdn.co/mp3-preview/dfb8188777c7636a910a4e6c3c0a931c783b3f8b?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:7JUGeRbN9VHWp6oqxetmGP,dataset,1msdg7fO8vjv76mvVJdrQJ,3b8HGta3eiSEo7aWdhmWOq
0.744,0.546,4,-10.819,0,0.0508,0.0041,0.0938,0.276,0.231,129.014,50JwWnbYjyAoPq8T3UweZi,359216,4,1,Santo (Fear & Desire),0,https://p.scdn.co/mp3-preview/ef0b85f83006c15a4160b6fa1abfba401ed3d0d4?cid=774b29d4f13844c495f206cafdad9c86,9,spotify:track:50JwWnbYjyAoPq8T3UweZi,dataset,1msdg7fO8vjv76mvVJdrQJ,3b8HGta3eiSEo7aWdhmWOq
0.908,0.324,7,-15.468,1,0.181,0.0328,0.903,0.099,0.528,118.87,4VeBmV1SosmgZLUQfwMH5i,419960,4,2,Man O To (Be Svendsen Remix),47,https://p.scdn.co/mp3-preview/a12432de218f298df46ff6d908e8c55d204e2b82?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:4VeBmV1SosmgZLUQfwMH5i,dataset,5tY2sa8I11tpMuhU9onQ6e,2J1uvaTvDyQUhZ2NWxbJa2
0.722,0.453,7,-10.043,1,0.0735,0.0989,0.94,0.112,0.0715,99.951,43Mgum9KYTzd7JMW4HNlfR,542440,4,1,Tarlabasi,47,https://p.scdn.co/mp3-preview/b18c064cb9cc9b1b7ea3268cbad4da446f18b853?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:43Mgum9KYTzd7JMW4HNlfR,dataset,3gNEIgLeknpwkNViU8WAhg,29wjqxriGDiYH1kFs4njxY
0.679,0.759,5,-11.53,0,0.0556,0.00139,0.906,0.214,0.577,122.982,6dcQREhfJQaNhRNMcl2pTt,481922,4,1,N1 - Recubierto Mix,4,https://p.scdn.co/mp3-preview/9e96379ac2cf07b633f3408ae7f61425e6d4818f?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:6dcQREhfJQaNhRNMcl2pTt,dataset,0Ey5SuiHfEJX8DZzwyENz1,54MTDjG0FaGFivU2FJhpYe
0.766,0.655,1,-10.755,1,0.0596,0.00718,0.886,0.0391,0.33,98.859,08iisVZldxcXhE0Fmlee2F,758118,4,1,Giske,9,https://p.scdn.co/mp3-preview/7f44fb4c41302aa32b49a836d90866c64dcdb43f?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:08iisVZldxcXhE0Fmlee2F,dataset,1gQtjH4GDmoATvZdGljZ6q,6awtZzHK0IUovkiZHgICkN
0.807,0.905,7,-9.341,1,0.0393,0.00699,0.882,0.1,0.189,120.011,7oz0AVJnyirSpDtoxMknMP,479844,4,1,Mozart,9,https://p.scdn.co/mp3-preview/36be9a36b7bf035690a99f19f590a2b655d81256?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:7oz0AVJnyirSpDtoxMknMP,dataset,1gQtjH4GDmoATvZdGljZ6q,6awtZzHK0IUovkiZHgICkN
0.737,0.622,5,-9.276,0,0.0404,0.0582,0.338,0.0594,0.0474,120.026,0c3uCMUogjcZketGoFT00v,352773,4,1,O Mera Dil - Auztin Pauers & Ezrael Remix,38,https://p.scdn.co/mp3-preview/c7a5b58c302460ccc80189bb12f963f75731ec95?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:0c3uCMUogjcZketGoFT00v,dataset,"2ErWVVcMH1io3Au40dTKnG,0RgH3SericNk1hSGQ5U2wc,5JsjuFOM9BwVl1NwnjoqRL",2fLIbREX4Huvv58PJqTXFX
0.83,0.835,7,-11.607,1,0.0739,0.0459,0.851,0.288,0.206,122.011,5iyzeJumPA8OQ0eUs7esiz,482939,4,1,Kofi - Cioz Remix,26,https://p.scdn.co/mp3-preview/1f18f9e3d3b90b2244b43516dcc6480ed69fd8f3?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:5iyzeJumPA8OQ0eUs7esiz,dataset,"27NerKeEGofbhhDMEhagyq,43B3rN5TKnZLpfusky1fnp",2tpPFvDwSDYBVPCaZRJmm7
0.826,0.513,2,-11.565,1,0.0404,0.00397,0.044,0.134,0.0958,123.047,4kGJhEhdNeWD6aFix6gTkd,206495,4,1,Scarecrow,47,https://p.scdn.co/mp3-preview/57d9402cb7500db35ebbb0aec4c8f9bc8d124f83?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:4kGJhEhdNeWD6aFix6gTkd,dataset,"4BaLB5aiExO29BEGVUisru,6q3W9kTktti93nDItAx8XH",492jSqPzISSUXIG3ZqDniw
0.712,0.663,9,-3.68,1,0.303,0.11,0.0,0.111,0.705,77.25,4jlChRXbH8HnMcJApMMeAh,244160,4,1,La Pula Bussò,47,https://p.scdn.co/mp3-preview/8acc16b5b0a6edd1e96dff6d22a328d10e0e2194?cid=774b29d4f13844c495f206cafdad9c86,6,spotify:track:4jlChRXbH8HnMcJApMMeAh,dataset,7u710e44HW3K7A5eTnRqHC,24dbmNvNJUPZP9VNkidxqb
0.902,0.645,11,-8.563,0,0.0469,0.0288,0.566,0.0999,0.922,120.01,4hRYm8Ahspq7twh1ckPmxl,262373,4,1,Seven Nation Army,50,https://p.scdn.co/mp3-preview/805fe2c85221024aedb716c8788e761f8c53af05?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:4hRYm8Ahspq7twh1ckPmxl,dataset,1mYvu9huHeR7ho3iGAgCsn,4fePTWx5G0K3H1v2muXdHL
0.315,0.539,10,-10.539,1,0.0388,0.000139,9.37e-05,0.108,0.151,81.915,7nP9DFG20nqlVr6OtcpVfm,316400,4,1,Get Miles,33,https://p.scdn.co/mp3-preview/8be8db57597058cce8b00c6d3adacbbddaa28c32?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:7nP9DFG20nqlVr6OtcpVfm,dataset,4zPGlyitRvJo7iz6OKlETa,0IZURGZc6VFXCbOtcRdn5z
0.604,0.31,5,-10.947,0,0.029,0.235,0.00528,0.125,0.278,97.895,7v6GgmyNIsNwLBPsp1pzdG,364520,1,1,Money Is the Name of the Game,29,https://p.scdn.co/mp3-preview/0268ef3ffbdbfd287f4d76171afba64136246216?cid=774b29d4f13844c495f206cafdad9c86,14,spotify:track:7v6GgmyNIsNwLBPsp1pzdG,dataset,3eBGrFX7u2Py7eiwvwosc4,2k2MADUj4Fd3mhJWQbQoqt
0.675,0.692,1,-10.502,0,0.0432,0.073,4.08e-05,0.0572,0.929,113.426,6MSBy2FHPHwM9n2QhrhpuS,365947,4,1,"Sì, viaggiare",49,https://p.scdn.co/mp3-preview/8773249fd9ac3c96f235a8ddcef26d20227a73c6?cid=774b29d4f13844c495f206cafdad9c86,5,spotify:track:6MSBy2FHPHwM9n2QhrhpuS,dataset,2caOYPej26UoQOyFnzXW3G,2MU5YedaxyeNA8gKh1BfMJ
0.786,0.578,1,-6.639,1,0.041,9.01e-05,0.9,0.0939,0.0389,125.996,7y30OUbEhLOcqLOviVMH7N,366215,4,1,Zzafrika - Gesaffelstein Remix,25,https://p.scdn.co/mp3-preview/7c18b57dab6e747bcfd5fd50a2346e8497811d4f?cid=774b29d4f13844c495f206cafdad9c86,7,spotify:track:7y30OUbEhLOcqLOviVMH7N,dataset,"2gv0vhtUiUJeGcYkTybo7G,3hteYQFiMFbJY7wS0xDymP",526u78l8VpQqbo2ln3znvD
0.592,0.832,9,-5.193,1,0.043,0.215,0.0,0.111,0.775,140.627,4X6vqZgHpqjWAgIfBaE5q5,255213,4,1,Non Succederà Più - Remastered,56,https://p.scdn.co/mp3-preview/e4a93342c89e64127c9e0571f0b2fc315e5a710e?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:4X6vqZgHpqjWAgIfBaE5q5,dataset,"0c5nXKT37cYsbaXiw5mFVk,1yq9UuPp5DIb5w6eswGbKV",4Gt6wfxjDhC6W1eu21hunV
