danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,disc_number,name,popularity,preview_url,track_number,uri,playlist,artists_id,album_id
0.487,0.885,5,-12.005,1,0.0427,0.000397,0.347,0.0973,0.579,135.516,3FzKPS0oVknVlCW3PhxIHl,173173,4,1,Debaser,56,,1,spotify:track:3FzKPS0oVknVlCW3PhxIHl,dataset,6zvul52xwTWzilBZl6BUbT,6ymZBbRSmzAvoSGmwAFoxm
0.64,0.604,6,-8.789,0,0.0547,0.0285,0.545,0.075,0.0785,96.97,3KwMztNS37mSdU5hV2VLQj,503697,4,1,The Mole - Trentemøller Remix,18,https://p.scdn.co/mp3-preview/486d5e74cbdf96fdd47728da8223db5fd01338e6?cid=774b29d4f13844c495f206cafdad9c86,13,spotify:track:3KwMztNS37mSdU5hV2VLQj,dataset,"5vpW1Chvuq7KHiDtlc9zeh,47hE4Qx5nJWMSivrAsBdzP,4O71i7ke5iIBX6RNSFoZbS",7JggdVIipgSShK1uk7N1hP
0.653,0.675,4,-13.308,0,0.0414,0.157,0.825,0.106,0.0939,111.001,7IYXmCRPfUbzxJNO1dlxmM,355960,4,1,Tide - Alternative Instrumental Version,18,https://p.scdn.co/mp3-preview/1f2ea0256cbe00ab72f20b0c5619c71eb718ff13?cid=774b29d4f13844c495f206cafdad9c86,11,spotify:track:7IYXmCRPfUbzxJNO1dlxmM,dataset,4O71i7ke5iIBX6RNSFoZbS,7JggdVIipgSShK1uk7N1hP
0.706,0.621,10,-11.079,0,0.0653,0.00092,0.804,0.111,0.205,126.987,6LJAWWFaQMGoA4mKL0qWZi,567533,4,1,The White Flash - Trentemøller Remix,21,https://p.scdn.co/mp3-preview/fddf0247732e5dca3faf5181af0a0b38d8fbae1a?cid=774b29d4f13844c495f206cafdad9c86,8,spotify:track:6LJAWWFaQMGoA4mKL0qWZi,dataset,"2jYMYP2SVifgmzNRQJx3SJ,4O71i7ke5iIBX6RNSFoZbS",7JggdVIipgSShK1uk7N1hP
0.711,0.619,4,-7.403,0,0.0468,9.76e-05,0.838,0.0874,0.629,131.177,5l4MQxogdo6M0mG626ncnb,398027,4,1,"Silver Surfer, Ghost Rider Go !!! - Andrew Weatherall Prinz Mix",23,https://p.scdn.co/mp3-preview/4acdf11a768c64deeda7d27e425c7e7ec7de25d2?cid=774b29d4f13844c495f206cafdad9c86,5,spotify:track:5l4MQxogdo6M0mG626ncnb,dataset,"4O71i7ke5iIBX6RNSFoZbS,5J85JTgIYIUP276hmuIozn",7JggdVIipgSShK1uk7N1hP
0.774,0.592,0,-7.107,1,0.0831,0.000329,0.898,0.134,0.619,136.951,7sjuBJuxCdCNymLJBIAKJK,306640,4,1,South London Boroughs,25,https://p.scdn.co/mp3-preview/723cd300484cd1d8688e046577acca0b49c22cd0?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:7sjuBJuxCdCNymLJBIAKJK,dataset,0uCCBpmg6MrPb1KY2msceF,3hbotlRkYXHeM4TitsgQin
0.405,0.972,9,-5.111,1,0.196,0.05,0.000428,0.299,0.59,188.066,4EHoVmJIqvuFjjf06vqBYn,154326,4,1,Lampoon,35,https://p.scdn.co/mp3-preview/c89ddd078a46c0f1c30f97c22d6222b15cefb566?cid=774b29d4f13844c495f206cafdad9c86,9,spotify:track:4EHoVmJIqvuFjjf06vqBYn,dataset,4IeWU3NYBI9mISFVhzXG8f,3A1kutvBmC6czSsSv7aR5E
0.19,0.831,4,-5.247,1,0.0705,0.0187,0.32,0.374,0.428,173.046,0wBK2hiRuFYcbp5SM6GJuP,251690,4,1,The Lick,37,https://p.scdn.co/mp3-preview/f934326401d07bf4204cde94436012840aa1dac5?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:0wBK2hiRuFYcbp5SM6GJuP,dataset,4IeWU3NYBI9mISFVhzXG8f,3A1kutvBmC6czSsSv7aR5E
0.519,0.825,1,-7.488,1,0.0322,0.00301,0.735,0.103,0.415,144.019,6azqCTqRBYTyJh9geJ1HEG,478493,4,1,Sea Within A Sea,39,,10,spotify:track:6azqCTqRBYTyJh9geJ1HEG,dataset,7EFB09NxZrMi9pGlOnuBpd,4yyFE9FVXNayzv3v9boKDN
0.628,0.62,5,-8.677,0,0.0893,0.553,0.000874,0.167,0.0966,109.915,1hdd4HKP7kqV5NOaDtFfnr,196534,4,1,"Dio, come ti amo",46,https://p.scdn.co/mp3-preview/61b1867e1ce43c59e647d0b2fb96673ca6d780a4?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:1hdd4HKP7kqV5NOaDtFfnr,dataset,3t7NdpIbIprOtDChVJ94DP,34Pw4aKdO1TVOV74MpTnGb
0.432,0.817,9,-3.162,1,0.0343,0.0111,0.0662,0.137,0.604,118.688,7mVj1R3omIBoyFaMDV0fG4,163413,4,1,Mardi Gras Beads,31,,4,spotify:track:7mVj1R3omIBoyFaMDV0fG4,dataset,23NIwARd4vPbxt3wwNnJ6k,5uTI2HcpAywDP8Vo1DpJta
0.472,0.805,8,-5.793,1,0.086,0.0491,0.0162,0.337,0.512,94.922,3f3HHRPF5vAo90GwdpDMaQ,252800,4,1,Because I’m Me,62,https://p.scdn.co/mp3-preview/409f35d8befc243ed2ea86c05fda74e4f77b4a69?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:3f3HHRPF5vAo90GwdpDMaQ,dataset,3C8RpaI3Go0yFF9whvKoED,0j0djiGxLnBiW7meVc2PER
0.694,0.578,7,-9.06,1,0.0428,9.24e-05,0.555,0.295,0.481,100.848,1eBCqRTfuaoki3C9W4hKal,543613,4,1,Only Love Can Break Your Heart - Andrew Weatherall Mix,36,https://p.scdn.co/mp3-preview/d9ee8a7f35736ddfc911d10117981a96230b74b5?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:1eBCqRTfuaoki3C9W4hKal,dataset,1N2FgBLehaq77UEdJhCt7f,4PmfGftZJyCJJXfffejrZm
0.693,0.201,1,-9.903,1,0.0288,0.9,0.0,0.112,0.679,100.836,7shVwhUdVbHpykOfbzvDc1,263480,4,1,A Case of You,69,https://p.scdn.co/mp3-preview/73dc2986980c9dd2e3542fd6103c940f9d3643be?cid=774b29d4f13844c495f206cafdad9c86,9,spotify:track:7shVwhUdVbHpykOfbzvDc1,dataset,5hW4L92KnC6dX9t7tYM4Ve,1vz94WpXDVYIEGja8cjFNa
0.611,0.47,4,-9.135,1,0.0356,0.579,0.0,0.581,0.97,85.527,6UkMcAA19lTdjs22jtB7o2,134800,4,1,Big Yellow Taxi,71,https://p.scdn.co/mp3-preview/48c0b1294058b0006ceb0cdaf84958cb51da45a7?cid=774b29d4f13844c495f206cafdad9c86,10,spotify:track:6UkMcAA19lTdjs22jtB7o2,dataset,5hW4L92KnC6dX9t7tYM4Ve,7JOdtLDLyXJIppDRB7kxr9
0.456,0.885,0,-4.262,1,0.248,0.0945,0.0,0.367,0.61,140.494,2lWTk2SX6jvlgihqoWOhpt,72133,4,1,BLOODY BARS - STUDIOMOB (feat. Lazza),66,https://p.scdn.co/mp3-preview/59a2301220d59c532390e5f6e2a79cc833dcaac8?cid=774b29d4f13844c495f206cafdad9c86,5,spotify:track:2lWTk2SX6jvlgihqoWOhpt,dataset,"0VitAFMCI2apQxKzDjg1PU,2KXYAKQTxHuUHDtVgeGn6w,1gs79u8PKkWAW1yfymbkTt,0jdNdfi4vAuVi7a6cPDFBM",6qAapBZqjiATXktzwBzzLC
0.471,0.512,2,-14.173,0,0.0467,0.848,0.914,0.0988,0.491,87.919,1FLOvSMfbnlpmlaYNI6Ogh,321267,4,1,The Lady in the Moon,36,https://p.scdn.co/mp3-preview/b40da9dc25815ea16c4dc61ab11026d92c5b9c1a?cid=774b29d4f13844c495f206cafdad9c86,6,spotify:track:1FLOvSMfbnlpmlaYNI6Ogh,dataset,38CPjAAqYV8lTYi6clzbjG,1dZ1YNQiR7LRMkrQydwy40
0.644,0.919,2,-6.289,1,0.0561,0.181,0.134,0.622,0.871,117.459,38Ngied9rBORlAbLYNCl4k,259907,4,1,Once in a Lifetime - 2005 Remaster,72,https://p.scdn.co/mp3-preview/892275affb593ba3641ead6a4e87df2473c8e833?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:38Ngied9rBORlAbLYNCl4k,dataset,2x9SpqnPi8rlE9pjHBwmSC,3AQgdwMNCiN7awXch5fAaG
0.744,0.763,0,-10.399,1,0.0643,0.677,0.628,0.153,0.963,101.838,2hDMI3I7WGgHmP4EGAk7la,273200,4,1,Houses in Motion - 2005 Remaster,48,https://p.scdn.co/mp3-preview/f721cb9bf520d3237a1607cf285c40fa2df3fbcb?cid=774b29d4f13844c495f206cafdad9c86,5,spotify:track:2hDMI3I7WGgHmP4EGAk7la,dataset,2x9SpqnPi8rlE9pjHBwmSC,3AQgdwMNCiN7awXch5fAaG
0.734,0.859,7,-7.237,0,0.0922,0.215,0.343,0.0823,0.908,112.941,4eBCTzBsSjYgrLH5clQf2x,349280,4,1,Born Under Punches (The Heat Goes On) - 2005 Remaster,57,https://p.scdn.co/mp3-preview/85115583b13da510a642461efee19538b737eecd?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:4eBCTzBsSjYgrLH5clQf2x,dataset,2x9SpqnPi8rlE9pjHBwmSC,3AQgdwMNCiN7awXch5fAaG
0.6,0.869,10,-5.591,1,0.0795,0.403,0.0205,0.0683,0.687,152.06,35ljOibZSLEjOEPGrbaJsH,387560,4,1,The Great Curve - 2005 Remaster,50,https://p.scdn.co/mp3-preview/b4882aa4a062a8bd91a761e91e2e2f1f4486f0eb?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:35ljOibZSLEjOEPGrbaJsH,dataset,2x9SpqnPi8rlE9pjHBwmSC,3AQgdwMNCiN7awXch5fAaG
0.819,0.599,11,-6.778,1,0.039,0.347,0.824,0.083,0.489,127.986,73X9X7kDgsm4YeHpc8prf6,246507,4,1,Apricots,71,https://p.scdn.co/mp3-preview/8d3655f06a11e6706e9dc6477b7c2a19a6962b3f?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:73X9X7kDgsm4YeHpc8prf6,dataset,73A3bLnfnz5BoQjb4gNCga,6ZgM0jM6nRUlK6wRXEONVc
0.891,0.445,9,-9.853,0,0.0558,0.328,0.000426,0.242,0.885,105.674,3sj5y0QFI7D2hMoQXyTyFs,251720,4,1,Nothing More to Say,43,https://p.scdn.co/mp3-preview/a9ea1b145dda725568e704a6980d80c5c7278504?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:3sj5y0QFI7D2hMoQXyTyFs,dataset,0wwBxT2qVH327KlBJbwMEP,2QjhLePTnaWv2eBUbCwceA
0.507,0.898,3,-4.493,0,0.477,0.079,0.0,0.0835,0.527,142.828,3CHiuPXn9ufDJhVy1xI4Jf,146987,4,1,"MACHETE SATELLITE (feat. Salmo, Taxi B & Greg Willen)",71,https://p.scdn.co/mp3-preview/3f737e30f62c7570fd9ff605ac367a9034d38707?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:3CHiuPXn9ufDJhVy1xI4Jf,dataset,"0VitAFMCI2apQxKzDjg1PU,2KXYAKQTxHuUHDtVgeGn6w,1gs79u8PKkWAW1yfymbkTt,3hBQ4zniNdQf1cqqo6hzuW,5FkcU4BVzPptuB6AjobZIL,51ltJZ6rB893AdzgCxSOV3",6qAapBZqjiATXktzwBzzLC
0.371,0.921,9,-5.533,1,0.0784,0.0113,2.7e-05,0.43,0.508,109.675,6PtIXICwmoxCgLjw2zApDs,220538,4,1,"Young Lady, You're Scaring Me",60,https://p.scdn.co/mp3-preview/875d75dff78798d8cd862e729f5a80b04fd178e4?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:6PtIXICwmoxCgLjw2zApDs,dataset,4rfE3kN2zKNC9L9tt3iVOg,6w5N3oL83KiitLdFcCrzTj
0.594,0.898,2,-7.434,1,0.0332,0.00149,0.825,0.118,0.0391,125.004,2F0ZLn3nqS6z9hD27qiDgX,313014,4,1,KNOW ME (feat. Gallant) - Cassian Remix,57,https://p.scdn.co/mp3-preview/b2c795b4efd8afe3a25727eea9ec56259795e1c5?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:2F0ZLn3nqS6z9hD27qiDgX,dataset,"60yfafz0P3gqaUaOUIddae,1ChtRJ3f4rbv4vtz87i6CD,7wFDo161xYdeaiLz3KIHoM,21mKp7DqtSNHhCAU2ugvUw,2SrWifjYv7b5tR8EzEmn1x",7mHmeFtsjrQ1BZT6d0OruX
0.86,0.503,6,-12.6,0,0.0581,0.65,0.113,0.124,0.153,117.997,4fHHSFn4eB1cxseLlNNzS9,297904,4,1,Do You?,49,https://p.scdn.co/mp3-preview/fc9c07066aa45ddd862cf74fa3212892c7aeb1cf?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:4fHHSFn4eB1cxseLlNNzS9,dataset,2SrWifjYv7b5tR8EzEmn1x,4q7ypBFqg35EiCWDbXsK8C
0.582,0.392,4,-14.835,0,0.0376,0.0649,0.92,0.645,0.603,83.057,4z2XNXfoN8xnVP3rYdOU0l,286998,4,1,First Class,59,https://p.scdn.co/mp3-preview/2538b315110c19556314c96cba815973fb479b63?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:4z2XNXfoN8xnVP3rYdOU0l,dataset,2mVVjNmdjXZZDvhgQWiakk,06814vxpRbL5CPMk1CTvOk
0.751,0.49,11,-13.679,1,0.0453,0.00932,0.145,0.0725,0.925,105.407,4fMIe4htuvA8RoygYDFqO5,342189,4,1,Time (You and I),67,https://p.scdn.co/mp3-preview/0bbb28e23c5a4e1c5ee570bdca3094fe171bf704?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:4fMIe4htuvA8RoygYDFqO5,dataset,2mVVjNmdjXZZDvhgQWiakk,06814vxpRbL5CPMk1CTvOk
0.546,0.259,7,-13.372,0,0.0271,0.656,0.932,0.0781,0.365,85.338,4qh6Aw7Y7G4rxtRB3SUmqs,238216,4,1,Dearest Alfred,54,https://p.scdn.co/mp3-preview/0f8bf38a3f2d1a6e8997cbb1461145237be9b9ef?cid=774b29d4f13844c495f206cafdad9c86,8,spotify:track:4qh6Aw7Y7G4rxtRB3SUmqs,dataset,2mVVjNmdjXZZDvhgQWiakk,06814vxpRbL5CPMk1CTvOk
0.582,0.31,1,-14.264,1,0.0444,0.0569,0.878,0.563,0.865,149.174,0Gcs85JHJPQCBSVqZrsyO5,270639,4,1,One to Remember,56,https://p.scdn.co/mp3-preview/76ab4b6492bb2ae0e5479f001fe293ead811f2b7?cid=774b29d4f13844c495f206cafdad9c86,7,spotify:track:0Gcs85JHJPQCBSVqZrsyO5,dataset,2mVVjNmdjXZZDvhgQWiakk,06814vxpRbL5CPMk1CTvOk
0.579,0.449,7,-12.274,0,0.0329,0.0474,0.856,0.108,0.576,82.654,4AihGF6dk12E3eGupierBT,185165,4,1,"Father Bird, Mother Bird",57,https://p.scdn.co/mp3-preview/00086b23a66e9f17e6f6f19df3ba9a191def9b08?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:4AihGF6dk12E3eGupierBT,dataset,2mVVjNmdjXZZDvhgQWiakk,06814vxpRbL5CPMk1CTvOk
0.81,0.618,3,-7.265,0,0.146,0.661,3.93e-05,0.174,0.888,93.719,4bqTcIQAj0aqqyS5LzMVPx,213189,4,1,Sit Back (feat. Truthos Mufasa & Black Josh),49,https://p.scdn.co/mp3-preview/695da5163620f8abb821be48ca0d7fb5a31fc7e0?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:4bqTcIQAj0aqqyS5LzMVPx,dataset,"3fZgTHf9UHEA1oLYLEhnk2,2aXNsQnRY9cyAcXDqXLL1F,7C7k2UEHadhnuwaiN4TSdU",2ZieYINaA8usZhjfwpFnlH
0.485,0.862,0,-9.151,0,0.422,0.0764,0.0,0.0785,0.6,113.106,4pUlFQTwa534kLdSGfL5vb,234614,5,1,Bus Stop Jazz,39,https://p.scdn.co/mp3-preview/b94475ccce032174242adb31f91976e3c1403433?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:4pUlFQTwa534kLdSGfL5vb,dataset,6uAcPBlZxLIzrTHuOaPqJZ,7oL8vgqkkPnoQSmM3hddni
0.662,0.682,8,-6.519,0,0.0304,0.00968,0.821,0.584,0.422,94.008,50e8KL7TnyNKLaWfCSr0xf,190187,4,1,Blue Avenue,44,https://p.scdn.co/mp3-preview/de14c095260659f87953f405f636052f25e3b9fe?cid=774b29d4f13844c495f206cafdad9c86,20,spotify:track:50e8KL7TnyNKLaWfCSr0xf,dataset,6wq0ypfSKR1Baqi4qoJWsq,79hWOEtP2YmH9OpL1Aeo4w
0.701,0.718,9,-8.278,1,0.361,0.172,0.0,0.106,0.787,91.798,5RmxfYeyheGn4ExexjnKuy,317493,4,1,What's Real - Feat. Emanon,31,https://p.scdn.co/mp3-preview/3e6389fc9740b528aea670e3140cc1aae402bb8e?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:5RmxfYeyheGn4ExexjnKuy,dataset,6wq0ypfSKR1Baqi4qoJWsq,79hWOEtP2YmH9OpL1Aeo4w
0.198,0.977,11,-3.229,0,0.0616,0.000132,0.00247,0.266,0.315,170.154,51js1dExwInVO163gghEHn,179837,4,1,Anxiety,50,https://p.scdn.co/mp3-preview/962dfa56cdc4f29b99d55d1617a978c343e9e941?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:51js1dExwInVO163gghEHn,dataset,75mafsNqNE1WSEVxIKuY5C,20O6GKv8VfyvL4Gy0TAJs7
0.268,0.881,2,-3.548,1,0.0597,0.000156,5.74e-06,0.171,0.387,158.701,39vG98RaRD15ipI7sImKID,195568,4,1,Mr. Motivator,53,https://p.scdn.co/mp3-preview/e81c063487736acae806c7b07620e2a37fa1a8c3?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:39vG98RaRD15ipI7sImKID,dataset,75mafsNqNE1WSEVxIKuY5C,20O6GKv8VfyvL4Gy0TAJs7
0.562,0.537,7,-6.273,0,0.073,0.00623,0.0,0.316,0.465,100.757,6jYxxjpNcjglJbAyoxdNQO,188716,4,1,Grounds,56,https://p.scdn.co/mp3-preview/b70cae5ed38b80411fc371d68ff6ffd58155fa34?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:6jYxxjpNcjglJbAyoxdNQO,dataset,75mafsNqNE1WSEVxIKuY5C,20O6GKv8VfyvL4Gy0TAJs7
0.24,0.956,0,-3.335,1,0.07,3.39e-05,0.000752,0.0579,0.205,93.486,2kYn0VPQY1iTY3XpCvUaPt,187451,4,1,War,58,https://p.scdn.co/mp3-preview/80a6718d22950f8cee569551ef4a84bb5530fdcb?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:2kYn0VPQY1iTY3XpCvUaPt,dataset,75mafsNqNE1WSEVxIKuY5C,20O6GKv8VfyvL4Gy0TAJs7
0.626,0.867,10,-4.889,1,0.0868,0.000777,0.000315,0.518,0.205,123.87,67tybpBeEdUuHKnsZBR5FE,229579,4,1,Kill Them With Kindness,49,https://p.scdn.co/mp3-preview/52d3e9e9f378dae4b56b727ae39284f25a5228aa?cid=774b29d4f13844c495f206cafdad9c86,5,spotify:track:67tybpBeEdUuHKnsZBR5FE,dataset,75mafsNqNE1WSEVxIKuY5C,20O6GKv8VfyvL4Gy0TAJs7
0.47,0.955,6,-3.074,0,0.0601,0.00312,0.0,0.0924,0.496,90.373,5Xr8dO5ALeh0r2LQv9kL8H,234878,4,1,Model Village,54,https://p.scdn.co/mp3-preview/6ae9ab13f465646665ab423bb3bd56ed6554166e?cid=774b29d4f13844c495f206cafdad9c86,6,spotify:track:5Xr8dO5ALeh0r2LQv9kL8H,dataset,75mafsNqNE1WSEVxIKuY5C,20O6GKv8VfyvL4Gy0TAJs7
0.374,0.86,2,-5.893,1,0.0453,0.000176,1.07e-05,0.244,0.241,91.82,39OoMmnzRnoDBgunkGOcN0,230252,4,1,Carcinogenic,47,https://p.scdn.co/mp3-preview/651cc2e4de14d5df71628f92d3e3421d2c3dff86?cid=774b29d4f13844c495f206cafdad9c86,8,spotify:track:39OoMmnzRnoDBgunkGOcN0,dataset,75mafsNqNE1WSEVxIKuY5C,20O6GKv8VfyvL4Gy0TAJs7
0.426,0.719,7,-1.264,1,0.109,0.000137,0.0,0.0704,0.151,135.511,6xJV8Z5jYkETwIe610SlPW,242642,4,1,Reigns,48,https://p.scdn.co/mp3-preview/0d0a925018650dd9cd06bffd446541e63ef32eb1?cid=774b29d4f13844c495f206cafdad9c86,9,spotify:track:6xJV8Z5jYkETwIe610SlPW,dataset,75mafsNqNE1WSEVxIKuY5C,20O6GKv8VfyvL4Gy0TAJs7
0.512,0.81,9,-5.64,1,0.0377,2.12e-05,0.808,0.113,0.036,131.94,5cjBttolslxyUQSSabanA8,265587,4,1,Bushmills,42,https://p.scdn.co/mp3-preview/d361baef69a29a74b95942f0ce9ec03caeedb48e?cid=774b29d4f13844c495f206cafdad9c86,7,spotify:track:5cjBttolslxyUQSSabanA8,dataset,3Gaqw2nGyE7yM3rcRSzE3U,5La9Xx2vJ84n8yngUVJri2
0.678,0.535,10,-8.592,0,0.0392,0.0151,0.0205,0.0969,0.0392,97.975,0fira69E5qwYJNSvzEOCs7,238156,4,1,Les pensées,51,https://p.scdn.co/mp3-preview/390e2f6fae5a178cf4fbf81ed84fa01affc727af?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:0fira69E5qwYJNSvzEOCs7,dataset,6HzVTgf7SWVWNo93bT5TEv,4Y4DmxtrWFCTPESgZ5qKJe
0.397,0.329,4,-12.585,1,0.0278,0.745,0.882,0.189,0.274,96.466,4XSI3iFlpthVzeGVpIx2vH,263392,3,1,Half the Day Is the Night - Remastered,6,,2,spotify:track:4XSI3iFlpthVzeGVpIx2vH,dataset,38CPjAAqYV8lTYi6clzbjG,5yYe4JhfGHiTIPWs2AuoMJ
0.729,0.319,9,-12.791,0,0.564,0.173,0.381,0.0972,0.58,119.995,3NQOBD3Og2sJyDkAssk4mW,232853,4,1,Pink Panther Theme,28,https://p.scdn.co/mp3-preview/b1dc81e656bac16923926183b18de3bba1f9825f?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:3NQOBD3Og2sJyDkAssk4mW,dataset,484sZUYmnRXN84zmk3GY1n,3Ge479ihnwoh8TAhihr85r
0.737,0.863,11,-9.703,1,0.0421,0.158,0.00107,0.367,0.821,122.995,55frPzCdPGjCIZF3oZVFCV,316880,4,1,Real Blues,46,https://p.scdn.co/mp3-preview/10e8a095ab11b79529f841d1e4a4cc68c7a034a8?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:55frPzCdPGjCIZF3oZVFCV,dataset,484sZUYmnRXN84zmk3GY1n,5ckt4gstaOg1VlCqyLtrLT
0.677,0.959,8,-10.251,1,0.0514,0.488,0.633,0.102,0.909,121.993,7fUr8EpRc0AC4MCPMVPIgI,354716,4,1,Latin Note,45,https://p.scdn.co/mp3-preview/c6259066beee9e2c12d6b87961af800f579d07f6?cid=774b29d4f13844c495f206cafdad9c86,5,spotify:track:7fUr8EpRc0AC4MCPMVPIgI,dataset,484sZUYmnRXN84zmk3GY1n,0YqCvOMhp8enM01an9Nntj
0.772,0.451,0,-12.242,1,0.0551,0.501,0.7,0.213,0.558,96.086,1msXkHv84LKikJGKcfdGBu,380498,4,1,Sure Thing,62,https://p.scdn.co/mp3-preview/eabdb466fb37f1bc7b39edf10b9e9e15183730ce?cid=774b29d4f13844c495f206cafdad9c86,6,spotify:track:1msXkHv84LKikJGKcfdGBu,dataset,484sZUYmnRXN84zmk3GY1n,0YqCvOMhp8enM01an9Nntj
0.705,0.649,11,-7.742,0,0.0651,0.375,0.0102,0.099,0.74,143.625,38LpbjQx5XAA95pb7AGRnE,385677,4,1,Montego Bay Spleen,48,https://p.scdn.co/mp3-preview/24affcb1ec102118832e27a5f4e5385f8357e393?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:38LpbjQx5XAA95pb7AGRnE,dataset,484sZUYmnRXN84zmk3GY1n,0YqCvOMhp8enM01an9Nntj
0.621,0.807,8,-8.963,0,0.0363,0.07,0.169,0.0737,0.557,118.028,1divptdjcWXvF1aflfTQnw,416566,4,1,Rose rouge,60,https://p.scdn.co/mp3-preview/2a132c00bc7fe325b5a0ca3c6a3089e29e580b82?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:1divptdjcWXvF1aflfTQnw,dataset,484sZUYmnRXN84zmk3GY1n,0YqCvOMhp8enM01an9Nntj
0.678,0.272,4,-10.415,1,0.0525,0.858,0.0236,0.109,0.378,149.128,5oyKFxTeInGiLn7MVTqmMR,189507,4,1,Boogie Chillen,31,,1,spotify:track:5oyKFxTeInGiLn7MVTqmMR,dataset,1yNOfXGQNGjAynk77wv85x,3QSRtkfas8Gr0vDByhFvkE
0.435,0.106,8,-15.568,1,0.0346,0.933,0.0,0.278,0.278,70.442,4Djv64pynMBVRER1eWxxCH,187813,4,1,Trav'lin Light,33,https://p.scdn.co/mp3-preview/92c378cb5c7e475cd6672c22ca6c4cdf7bf87981?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:4Djv64pynMBVRER1eWxxCH,dataset,1YzCsTRb22dQkh9lghPIrp,4Es5UWdUtj8CYn99AqCWPo
0.316,0.151,0,-14.823,0,0.039,0.953,0.0,0.125,0.263,181.775,0iGu0ULXUSJRvXPCeEqHhO,224040,3,1,Lady Sings The Blues,33,https://p.scdn.co/mp3-preview/0d2b249785814de0a66c316f45d2bd622a2c5043?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:0iGu0ULXUSJRvXPCeEqHhO,dataset,1YzCsTRb22dQkh9lghPIrp,4Es5UWdUtj8CYn99AqCWPo
0.605,0.018,6,-22.202,1,0.0792,0.943,0.243,0.0938,0.142,119.454,2LhGDIwDaIw6auSyLtlWuY,188093,3,1,Come On And See About Me,20,https://p.scdn.co/mp3-preview/52aff5545b94d59de0f9dabb2145f003f5c73583?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:2LhGDIwDaIw6auSyLtlWuY,dataset,1yNOfXGQNGjAynk77wv85x,7IudsICOiqekfeig8EZ5PE
0.682,0.0887,6,-16.395,1,0.0681,0.817,1.87e-05,0.119,0.307,130.75,6vKjJqK3XRQsRn91dsUWAY,145027,4,1,I Need Some Money,47,https://p.scdn.co/mp3-preview/1e4cbee03af6a8ca1541bbf3e5832c591c656fee?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:6vKjJqK3XRQsRn91dsUWAY,dataset,1yNOfXGQNGjAynk77wv85x,7IudsICOiqekfeig8EZ5PE
0.741,0.0527,2,-21.508,1,0.0396,0.862,0.00412,0.112,0.368,97.98,58GtPyXz1kYE7LEGJrhEEW,316067,3,1,I'm Wanderin',18,https://p.scdn.co/mp3-preview/b6bced1ad2b9ac9e7dc810c54f8f8d01274bc107?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:58GtPyXz1kYE7LEGJrhEEW,dataset,1yNOfXGQNGjAynk77wv85x,7IudsICOiqekfeig8EZ5PE
0.746,0.56,5,-14.789,1,0.0565,0.494,0.0,0.316,0.854,124.68,2dp14VWbIxOVNmaWKkVB1r,184960,4,1,"One Bourbon, One Scotch, One Beer",59,https://p.scdn.co/mp3-preview/acf67c4c65fbf6d8f80d7af2918a0959d81f3050?cid=774b29d4f13844c495f206cafdad9c86,8,spotify:track:2dp14VWbIxOVNmaWKkVB1r,dataset,1yNOfXGQNGjAynk77wv85x,6AToTGNfNIiOSMcl6xGJTY
