acousticness,album,album_id,artist,artists_id,danceability,disc_number,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,name,playlist,popularity,preview_url,speechiness,tempo,time_signature,track_number,uri,valence
0.0245,Grandes Exitos,6VIW4KcDQz4zhQALbYajKu,New Limit,196ZlaBltrhUnXxtAUpflZ,0.827,1,275147,0.717,52FdzVQAsuZHiTBZET5m6A,0.0325,0,0.112,-5.7,1,Smile,The Sound of Everything,48,https://p.scdn.co/mp3-preview/39b9b42c10480b3e3ea21960021bdc2adf79608e?cid=774b29d4f13844c495f206cafdad9c86,0.0444,142.597,4,1,spotify:track:52FdzVQAsuZHiTBZET5m6A,0.732
0.645,Cuerpo a Cuerpo (Remasterizado),01jUeKcwiAdFp8iLa0HnI4,Luis Eduardo Aute,67h1eGw2OFs89l8EnaOdoS,0.65,1,302000,0.522,7jlfZZgaO0xPRdPMP9jezb,7.65e-06,9,0.0898,-8.067,1,Sin Tu Latido - Remasterizado,The Sound of Everything,52,https://p.scdn.co/mp3-preview/66d15cc953b3257103b785cce15c742d3a51b32a?cid=774b29d4f13844c495f206cafdad9c86,0.034,119.821,4,8,spotify:track:7jlfZZgaO0xPRdPMP9jezb,0.634
0.566,△,6OAFOQehth1y84UQwwmNp4,El Petit De Cal Eril,5nlJ049WJIE7reR0SgUVyF,0.779,1,296740,0.36,2KvGEnHvaCH7Es3qL3LmET,0.494,1,0.12,-11.728,0,Som transparents,The Sound of Everything,41,https://p.scdn.co/mp3-preview/4ec98968a55b7e99c174a5886161de13646028be?cid=774b29d4f13844c495f206cafdad9c86,0.0397,110.039,4,2,spotify:track:2KvGEnHvaCH7Es3qL3LmET,0.571
0.947,Rancho De Cantadores De Aldeia Nova De São Bento,7BbRrNFOwax3vIe1mA5rOU,Rancho De Cantadores De Aldeia Nova De São Bento,4LcesQhm6PWcQq7IAOJXY7 AND 72G65J87dqMi39O00Du2Je,0.473,1,253462,0.194,2dNqZ3cwpOwavj8c221eEi,0.0,4,0.115,-11.582,1,Trago Alentejo Na Voz,The Sound of Everything,21,https://p.scdn.co/mp3-preview/8c809769e53463235a5fcb1a8a6d56e41fba903c?cid=774b29d4f13844c495f206cafdad9c86,0.0783,175.497,3,10,spotify:track:2dNqZ3cwpOwavj8c221eEi,0.388
0.564,El Cabrero: Su Gran Antología,0RcnozYfoqH8my526164Kn,El Cabrero,3LaKBWurhxsUakh7MNF1n3 AND 4d567Yau2MqOd3y9Tc1ypR AND 4RMJr4V86nunV38xpLyiVs,0.642,1,194627,0.502,13c9TA1AzSkkYJLuD7e0vI,9.41e-05,11,0.208,-9.717,0,Luz de Luna - Bulerías,The Sound of Everything,30,https://p.scdn.co/mp3-preview/b39d3cbcfdb2cf85c420667ad834c2cd84804341?cid=774b29d4f13844c495f206cafdad9c86,0.0435,112.195,3,1,spotify:track:13c9TA1AzSkkYJLuD7e0vI,0.809
0.952,Matching Mole,0WEFmgYGQsaoDp7x3Su74t,Matching Mole,5KBwIS9lSKjcpfjdOMvVz4,0.443,1,306493,0.195,228f8Tz9O03JDw5swOEZLN,0.125,1,0.165,-17.504,1,O'Caroline,The Sound of Everything,35,https://p.scdn.co/mp3-preview/da10865e17c16eb308c3eda8a2efa7fc8df7cd26?cid=774b29d4f13844c495f206cafdad9c86,0.0314,108.648,4,1,spotify:track:228f8Tz9O03JDw5swOEZLN,0.149
0.955,I Canti degli Alpini Vol. 3,1TXeXrHSsF0WcBaRDsbkYQ,Coro Grigna,6JXIR5nMc89meqBSaNZ2fQ,0.407,1,157747,0.254,6f0hDO3X8NJGl1RMJQH20K,0.0,6,0.304,-8.926,1,Sul cappello,The Sound of Everything,19,https://p.scdn.co/mp3-preview/ec131491072add652980ffd442d93c5600cbe543?cid=774b29d4f13844c495f206cafdad9c86,0.0298,77.57,4,2,spotify:track:6f0hDO3X8NJGl1RMJQH20K,0.336
0.883,Sos mazores,2S6hbd3Ql4A17IHIWhPJiB,Tenore Antonia Mesina Orgosolo,3DSTmui5NuOfLm71waMhvu,0.491,1,291093,0.339,6ad0HuFltrO77ObMk6BH5t,0.0,7,0.169,-11.849,1,Su ballitu cadenzadu (A ballu tundu),The Sound of Everything,10,https://p.scdn.co/mp3-preview/cf05769b17b9297c83c6d3af3583d1441e4e0a9d?cid=774b29d4f13844c495f206cafdad9c86,0.0321,82.523,3,3,spotify:track:6ad0HuFltrO77ObMk6BH5t,0.687
0.832,Canciones de Santamarta,6dUkCYBYS5xKa4vwc9p98b,Larbanois & Carrero,5nFer0qUv1VR0MJIlAJDn1,0.606,1,190518,0.463,4bg5fucNupHgWtCRmFQkgO,0.000152,9,0.0935,-6.385,0,Milagro,The Sound of Everything,31,https://p.scdn.co/mp3-preview/bcbb3344999a2803e754d5471a9ced1a1a15bdad?cid=774b29d4f13844c495f206cafdad9c86,0.0351,132.452,3,3,spotify:track:4bg5fucNupHgWtCRmFQkgO,0.504
0.608,Kung Fu Hustle (Music From The Motion Picture),1qYuXT3j3CXK7IIl89NKXB,Hong Kong Chinese Orchestra,6pmuyoxuRuDyAVZkCOpYcP,0.219,1,247347,0.494,2t02f2T5TjgcFHfsyy0SvW,0.842,9,0.315,-14.393,1,Decree of the Sichuan General,The Sound of Everything,26,https://p.scdn.co/mp3-preview/d35c047a89f50e4dd1d49bb36b07996842e7bd3e?cid=774b29d4f13844c495f206cafdad9c86,0.0533,97.415,4,7,spotify:track:2t02f2T5TjgcFHfsyy0SvW,0.212
0.332,多喝水,7vngDxPixBXjzA5cq13iR1,Stephanie Cheng,6qAoh45c4dsSqxNhp845SQ,0.531,1,253669,0.484,1W7uQESfg4yq6dSJg4tvG3,3.06e-06,6,0.103,-7.215,1,多喝水,The Sound of Everything,48,https://p.scdn.co/mp3-preview/9deebdd04eb10f1550ff4113fb5702f5d15ba7ba?cid=774b29d4f13844c495f206cafdad9c86,0.0326,139.944,4,1,spotify:track:1W7uQESfg4yq6dSJg4tvG3,0.335
0.15,Io non mi sento Italiano,6vWC8MCxhr10fOCQ8xY75u,Giorgio Gaber,7sjeFi52xnDK82OfIhUOqU,0.847,1,290653,0.623,70A4ahKy4VukH43dbG4Qc0,0.0,2,0.0644,-7.758,0,Io non mi sento italiano,The Sound of Everything,43,https://p.scdn.co/mp3-preview/44abd61d3eae76ec3c7f0efa102d44e19e4afb3b?cid=774b29d4f13844c495f206cafdad9c86,0.0566,131.998,4,3,spotify:track:70A4ahKy4VukH43dbG4Qc0,0.909
0.826,"Johnny Bassotto, La Tartaruga E Altre Storie Di Bruno Lauzi",3p0OZbwUIY7JU271BADwID,Bruno Lauzi,69lP1pS5aRVxgyvi0uOYbg,0.516,1,156040,0.441,7xSC5kIgHAPrLwyOiRpJN8,0.0,7,0.157,-8.987,1,La Tartaruga,The Sound of Everything,44,https://p.scdn.co/mp3-preview/360c3016e239a88bb9a7a1f178743df8cb1e367b?cid=774b29d4f13844c495f206cafdad9c86,0.0419,114.613,4,7,spotify:track:7xSC5kIgHAPrLwyOiRpJN8,0.624
0.199,I miei successi...e coco jamboo,67fu8Xp7NC9iGIVupoQ8va,Angelo Cavallaro,1RBUfks7MkVWS4xi32GAB8,0.702,1,241293,0.646,0Pu0EmR8cI4mAYaO26wCaA,0.00023,0,0.0698,-13.028,0,Amami,The Sound of Everything,29,https://p.scdn.co/mp3-preview/e3096748e6219fa88e7e2f5ff3031c10afe36918?cid=774b29d4f13844c495f206cafdad9c86,0.0291,137.007,4,2,spotify:track:0Pu0EmR8cI4mAYaO26wCaA,0.773
0.734,Fire In The Kitchen,2HXH6b3UOi3VipAZZaxkFQ,Natalie MacMaster,4ybzO54FX2pbiKx209CB0t AND 148fePU5jlvvhzdvvNuWah AND 5gXyv830nUDDnRLCvVmTCd AND 3TmmCOx32W0whISCuabwrL AND 0mBvqaBBdCB7pDlBhHonmR AND 6VkQhuElcM8DuGQmBmyx8m AND 6sAUGmEyuw6FYhEodjKRsu AND 4Xh4ilnFavAbo3prkd5NyQ,0.395,1,345133,0.866,4xFCMHRp0RdieQ1HkPaw4t,0.12,2,0.0927,-3.378,1,Fingal's Cave,The Sound of Everything,33,https://p.scdn.co/mp3-preview/c5c244f605ee9e19de1bbab0be395ed7ac2c5e6d?cid=774b29d4f13844c495f206cafdad9c86,0.13,113.63,4,7,spotify:track:4xFCMHRp0RdieQ1HkPaw4t,0.745
0.602,Montreal,4mQjQJ6gASxVMEjwV4LS9I,Port Cities,6E9qPOOjsuwnt5kFLFCnWF,0.612,1,179328,0.483,5E4tWutcCACnOvRzo6cy8a,0.0,2,0.12,-6.662,1,Montreal,The Sound of Everything,32,https://p.scdn.co/mp3-preview/591310aa9d90bd6c300a2af07261ac9c83dd192d?cid=774b29d4f13844c495f206cafdad9c86,0.036,79.38,4,1,spotify:track:5E4tWutcCACnOvRzo6cy8a,0.434
0.0134,Colours & Lights Remixes,27Hqhic2sHLyhRbUK1J397,GoldFish,0uRdK8gy7fXJGRywrlmPM7 AND 3q2dSq7VZnj8TmoJUyRm40,0.647,1,192986,0.758,6WgEFbLbgUpTAt2qnYrBYg,1.32e-06,9,0.477,-5.984,1,Colours & Lights,The Sound of Everything,34,https://p.scdn.co/mp3-preview/b15a15d840a44c40a20214626564b6784b9fbf80?cid=774b29d4f13844c495f206cafdad9c86,0.0446,125.007,4,9,spotify:track:6WgEFbLbgUpTAt2qnYrBYg,0.403
0.138,Gira Sol,1XEWS0BeQF7eY52r52SBj9,Bana,5vxKMqG0z8knjmARqaVv1U,0.742,1,303400,0.566,1ZQZEgV1v25lTQYWdHbfTh,5.08e-06,0,0.105,-11.04,0,Cabinda A Cunene,The Sound of Everything,27,https://p.scdn.co/mp3-preview/4d494564621e7cea2bbfc61b4584b1c7bd82de72?cid=774b29d4f13844c495f206cafdad9c86,0.0653,97.442,4,9,spotify:track:1ZQZEgV1v25lTQYWdHbfTh,0.801
0.821,"Capoeira ""Cordão de Ouro""",21qADgVDiEKEITcniQYFRW,Mestre Suassuna e Dirceu,6xQwC94a61f3bZwyl4UJXD,0.697,1,213640,0.499,4MGnJCU8aFXT6LzQ7WHOzE,0.0,11,0.469,-13.156,1,Capoeira de são salvador,The Sound of Everything,23,https://p.scdn.co/mp3-preview/86e338c4a6a76bfb396b2c4e3f3a86b72ccca7d8?cid=774b29d4f13844c495f206cafdad9c86,0.0601,99.193,4,1,spotify:track:4MGnJCU8aFXT6LzQ7WHOzE,0.941
0.0149,Nuestra,3bt6K4HCTD0ogL0owXEf3h,La Vida Bohème,5gs7iemsrjIJbz0ryFcy79,0.423,1,285513,0.906,2s4YnUNEu5EH8xuAhK8BFX,0.289,9,0.687,-5.104,1,Flamingo,The Sound of Everything,32,https://p.scdn.co/mp3-preview/c4eaf442fe2fd1cb617353e2688938b002f39e65?cid=774b29d4f13844c495f206cafdad9c86,0.0605,148.068,4,4,spotify:track:2s4YnUNEu5EH8xuAhK8BFX,0.188
0.417,I Romanticize,12BvX3jg2JrDGd1fGU3lg3,H. Hawkline,7FmM0XgimRvS48CfObh2ht,0.647,1,209581,0.476,5kqHL8EShlSQ8x2K6Snmui,2.17e-06,1,0.146,-7.459,0,Means That Much,The Sound of Everything,16,https://p.scdn.co/mp3-preview/6fb59f27c87862121d43ff12f13ad286900e492d?cid=774b29d4f13844c495f206cafdad9c86,0.0396,177.709,4,1,spotify:track:5kqHL8EShlSQ8x2K6Snmui,0.838
0.0132,Adentro,010ZpP81PSF3rvgoEr5g7z,NUX,3uLsPkITg4IOqMHvaLgIE0,0.694,1,214824,0.793,6dRGbxDAN4m0AbCkTzfd8t,0.0519,6,0.0884,-6.85,1,Adentro,The Sound of Everything,8,https://p.scdn.co/mp3-preview/cc332d4e8225f414f183bf2e406f950ffb0ac5d7?cid=774b29d4f13844c495f206cafdad9c86,0.0422,141.986,4,1,spotify:track:6dRGbxDAN4m0AbCkTzfd8t,0.911
0.237,Straight from the Decks (Guts Finest Selection from His Famous DJ Sets),33ZIG2aSnfDw4PsjvINRAs,Pinduca,5FKexvtYHfpvf17ZnGWulN,0.566,1,175801,0.619,4y4vVGpG0yFSIIhAqosMfi,0.0,5,0.107,-9.262,0,Mistura de Carimbo Com Ciranda,The Sound of Everything,33,https://p.scdn.co/mp3-preview/4ab20bb700b583b68bfabafff58e78b55a1f7fc7?cid=774b29d4f13844c495f206cafdad9c86,0.0758,107.823,4,2,spotify:track:4y4vVGpG0yFSIIhAqosMfi,0.787
0.836,Oothukadu - Maharajapuram Santhanam,5iyjOWrWeBwsuiYqW5bvDg,Maharajapuram Santhanam,4wztd19GKzj1fC6N2gpY0O,0.428,1,356850,0.487,6gD3RB4tNmTtIV61XKiHVm,0.0,7,0.0916,-12.226,1,Alaipayuthey - Maharajapuram Santhanam,The Sound of Everything,15,https://p.scdn.co/mp3-preview/289c3a9f185960b4662d555bfeb36b94a72f9f75?cid=774b29d4f13844c495f206cafdad9c86,0.155,154.084,4,2,spotify:track:6gD3RB4tNmTtIV61XKiHVm,0.626
0.992,Golden Music Golden Years - Lalgudi G. Jayaraman - Volume 2,0CxhEMSnVuFFusBLM2mCAs,Lalgudi G. Jayaraman,3H1Wru3lkInKnL3yIvnzrF,0.346,1,295133,0.338,2drAAhn6C7ijUx3KlTbevR,0.774,1,0.285,-12.049,1,Krishnanee Begane - Ragam: Yaman / Talam: Mishra Chapu (Purandaradasa),The Sound of Everything,21,https://p.scdn.co/mp3-preview/72539f0b7ea06797009fcb4abe029ebeaebd126d?cid=774b29d4f13844c495f206cafdad9c86,0.0528,157.249,4,3,spotify:track:2drAAhn6C7ijUx3KlTbevR,0.417
0.388,"Mazhai (From ""Kaalidas"")",7xfygp6HWRhsod9dXfzz3E,Sudha Ragunathan,1wnVXMMfv0OElONAKrIS1r,0.411,1,248843,0.568,5O2DjF5mJJwJoTkPNcQGrZ,9.18e-06,4,0.106,-7.356,0,"Mazhai - From ""Kaalidas""",The Sound of Everything,18,https://p.scdn.co/mp3-preview/0cc35f43734298f71ee7564661a9095556b5e3a6?cid=774b29d4f13844c495f206cafdad9c86,0.0412,94.952,4,1,spotify:track:5O2DjF5mJJwJoTkPNcQGrZ,0.431
0.266,Altijd Blijven Lachen,6BgqoXgaBGeFgPyUQruGTT,Stef Ekkel,1cUsaZWQDILKpljyM7FWXm,0.789,1,191299,0.935,5zBQcBi5LTkRJNl7Szt2M7,0.0,5,0.828,-4.426,1,Altijd Blijven Lachen,The Sound of Everything,47,https://p.scdn.co/mp3-preview/099a1072619fe45fcdf99769163be2d12fca98ba?cid=774b29d4f13844c495f206cafdad9c86,0.0819,129.534,4,1,spotify:track:5zBQcBi5LTkRJNl7Szt2M7,0.867
0.55,Las Mejores Coplas Del Carnaval De Cádiz (En Directo / Chirigotas),6lBpt90wbCLrp2bQY4NZmS,Los Yesterday,07DwBRt9tglUiyAVUR5ZzY,0.517,1,126467,0.928,0mRKFONSCSve09A838gNFq,0.0,1,0.878,-5.869,1,Los Hippies - Pasodoble / En Directo 1999,The Sound of Everything,32,https://p.scdn.co/mp3-preview/946f2da54f8c24b5ffc4ab542ac1e8aac60e74c4?cid=774b29d4f13844c495f206cafdad9c86,0.258,133.273,4,21,spotify:track:0mRKFONSCSve09A838gNFq,0.549
0.0809,Bärenstark,73ggc6ADfzmAIcudXXpj2V,Wir sind Spitze,33UZPy3gZwqs7DTKL3cSm4,0.784,1,174587,0.936,0IFw3amTrfUCIjSrjF0mgK,0.585,11,0.0469,-3.02,0,Hey Rosie,The Sound of Everything,38,https://p.scdn.co/mp3-preview/fa67db2fd2200e3775b85abab0ca5258b5ae468b?cid=774b29d4f13844c495f206cafdad9c86,0.0426,132.916,4,13,spotify:track:0IFw3amTrfUCIjSrjF0mgK,0.925
0.0991,Dora The Explorer Party Favorites,021ZLVmNJledtkHh4cwfEy,Dora The Explorer,4zMssRZ6iG7sJm54RwFozt,0.587,1,147133,0.957,0j3d9PDB0QDkXijNsl2gLk,0.0337,7,0.911,-4.098,1,Chicken Dance,The Sound of Everything,45,https://p.scdn.co/mp3-preview/8cf15f08b3ea3b76b29f58b47ff2bc5c03419ac3?cid=774b29d4f13844c495f206cafdad9c86,0.0292,108.453,4,15,spotify:track:0j3d9PDB0QDkXijNsl2gLk,0.963
0.00208,Thrice Woven,1Uw3L9tXHZFuTS1lepKNVk,Wolves In The Throne Room,5lqyPWmAivV75tII5Vxpet,0.0943,1,576556,0.747,7p0amXrQgyM53s3z9NfDty,0.782,10,0.0795,-6.443,1,Born from the Serpent's Eye,The Sound of Everything,34,https://p.scdn.co/mp3-preview/ac7d831a126139db27f81baf82ac81e8ba3cc3e1?cid=774b29d4f13844c495f206cafdad9c86,0.109,161.078,4,1,spotify:track:7p0amXrQgyM53s3z9NfDty,0.036
0.906,Parnàs,6nbvk8naqcwh5Ui4B1L2ke,Roger Mas,3KajPNH0UsaJhWiAf68JYY AND 3ZJhC6cKBtTx6jUJSTr8XI,0.647,1,185653,0.332,01YVa2pYreWh9jsGAXz2TJ,0.00146,11,0.106,-10.627,0,Jordi,The Sound of Everything,33,https://p.scdn.co/mp3-preview/2fa3fc84007dc97944f72a1ccc1c944a06654dff?cid=774b29d4f13844c495f206cafdad9c86,0.0305,108.038,4,1,spotify:track:01YVa2pYreWh9jsGAXz2TJ,0.385
0.947,Hymns From England,09F0TXy87NCXtYVdku8nbR,Salisbury Cathedral Choir,3jJU67YjFQRshwANdVftkv AND 5a4L3vNdpidSEPG2XbHs4V,0.274,1,185507,0.198,39SvVuMbu8UtCgykY2ylDf,6.56e-06,7,0.108,-14.704,1,Lord of the Dance,The Sound of Everything,22,https://p.scdn.co/mp3-preview/469255b6f8c71ada55ffdd7a2b444227fd007c12?cid=774b29d4f13844c495f206cafdad9c86,0.0391,94.286,3,5,spotify:track:39SvVuMbu8UtCgykY2ylDf,0.425
0.974,From Moscow with Love,0VUTuNLLEDDW3C9J87KAEP,Alexander Arutiunian,22HlHjWjQy2mTP0td8X72a AND 32h8NkZiQ9UdUBCxiKKffU AND 0FNJFYaanMSpiTISbc3DAm AND 36sy6kCqb9TlKAXZk9uS6q,0.197,1,955600,0.152,0WooGCm9JU1vC9RSnSzTVW,0.891,9,0.0845,-17.636,1,Arutiunian : Trumpet Concerto,The Sound of Everything,16,https://p.scdn.co/mp3-preview/195ca13a4531f38852a74aa4d25149d8472aeb29?cid=774b29d4f13844c495f206cafdad9c86,0.0457,76.85,4,1,spotify:track:0WooGCm9JU1vC9RSnSzTVW,0.0389
0.995,Rachmaninoff: Préludes; Études-Tableaux; Moments musicaux,5952RUol8Nl7Ihk1zcaUb4,Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51 AND 79gBfLMlUJNdcXv1nc33oK,0.168,1,181693,0.00571,4ObQ0m7VUtrgdEwpFeCKua,0.92,8,0.068,-36.245,1,"12 Songs, Op. 21: V. Lilacs (Transcr. Rachmaninoff for Solo Piano)",The Sound of Everything,44,https://p.scdn.co/mp3-preview/b61f44e9959918c0da0e1dd8eb71fdeae5ffdbb3?cid=774b29d4f13844c495f206cafdad9c86,0.0404,78.043,3,3,spotify:track:4ObQ0m7VUtrgdEwpFeCKua,0.0705
0.967,"Oh, Black-Eyed Girl - Shavtvala Gogona",4WWLkENpbJFt9zzCb04Dof,Kolkheti,2eEqA8QFbpZFdxt1RJALbn,0.479,1,135773,0.108,5A7dPbA2nrubWblEw9hOSL,0.975,2,0.101,-21.003,0,Popurri Kartuli Melodiebis Temebze (Potpourri of Melodies from Kartuli),The Sound of Everything,17,https://p.scdn.co/mp3-preview/4c9c4b894b204ca5363c94c9a3c7f928bf60dab6?cid=774b29d4f13844c495f206cafdad9c86,0.141,126.101,4,11,spotify:track:5A7dPbA2nrubWblEw9hOSL,0.783
2.14e-06,Disgorged from Psychotic Depths,6t0T6OJzZ8HXeXDdYuSYUl,Mortiferum,6vhs1oAtSyMHsn9en6BaMD,0.235,1,473860,0.877,68O71po6Ff6wPrCf3lIBKV,0.903,1,0.0737,-10.19,0,Archaic Vision of Despair,The Sound of Everything,24,https://p.scdn.co/mp3-preview/e582a58334b06d266aa9be6c786bdb105f39da04?cid=774b29d4f13844c495f206cafdad9c86,0.0643,119.094,4,1,spotify:track:68O71po6Ff6wPrCf3lIBKV,0.164
0.048,Trial & Triumph,4milDwwpzRI8oHNuaXmNNX,I AM THEY,0XJ5RIvhlOL0harjI9jZvX,0.417,1,238307,0.524,72B1Omo2kmEst4YKO8vOB6,0.0,10,0.103,-6.6,1,Scars,The Sound of Everything,61,https://p.scdn.co/mp3-preview/44e6724e65dded11ed5ecffe4bbcba8395baa260?cid=774b29d4f13844c495f206cafdad9c86,0.0326,75.266,4,4,spotify:track:72B1Omo2kmEst4YKO8vOB6,0.152
0.0001,Carreta Furacão,3WDtUS2r2CasNc1MoEisMy,El Shirota,2rxqnbRXqBvxVHqArr6fGk,0.527,1,407163,0.916,4p1971NZaeGcf5BOidrx7R,0.912,4,0.106,-7.261,1,Carreta Furacão,The Sound of Everything,30,https://p.scdn.co/mp3-preview/af68cbd1262478b4b3dd43caf0b55e5476b3fbba?cid=774b29d4f13844c495f206cafdad9c86,0.0506,119.984,4,1,spotify:track:4p1971NZaeGcf5BOidrx7R,0.472
0.0119,All I See (feat. CASS),3G96gUONpEEN45kuuwb5Bs,Jaisua,7u5RAgXZgtZJ7yINfxdUc5 AND 1pcufq5QrAZE0kBRQS65DM,0.694,1,183341,0.555,7IhaIquZS7xYc1CqXy8XOK,4.83e-05,1,0.36,-9.149,1,All I See (feat. CASS),The Sound of Everything,40,https://p.scdn.co/mp3-preview/2d4636705740015980384973b68b57809a3b12aa?cid=774b29d4f13844c495f206cafdad9c86,0.032,108.002,4,1,spotify:track:7IhaIquZS7xYc1CqXy8XOK,0.353
0.748,Now Is the Hour,1IehTpil2Qls3bvXg7KQm9,Kilfenora Céilí Band,38W5SXPreIGIJ48j4X8Bis AND 7DsZrmOfKLOhcYyxZ3jWI4,0.686,1,230133,0.559,49vaQ2CWt3tcSwymZOkH4B,0.0,7,0.0884,-6.453,1,My Hearts Tonight in Ireland. (Song),The Sound of Everything,20,https://p.scdn.co/mp3-preview/c79da3f709417422d91d0af6623ee6b3384a1c15?cid=774b29d4f13844c495f206cafdad9c86,0.0346,123.107,5,7,spotify:track:49vaQ2CWt3tcSwymZOkH4B,0.836
0.788,Rains of Castamere,4YgUCBldv5ba3SltMHyNT1,Break of Reality,6sRKKCgwS9sDf91qyEE7JH,0.266,1,148155,0.292,4bQ2vYWDwA7KgWg1HNHJBk,0.86,9,0.108,-10.096,0,Rains of Castamere,The Sound of Everything,34,https://p.scdn.co/mp3-preview/a80d3f98fbd81d8fa7d99c0cdc6e9326ad4487ac?cid=774b29d4f13844c495f206cafdad9c86,0.0392,111.02,5,1,spotify:track:4bQ2vYWDwA7KgWg1HNHJBk,0.225
0.638,Sunny Spells and Scattered Showers,3OjXSVAjEMPM4snXj9kRBT,Solas,2CGGUtRYybRjQmuUwXugeP,0.607,1,175173,0.701,6XgDlsAiRpvmkiWJRCjlMh,0.0,2,0.352,-5.023,0,The Wind That Shakes the Barley,The Sound of Everything,36,https://p.scdn.co/mp3-preview/18db65504a0318baec580054ad64345c5e318598?cid=774b29d4f13844c495f206cafdad9c86,0.0314,108.285,3,1,spotify:track:6XgDlsAiRpvmkiWJRCjlMh,0.9
0.817,"Aryeh Frankfurter: Celtic Harp - Tunes From Ireland, Scotland and Scandinavia",2gUUuHz0ZTGPfV97oZDv7N,Aryeh Frankfurter,2SJAELt6ygyUmDglWepUoJ,0.6,1,235293,0.171,5aHaBu4Nw5eMWgmKkp51SH,0.85,4,0.0995,-17.247,0,The Fairy Queen,The Sound of Everything,31,https://p.scdn.co/mp3-preview/c567c5cc421e9b4592279147113de5cf3a99cf61?cid=774b29d4f13844c495f206cafdad9c86,0.0403,122.303,3,4,spotify:track:5aHaBu4Nw5eMWgmKkp51SH,0.206
0.00195,The Hawthorn,0rhNvRLBxdsDYjrRotRsuW,Cruachan,6QpbkfyEQJ3JiQw2AbTRUH,0.253,1,299553,0.847,1Kyu2V8kxobYLdGHVrrmFU,0.144,2,0.442,-5.84,0,The Hawthorn,The Sound of Everything,40,https://p.scdn.co/mp3-preview/5b2544d0cde47041b6ad4c34bf252319f0d28a8d?cid=774b29d4f13844c495f206cafdad9c86,0.0439,121.341,4,1,spotify:track:1Kyu2V8kxobYLdGHVrrmFU,0.423
0.0761,Gangs Of New Holland,38OLdGMUHBEjvRvuWWR33f,The Rumjacks,0w2KUuMj7dvP8dV4tzoltd,0.63,1,202133,0.848,1ewYoK8HL3Rflxyrjo1CAY,3.99e-06,2,0.37,-3.463,1,An Irish Pub Song,The Sound of Everything,52,https://p.scdn.co/mp3-preview/61e760414e5973fe21cb260f4ae67a21c16d89b6?cid=774b29d4f13844c495f206cafdad9c86,0.0373,147.009,4,3,spotify:track:1ewYoK8HL3Rflxyrjo1CAY,0.738
0.599,Herding Cats,7nivc3NHA0HbmVF1KKajmD,Gaelic Storm,5dlzTgw97q5k5ws89Ww1UK,0.749,1,194267,0.806,49t8OTCiR2zeV0VrDImdaM,1.94e-06,7,0.137,-8.059,1,Drink The Night Away,The Sound of Everything,52,https://p.scdn.co/mp3-preview/00d1cb70bb3c3f50d8796528e51536f895171407?cid=774b29d4f13844c495f206cafdad9c86,0.0654,125.279,4,1,spotify:track:49t8OTCiR2zeV0VrDImdaM,0.927
0.0106,Delirium,2WrxTeRLIeLgeQZo98aK54,Delirium,7GwyVFKRiL1SL3L7vXTNRS,0.335,1,288040,0.824,2j74Rhtmxq2qM6ThXzKOYj,0.00195,9,0.101,-7.807,0,Cruz Blanca,The Sound of Everything,18,https://p.scdn.co/mp3-preview/50524270bf3c97ce1d69d9f41eb5641e2cc8eee5?cid=774b29d4f13844c495f206cafdad9c86,0.0616,71.135,4,10,spotify:track:2j74Rhtmxq2qM6ThXzKOYj,0.412
0.96,Songs from the Steppes: Kazakh Music Today,4O3fSsPcZpOdfgO9N6FDgS,Folk Ensemble Of The Presidential Orchestra,7BUPAKIJUs3CqucecmElaI,0.475,1,169067,0.226,2D8yOuIt9amJMcNVbQ2xS8,0.832,9,0.0903,-17.547,1,Buldirgen,The Sound of Everything,1,https://p.scdn.co/mp3-preview/59bceb73138bd4d0e45249d258b5d817731e9da0?cid=774b29d4f13844c495f206cafdad9c86,0.0444,95.124,5,9,spotify:track:2D8yOuIt9amJMcNVbQ2xS8,0.342
0.472,Çerkes Ezgileri,5HXV7qNNoy1qpPURvLXaOT,Gökhan Şen,1bppvvf54W2DXnJKXY9VjV,0.39,1,230621,0.585,5pbILVh964c5JT2kccHTuC,4.07e-06,6,0.0826,-6.535,1,Зэныбжьэгъуищ,The Sound of Everything,21,https://p.scdn.co/mp3-preview/111c696ab02814d85072ba14b516a91890974742?cid=774b29d4f13844c495f206cafdad9c86,0.0364,129.638,4,5,spotify:track:5pbILVh964c5JT2kccHTuC,0.509
0.316,Muchachas,1oXTD4S097rBodrHNgBSSY,Conjunto Los Cariñosos,3b27XWGrOUIGlgiFCGjSd0,0.888,1,186133,0.442,5cEWVOK4n2YPYZDdsNOKLI,0.0,7,0.0507,-11.796,1,Sr. Juez,The Sound of Everything,6,https://p.scdn.co/mp3-preview/fff929f40cc061073aba55c3402a7637668e514d?cid=774b29d4f13844c495f206cafdad9c86,0.0475,121.204,4,2,spotify:track:5cEWVOK4n2YPYZDdsNOKLI,0.965
