acousticness,album_id,artists_id,danceability,disc_number,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,name,playlist,popularity,preview_url,speechiness,tempo,time_signature,track_number,uri,valence
0.109,7xIawVqjedPqzSniGGVPwo,"7KcUsF4LyLu0SIhmwvNSmM,2hBfmHHnM4dS4pJgEJENCg,1yWjbmwKNd1q0PI1V1BuQ7",0.85,1,179801,0.648,7hj4Xv47rqWXyEZRmmQm7G,0.000209,6,0.0787,-7.108,0,Busje (feat. Chivv & Lauwtje),The Sound of Everything,57,https://p.scdn.co/mp3-preview/3c6d8b3dd1726558e40e86efe84e174020cb7d80?cid=774b29d4f13844c495f206cafdad9c86,0.239,102.124,4,1,spotify:track:7hj4Xv47rqWXyEZRmmQm7G,0.689
0.598,5L5Qv8350ZPajCiSoFWmLm,25uGmqV7NJt81bSYlEMKB0,0.634,1,222507,0.614,0oNwIWGkPR3hKjOU8nO3im,5.21e-06,2,0.681,-6.917,1,Saturday Night,The Sound of Everything,49,https://p.scdn.co/mp3-preview/52f2ffb7e73084b420b19b7349bdd1cdb030ce0f?cid=774b29d4f13844c495f206cafdad9c86,0.0258,92.109,4,1,spotify:track:0oNwIWGkPR3hKjOU8nO3im,0.546
0.921,4lZQfyBIn3XizXrLZ5jB14,2Kqa4BYcpEq4KXX9fYmRpH,0.577,1,190600,0.15,5zF4vfTDGZtH1mm2MqQscO,0.0,10,0.105,-9.235,1,Tangled up in You,The Sound of Everything,54,https://p.scdn.co/mp3-preview/6ba3de92673f14a301a8144b32e79108491f6945?cid=774b29d4f13844c495f206cafdad9c86,0.0341,85.007,4,4,spotify:track:5zF4vfTDGZtH1mm2MqQscO,0.493
0.0115,4qTdEoCKez4hHWFKiYUb8A,3BxjasMelf9pKaE4f7Y0So,0.803,1,421853,0.801,25iuPAsp2Rd7GRnnn2yHjo,0.877,5,0.07,-9.826,0,Evening Drive,The Sound of Everything,40,https://p.scdn.co/mp3-preview/8e17c2cca75f77c0532185ed17da3c5f25b5f1af?cid=774b29d4f13844c495f206cafdad9c86,0.0633,128.006,4,2,spotify:track:25iuPAsp2Rd7GRnnn2yHjo,0.572
0.000166,0zaje43WEg1pDWFDCTkgh9,0dMK3g7XAApwIpLTyE7mqJ,0.707,1,494550,0.664,4rfj275eMYToKAP8t8RqYy,0.551,9,0.126,-5.934,0,We Won't Forget - Arty Remix,The Sound of Everything,34,https://p.scdn.co/mp3-preview/51e2def42ef909ec416eb0da3f9f85492d76e738?cid=774b29d4f13844c495f206cafdad9c86,0.111,132.02,4,2,spotify:track:4rfj275eMYToKAP8t8RqYy,0.165
0.159,2j5X2OqBaCbVUCa05vYOOb,"5OW09AsibJEEuonDjFCfTq,5tTHX8CPiN6VMR8YEWecSS",0.834,1,174654,0.606,1OcvdRrt6H0lRhUsNddRyE,0.0261,11,0.108,-7.583,0,Young Kings (feat. Jayboogz),The Sound of Everything,50,https://p.scdn.co/mp3-preview/119bce505615fc081d1a2d2f132a2174967d5af4?cid=774b29d4f13844c495f206cafdad9c86,0.0736,100.001,4,6,spotify:track:1OcvdRrt6H0lRhUsNddRyE,0.653
0.0459,1fyq0aJAq1FDHJQVNoMAtF,"3QqSTuztKnWBfINJHp6ag5,2RrJ2usnFw4uZUGjtpXaNj",0.78,1,185415,0.661,445V1x5hk1wFycmh3hihtk,5.71e-05,9,0.105,-5.516,1,Grof Geschud,The Sound of Everything,19,https://p.scdn.co/mp3-preview/589e3d2e3978e201d02e4244a3590fca236043ea?cid=774b29d4f13844c495f206cafdad9c86,0.387,89.164,4,8,spotify:track:445V1x5hk1wFycmh3hihtk,0.577
0.782,7kdpov73hnV54bBEXzM9OE,69oYb7P9xZrrsokUICbGJh,0.629,1,234646,0.778,3OtKm587Y0UyZ9WqKPr6u6,0.0,2,0.65,-4.25,1,Lekker Lôpe,The Sound of Everything,19,https://p.scdn.co/mp3-preview/34476ead8de810b498ae1620df95bed2911a4a85?cid=774b29d4f13844c495f206cafdad9c86,0.111,129.207,4,5,spotify:track:3OtKm587Y0UyZ9WqKPr6u6,0.792
0.718,5WWOyfEMYPDFqqgEwaeT4I,2qdVdAGPG94RUixj0pyyYU,0.46,1,365773,0.743,4FYOAtDIyn2HGltOxHlfsU,1.63e-06,2,0.365,-6.545,1,Dixie's Land,The Sound of Everything,43,https://p.scdn.co/mp3-preview/54c65499721e757d26e8067638e531c2bcd14ee5?cid=774b29d4f13844c495f206cafdad9c86,0.037,110.757,4,19,spotify:track:4FYOAtDIyn2HGltOxHlfsU,0.811
0.988,6uMK6Xe54RupQSG9KwQSn4,34vSiQ25HNBVUcmydy6I3r,0.411,1,323841,0.1,1o68wOyEIhnxb5zlb2nWTM,0.809,2,0.1,-27.513,0,Le voyageur,The Sound of Everything,1,https://p.scdn.co/mp3-preview/14f491f4d02987fde217b048fb3458eeaf33bf3b?cid=774b29d4f13844c495f206cafdad9c86,0.238,113.233,1,17,spotify:track:1o68wOyEIhnxb5zlb2nWTM,0.0693
0.0155,4Qc2LeP8dRffcyODerNMkt,3JxMeVBFcOpwRTDhmIO1e8,0.176,1,193640,0.939,4lsxE7TLiXz8n7E22yZayg,0.00966,4,0.849,-5.363,1,Betsy Party - Remasterisé en 2010,The Sound of Everything,32,https://p.scdn.co/mp3-preview/af8d7cd2fcb8d0ed9507f6cb9660e26f3ad2a7bc?cid=774b29d4f13844c495f206cafdad9c86,0.0995,188.798,4,3,spotify:track:4lsxE7TLiXz8n7E22yZayg,0.553
0.851,1nuOBOdelvIB0B7CqzVAXE,"3HbYuCFRHmbFH1spvdBL0j,2r0OOIHzHgLmq7aKYXEkar,0MvSBMGRQJY3mRwIbJsqF1,7BJN7t4KAFreVPjoGyqIgU",0.311,1,237120,0.452,7HNXU4kzjW5UnAK2fzs1Tm,0.867,0,0.0835,-14.502,1,March From Things To Come,The Sound of Everything,20,https://p.scdn.co/mp3-preview/88385314cdfc80b78ae1baa54f92adda4505d5ea?cid=774b29d4f13844c495f206cafdad9c86,0.0668,113.654,4,6,spotify:track:7HNXU4kzjW5UnAK2fzs1Tm,0.0734
0.983,6sHQqDDnkmfXvKyj4nhtYF,"5iAhVgz6P8Nylxijb0C65v,17aC1wctGme2P8YC6LVov2,03wei1gynOPSup8cERYf0Z,7xB7TQUAeFWgqdkhGiArgZ",0.259,1,251213,0.0625,5NinL2jNwjeRpHwTFeRSv9,3.59e-06,7,0.1,-21.294,1,"Monteverdi: L'incoronazione di Poppea, SV 308, Act 3: ""Pur ti miro"" (Neron, Popea)",The Sound of Everything,41,https://p.scdn.co/mp3-preview/6b2cf713e419b4b9b553cc69aa65f99c86ef5e13?cid=774b29d4f13844c495f206cafdad9c86,0.0483,76.588,3,3,spotify:track:5NinL2jNwjeRpHwTFeRSv9,0.182
0.982,17p4AhcNQjtAyAa0defo2H,"4kCZ5nyurc9eIqLJfUcW0Y,0L8W3JzyTX29RLKZgc3bqS",0.187,1,283360,0.0437,6WWD5gPnGufgBtYI01I05u,3.43e-05,7,0.137,-27.917,1,There Is No Rose,The Sound of Everything,31,https://p.scdn.co/mp3-preview/b1f666a90b7f2675e085ff3c8db66b098d50dc93?cid=774b29d4f13844c495f206cafdad9c86,0.041,100.828,4,7,spotify:track:6WWD5gPnGufgBtYI01I05u,0.0732
0.83,19pe7q5LiLGqolvDvDHvto,"1mhwtKvBm1ncoOrUtnQUgk,4Ld6KhVOGRdto6GPGRdAhx,13U6np0LvIVvrGltTbhNZh",0.124,1,257027,0.00869,64kB7XwmKidXujBj5YybDC,0.00493,7,0.156,-29.814,0,"Lachrimae Antiquae from Lachrimae, or Seaven Teares",The Sound of Everything,14,https://p.scdn.co/mp3-preview/0ee1aac799503ae6b4d081e98d889dee8da1a8e8?cid=774b29d4f13844c495f206cafdad9c86,0.0398,96.856,4,1,spotify:track:64kB7XwmKidXujBj5YybDC,0.0627
0.0215,40cCEh3KC2YQBrlj5x6hyG,47070T6TbS8YRRbC3y3TAJ,0.789,1,141867,0.598,0KAqvRKijHl7LIWmlDkaC0,0.381,0,0.15,-9.984,1,Call Collect,The Sound of Everything,15,https://p.scdn.co/mp3-preview/e61a17a99e5ab38b13ad9718d1db4c95e7a2393a?cid=774b29d4f13844c495f206cafdad9c86,0.0842,154.552,4,10,spotify:track:0KAqvRKijHl7LIWmlDkaC0,0.886
0.982,5lv3yeNPK0UDTyWrmYOIBX,"0K5dXu1HDEpKlS9VqrK1FY,4zcdZnaSdq8wiqEIlCAdrK,2DMF5PvArh8PhpR1YRDBgv,76V6Eswamdb53xumyIwxuI",0.253,1,284507,0.0389,3Bpz76HcKLySOKg8YaLxHJ,0.956,9,0.0857,-25.529,1,"Piano Concerto No. 3 in C-Sharp Minor, Op. 55: II. Larghetto",The Sound of Everything,25,https://p.scdn.co/mp3-preview/e3c5dfd0b025e29dda6d733133ffa7858e841798?cid=774b29d4f13844c495f206cafdad9c86,0.0361,75.724,4,4,spotify:track:3Bpz76HcKLySOKg8YaLxHJ,0.0552
0.000315,6NsHH43MNyI3q6Uv53jSDf,0EPf9vAXPdFV5Ezp1sMX8B,0.604,1,239360,0.416,3yobQNuKVJ62WDU7h725Fu,0.0165,2,0.0897,-17.154,0,Fade To Grey,The Sound of Everything,60,https://p.scdn.co/mp3-preview/770bf35dcbf4c15c9ac101616a51cb60148095a5?cid=774b29d4f13844c495f206cafdad9c86,0.0372,112.338,4,5,spotify:track:3yobQNuKVJ62WDU7h725Fu,0.512
0.00124,5OFyoxqWQiI7MWlN867V9h,2XRBA6Nc5WTh9cTcvnqOge,0.353,1,139667,0.956,4JGfjGq1ySrwFhwXPERGA2,0.00067,11,0.198,-8.327,1,Life of Crime,The Sound of Everything,36,https://p.scdn.co/mp3-preview/eccc2f56cc51855bada8d11ffb7362315234996d?cid=774b29d4f13844c495f206cafdad9c86,0.0542,140.518,4,14,spotify:track:4JGfjGq1ySrwFhwXPERGA2,0.573
0.00244,3KuY37SEYSxtDiLPZqC5wh,00P2dAOymeYKFx4OSaVgw1,0.305,1,197885,0.92,1KpwAU3UX0E29nGJUtDJ78,0.0,2,0.165,-4.93,1,Beehive,The Sound of Everything,32,https://p.scdn.co/mp3-preview/5497b9a199af075a2e2743982ee2a87a5ec00976?cid=774b29d4f13844c495f206cafdad9c86,0.178,161.224,4,1,spotify:track:1KpwAU3UX0E29nGJUtDJ78,0.455
0.0314,7jvuTIYaBYqbTcLZZwXlIZ,6CsOL9C9iLL0eWKINlDxzQ,0.713,1,265533,0.597,1h20yRsf5WeuHbohrlfcCt,0.0,6,0.0348,-10.741,0,Me Or The Papes,The Sound of Everything,56,https://p.scdn.co/mp3-preview/a6f30f388152722949b0563664d3b305ef08524b?cid=774b29d4f13844c495f206cafdad9c86,0.37,169.646,5,11,spotify:track:1h20yRsf5WeuHbohrlfcCt,0.803
0.0952,1Ma8vhpKNXqAtKhnPNET5q,0PHXRchyECGj96MB2v1xiP,0.618,1,255587,0.628,4kTUhAWEACotVYFSL6Jb3e,0.000263,1,0.157,-8.498,1,Steady,The Sound of Everything,20,https://p.scdn.co/mp3-preview/9b0f12eaa4cb571f8bbec8d512032501e2bb7a29?cid=774b29d4f13844c495f206cafdad9c86,0.0864,86.883,4,2,spotify:track:4kTUhAWEACotVYFSL6Jb3e,0.862
0.768,1J3enVyckc2vOR0xOK1jZX,1WoU8lOx3E5zywST7ov4NL,0.665,1,172305,0.37,2Rt87txGAEFKxZCfdwhka7,8.44e-05,8,0.278,-12.31,1,Kaes On Aeg,The Sound of Everything,37,https://p.scdn.co/mp3-preview/f79693e5500549464174f65ccf8ef5181dcf1178?cid=774b29d4f13844c495f206cafdad9c86,0.0355,96.91,4,3,spotify:track:2Rt87txGAEFKxZCfdwhka7,0.706
0.591,0XLV6vIukKpejiSTAaSPPi,24DQLSng7bKZD4GXLIaQbv,0.326,1,142693,0.326,6zwvB879PJSpTyFcg2wwnL,0.918,0,0.494,-15.144,1,"The Theme from ""A Summer Place""",The Sound of Everything,54,https://p.scdn.co/mp3-preview/8312667a50c3908c5aea84554eefb2812159d2fb?cid=774b29d4f13844c495f206cafdad9c86,0.0297,186.232,3,8,spotify:track:6zwvB879PJSpTyFcg2wwnL,0.87
1.12e-05,6DQLR71LcwKeMNMmaDmoII,66wNfsUB8ky8Ryj5a2OQvF,0.469,1,197323,0.97,383Pg9M31bBVA3PskJOJUp,0.0396,1,0.34,-5.577,0,Hero Insomniac,The Sound of Everything,18,https://p.scdn.co/mp3-preview/85c0663877f9010d34697de460e87f8ccce15be1?cid=774b29d4f13844c495f206cafdad9c86,0.0668,100.004,4,1,spotify:track:383Pg9M31bBVA3PskJOJUp,0.259
0.808,7bMM9dGFfmkSDkUZefvmlN,0pqBsn1ZOCfsGsN75HfIsj,0.417,1,280027,0.533,0stZEhMCA9iaGUAtA1XNAJ,0.021,7,0.0964,-10.955,1,Wrecking Ball,The Sound of Everything,0,,0.0345,169.067,4,5,spotify:track:0stZEhMCA9iaGUAtA1XNAJ,0.313
0.00133,37812I03ggicgeRTImAJfh,2tyMOS8xKREgpEwHnLc6EX,0.847,1,302640,0.883,3iZIki3LcOtyY3Cg5DEllm,0.594,6,0.161,-8.751,1,Headhunter V1.0,The Sound of Everything,41,https://p.scdn.co/mp3-preview/1c984a9d448c26a1e81f4d235791285a98b2cfe5?cid=774b29d4f13844c495f206cafdad9c86,0.0643,123.033,4,11,spotify:track:3iZIki3LcOtyY3Cg5DEllm,0.844
0.98,0lsINQ5eGOr4GBVfZYDqyI,"1tbxopipOkDjnRDfMKj535,2qW0CNnmvdEQwiabdareHi",0.412,1,253173,0.0227,0od5R0qVfDsWJKa3SL2wa9,0.922,9,0.112,-26.566,0,Sacred Place,The Sound of Everything,43,https://p.scdn.co/mp3-preview/71706973f5fa9edbc0599042e6b05b69993d1384?cid=774b29d4f13844c495f206cafdad9c86,0.0527,90.803,4,4,spotify:track:0od5R0qVfDsWJKa3SL2wa9,0.121
0.586,6zaEhvTsK9DkfoLNEstv8Q,5hvUfWiYBLJtjnNGDSewdt,0.619,1,166040,0.558,3sCjmzMjxrqw65nMpJno84,0.000138,2,0.101,-8.99,1,Ain't No Grave,The Sound of Everything,16,https://p.scdn.co/mp3-preview/5a555a3f68d95d42bb71bb9872c3e8e91ff2a73a?cid=774b29d4f13844c495f206cafdad9c86,0.0294,79.051,4,3,spotify:track:3sCjmzMjxrqw65nMpJno84,0.802
0.914,4dK7wCctedLAuuM70ekUlT,2g2c4BKYVzU5nKD326EbXR,0.697,1,224107,0.245,7msOGQhkexWYDyUuzeiddi,0.0,4,0.0986,-11.056,0,1537,The Sound of Everything,37,https://p.scdn.co/mp3-preview/72c3f489803c0629459cbe3304f7b83fe62e5dc7?cid=774b29d4f13844c495f206cafdad9c86,0.036,133.925,3,13,spotify:track:7msOGQhkexWYDyUuzeiddi,0.281
0.424,6Abzs1QKczzZ2vVLSf1bH9,45nJ2GweSs0s4gWVGHLhYu,0.619,1,200870,0.477,3BmtYNRAzVoKjfOccz83Es,0.00144,5,0.105,-8.562,1,Única,The Sound of Everything,41,https://p.scdn.co/mp3-preview/217690d5fffb971f5f6775246a7e0260860f8025?cid=774b29d4f13844c495f206cafdad9c86,0.0314,92.055,4,1,spotify:track:3BmtYNRAzVoKjfOccz83Es,0.229
0.481,2fiRL4kZheNvGRMJjRUlb6,103xS8KmldMIFzgcD7FzhP,0.728,1,232829,0.433,3goI2lIgiZ9Z1wKNXUdLhQ,0.0,11,0.223,-8.265,1,Aire al Respirar,The Sound of Everything,41,https://p.scdn.co/mp3-preview/e3be1fd843e0530deef93767928d9a7721981c6e?cid=774b29d4f13844c495f206cafdad9c86,0.116,83.99,4,3,spotify:track:3goI2lIgiZ9Z1wKNXUdLhQ,0.695
0.000277,7od5erHuDrLwWySdecKpcJ,5YA1c6yVkPnflTLMfOgjzc,0.414,1,204004,0.896,1YlOdKPa0LBTqOnFAxWPLQ,8.29e-05,1,0.365,-4.128,1,Retrospect - Single Version,The Sound of Everything,52,https://p.scdn.co/mp3-preview/c70ec12839cf347f8d913a53928378a761419e4f?cid=774b29d4f13844c495f206cafdad9c86,0.085,159.054,4,1,spotify:track:1YlOdKPa0LBTqOnFAxWPLQ,0.498
0.0227,4RYVmVD6vANeSxtllmriqp,43YKLzHi1rFSnS0mCX4ujp,0.293,1,505000,0.89,1jOFNMKpWzoqO6Cho7bA3N,0.0326,3,0.0512,-4.228,0,Of Rock and Stone,The Sound of Everything,12,https://p.scdn.co/mp3-preview/2f2d71e33d23993c6bf1e28132453003dc4c6d11?cid=774b29d4f13844c495f206cafdad9c86,0.0493,101.096,4,2,spotify:track:1jOFNMKpWzoqO6Cho7bA3N,0.51
0.0561,4Cq0dfyCX1msQ6ZRbdT4YG,"4AVFqumd2ogHFlRbKIjp1t,5pUo3fmmHT8bhCyHE52hA6",0.587,1,220141,0.648,4ZTTUAjJCd4NMZmIU7RB4c,0.0,11,0.115,-6.927,0,Midnight (feat. Liam Payne),The Sound of Everything,77,https://p.scdn.co/mp3-preview/e5221abccf9aafa2b6354ea2f266af431e4e7035?cid=774b29d4f13844c495f206cafdad9c86,0.0439,144.028,4,1,spotify:track:4ZTTUAjJCd4NMZmIU7RB4c,0.281
0.172,2yWzqYipS7h2bDzA9ojotI,4tUP4gz64sNmLHP1M2eLI5,0.654,1,154921,0.328,0J72AmGZYBnGjScXT38JcO,0.000187,0,0.113,-8.384,1,"Again, Again",The Sound of Everything,29,https://p.scdn.co/mp3-preview/e5b24b3cd3dd445ec6b444042370932a285f94ac?cid=774b29d4f13844c495f206cafdad9c86,0.0321,147.21,4,8,spotify:track:0J72AmGZYBnGjScXT38JcO,0.572
0.368,64DY9gqA0dWDjP7v6NSlVL,2GVksDv9UpY60i4CvytrZK,0.915,1,275480,0.78,7MJGLlPFKG1g2p4Sa5gZog,0.000688,1,0.104,-5.849,1,Ya Abyad Ya Eswed,The Sound of Everything,54,https://p.scdn.co/mp3-preview/9fa5c861c52c23f6755b2b71adffe0aa17f69673?cid=774b29d4f13844c495f206cafdad9c86,0.0404,129.997,4,3,spotify:track:7MJGLlPFKG1g2p4Sa5gZog,0.909
0.203,1p9ij7JhwWj4vQrfMcUc12,"7yBuSjd5Z3w7acodk51evR,2BBnFUgIaLHqoRYPfshoPb",0.671,1,247500,0.459,37Qs3XrDloB2ocXfAhVnmL,0.0,4,0.0963,-7.909,0,Ala Ba'ady,The Sound of Everything,49,https://p.scdn.co/mp3-preview/e2744305a647f285904c666e50756d51c5b54eb2?cid=774b29d4f13844c495f206cafdad9c86,0.155,203.917,4,1,spotify:track:37Qs3XrDloB2ocXfAhVnmL,0.382
0.299,0zBxKqULhsSAiY3qWbeJMM,5LtHZB7vU02HtNoOzNcVhc,0.78,1,195048,0.657,5P1lXXSESjRau7dg9l6egg,3.79e-05,4,0.165,-5.503,0,Hayaty Msh Tamam,The Sound of Everything,53,https://p.scdn.co/mp3-preview/e9160d84af0dfc5557c7ce89dab6c7a744bb90b7?cid=774b29d4f13844c495f206cafdad9c86,0.0332,99.984,4,1,spotify:track:5P1lXXSESjRau7dg9l6egg,0.719
0.694,3nCsDhn4SqCiBw7CbEKjF6,4NNgIdH8wqL8Ka0MIIl6H4,0.617,1,245453,0.755,101sIVyiX5nGfQqeE5cFTR,0.0009,1,0.35,-12.187,1,Luxor Baladna (Saidi),The Sound of Everything,26,https://p.scdn.co/mp3-preview/3f99320c2b9534679721385035dc210ef8413083?cid=774b29d4f13844c495f206cafdad9c86,0.102,119.464,4,3,spotify:track:101sIVyiX5nGfQqeE5cFTR,0.518
0.628,30iqYID1JMBXLVFfErwTSd,75U40yZLLPglFgXbDVnmVs,0.236,1,350880,0.658,5meJWQuHyHDsOjWF8AtSDe,0.00927,9,0.276,-6.059,0,The Widow,The Sound of Everything,49,https://p.scdn.co/mp3-preview/4e3a0fcc55ad3b8bec32a129ddc4aee38e6b3b9d?cid=774b29d4f13844c495f206cafdad9c86,0.0349,106.222,3,2,spotify:track:5meJWQuHyHDsOjWF8AtSDe,0.106
0.94,3qFUz77lFTarOn9nSzSkAY,0sRVVDpgF2sKzPBkDszzUl,0.176,1,387269,0.206,2NOCvQQPWRz19g6cK4rR7g,0.753,8,0.0924,-21.862,1,Hyphae,The Sound of Everything,31,https://p.scdn.co/mp3-preview/964ee9fb7133b2a43a6ed76c4902a830da0a5082?cid=774b29d4f13844c495f206cafdad9c86,0.0453,85.189,4,1,spotify:track:2NOCvQQPWRz19g6cK4rR7g,0.0345
0.0226,0YSybrBdEaK0S2XyR2HGjC,3kl3akpVRNZiwNn3L9Hllk,0.789,1,265947,0.739,1TTbSC0v0D0jWMDPxJrIsI,0.878,9,0.309,-8.876,1,Chump Suey,The Sound of Everything,26,https://p.scdn.co/mp3-preview/ff6021a1677b10e1fe455b16aca963148622214f?cid=774b29d4f13844c495f206cafdad9c86,0.0527,109.077,4,3,spotify:track:1TTbSC0v0D0jWMDPxJrIsI,0.749
0.0704,3nToFx6LGlS7AUa01g1KCa,"5MPJKwuEzyWgfueKrogllD,6iDaoPZVgxrTkndDCisX8F",0.654,1,317820,0.616,5qORQA2LGzwmmCjLgHtHS6,0.297,9,0.198,-9.803,1,Old Time Used to Be,The Sound of Everything,40,https://p.scdn.co/mp3-preview/c68b56759db5b6c5a2240674e84788f360a4193d?cid=774b29d4f13844c495f206cafdad9c86,0.0569,123.437,4,5,spotify:track:5qORQA2LGzwmmCjLgHtHS6,0.759
0.0142,1jS5YBMTwMnFRoteVHOi3i,6GGVr7WgIWhsnJNdGyPklP,0.916,1,319413,0.704,6noajkkuZkla4d8E6sYUiY,0.0114,4,0.0613,-10.923,0,Egypt Egypt,The Sound of Everything,42,https://p.scdn.co/mp3-preview/c815c5ed860172fa508a98da733bb06bc215d05e?cid=774b29d4f13844c495f206cafdad9c86,0.0942,127.051,4,5,spotify:track:6noajkkuZkla4d8E6sYUiY,0.476
0.121,7DwfPMnhaRbaWqt03jFokd,"0YX8LuMQAh6ousnyhwXbkz,3qndygm4Vx7bEW8tNyDKSY",0.813,1,163478,0.897,7gatSZfAOubg3wjlKXYpM9,0.00106,7,0.126,-4.778,0,Fernando Alonso,The Sound of Everything,64,https://p.scdn.co/mp3-preview/26b1ea8fb4fc94e6efd8d28928dc0d32fcd95694?cid=774b29d4f13844c495f206cafdad9c86,0.0541,137.981,4,1,spotify:track:7gatSZfAOubg3wjlKXYpM9,0.899
0.282,1F1qa9QPgAU8O0qcSofJO3,"48wMnqPDAPvl1D1jZ940N8,1nLw9CVpFRIjloeNQZteT3,4SkHS4kCrdABhw4KLVrOz0",0.882,1,285667,0.73,1ReucPNgGHFJuCLcyeHGJ3,3.84e-05,10,0.347,-6.696,0,Do U Remember ?,The Sound of Everything,34,https://p.scdn.co/mp3-preview/aca1c87e3a1e9de6eab6707b9fa3f6bf3e435f98?cid=774b29d4f13844c495f206cafdad9c86,0.062,137.979,4,6,spotify:track:1ReucPNgGHFJuCLcyeHGJ3,0.839
0.129,2jZGy0iv39ZQTpXZJ8K7pC,"53cQZtWDwDJwVCNZlfJ6Qk,4qkd0mJrHlIU3foNeKpUbp",0.702,1,185714,0.844,73AA7MGpI602u0T9SyL6uu,4.31e-05,6,0.139,-4.739,1,Rolling Stone,The Sound of Everything,57,https://p.scdn.co/mp3-preview/8aceeb7fd308cfc6f83d8bbbbc12e44a005ef3cb?cid=774b29d4f13844c495f206cafdad9c86,0.0508,126.036,4,1,spotify:track:73AA7MGpI602u0T9SyL6uu,0.788
0.0154,0Zmj2c0w8Guh4sSblM068O,41ITYFOUrXrzWhudmBYC0X,0.786,1,301800,0.557,4pJ9shfcBs2BCpbD6IwzeC,0.125,7,0.21,-8.023,0,Glamour Girl,The Sound of Everything,49,https://p.scdn.co/mp3-preview/f155375f628466b08678f193af1d1ab88751da84?cid=774b29d4f13844c495f206cafdad9c86,0.0428,123.882,4,8,spotify:track:4pJ9shfcBs2BCpbD6IwzeC,0.413
0.0742,3ZXPjs7JZejedxBbXobWRA,"2ny2IhV61AbrsaWpjvGM7m,4mnY9Vvz3GXQIyHljvWnY1",0.747,1,231562,0.872,1d5obgzCOtwq9qaxfe4Hpw,0.00039,8,0.149,-4.233,1,Rayos de Sol,The Sound of Everything,57,https://p.scdn.co/mp3-preview/45df53c26814f9ff1a7e16f5b7c86988fbba1ccc?cid=774b29d4f13844c495f206cafdad9c86,0.0355,128.013,4,1,spotify:track:1d5obgzCOtwq9qaxfe4Hpw,0.882
0.542,4rvVYOMFKN0gJeFfvMpgBb,"0iOe7zpme8Z6oTs4ffvJjX,31ufWigY0fDQ8p8EJxvaGH",0.612,1,234734,0.719,64mmB4Jx8eI4tCSDhypE41,7.76e-06,7,0.0424,-6.451,1,Crazy in Love - Electro Swing Version,The Sound of Everything,45,https://p.scdn.co/mp3-preview/20b61dffa1cb7bf9e0062abd1ca9341c9f94fa15?cid=774b29d4f13844c495f206cafdad9c86,0.287,201.978,4,1,spotify:track:64mmB4Jx8eI4tCSDhypE41,0.893
0.00407,1IA9UprtY9ku0cQMtdcBDh,0KETuRn1Qq622O6Q0WN1r9,0.808,1,141905,0.851,7BpbsJDVgCCYGjmbBDGhJG,0.00089,1,0.373,-5.434,1,Right Now (Na Na Na),The Sound of Everything,50,https://p.scdn.co/mp3-preview/13d4eecd0b075ecde87ef8257c0210ec261d69b2?cid=774b29d4f13844c495f206cafdad9c86,0.142,126.015,4,1,spotify:track:7BpbsJDVgCCYGjmbBDGhJG,0.33
0.425,6WmU61rctNH1Jc27w4AVj6,2AAS7xp8XZFaqCvmL2hyeG,0.598,1,345600,0.57,0fM7uXEtZem2mIKkayeOQg,0.959,4,0.104,-10.378,1,Ghost In The Circuit,The Sound of Everything,38,https://p.scdn.co/mp3-preview/8b67a2807c22db73434f9fc3f75674c8fc71c664?cid=774b29d4f13844c495f206cafdad9c86,0.0233,79.986,4,8,spotify:track:0fM7uXEtZem2mIKkayeOQg,0.176
0.0623,2GNOAm3mRWXBv8HDciMjaq,1Jp2BVxy67R0OaudOV9lm1,0.758,1,208987,0.682,4dVcaqqxV7alre6c1vRoik,0.00111,0,0.335,-5.794,0,L'escalier,The Sound of Everything,55,https://p.scdn.co/mp3-preview/67aa01db47c962aef96eafdbe0dd622403668fb9?cid=774b29d4f13844c495f206cafdad9c86,0.0496,111.963,4,3,spotify:track:4dVcaqqxV7alre6c1vRoik,0.923
0.993,63ee2BYCQVmebj0ZgxhxL0,27YluXpxOS5Bsvl2yb5iRZ,0.31,1,180000,0.077,1sSJ4jPs0CkRd1iiy4ELZh,0.909,5,0.0953,-20.495,1,Moonflight,The Sound of Everything,23,https://p.scdn.co/mp3-preview/829e515c9a691efe6c41679be674ce58009d9164?cid=774b29d4f13844c495f206cafdad9c86,0.0493,125.927,1,6,spotify:track:1sSJ4jPs0CkRd1iiy4ELZh,0.04
0.0942,0tHhnlGo7GioeEP5Hag1Pr,2cf0EGNAchqIlIFdvyGwTo,0.529,1,352240,0.514,4R6eZfEXU1LAxaGxDvb224,0.819,1,0.0878,-16.353,1,(Jaw Tension) No Thought Left Alive,The Sound of Everything,1,https://p.scdn.co/mp3-preview/574dfbf8ed1e2ab74cc8003855112ad6fe1ccf0e?cid=774b29d4f13844c495f206cafdad9c86,0.327,146.914,4,2,spotify:track:4R6eZfEXU1LAxaGxDvb224,0.0405
