acousticness,album_id,artists_id,danceability,disc_number,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,name,playlist,popularity,preview_url,speechiness,tempo,time_signature,track_number,uri,valence
0.685,2uoWnB7zh1s7Wuqj0zXT7e,1DFpmKLluE3dgqLgZSMFeW,0.32,1,234373,0.404,4uQNBfrq45J6V12sirBSub,0.0,7,0.1,-9.026,1,Toma Meu Coração,The Sound of Everything,37,https://p.scdn.co/mp3-preview/299e2e60733055cdf698c429389fdf8c1f23ef1b?cid=774b29d4f13844c495f206cafdad9c86,0.026,82.341,4,2,spotify:track:4uQNBfrq45J6V12sirBSub,0.337
0.00215,4OJGTVA3WqZpl8cUK1zVuq,18QWe6vnAE1n1FnO0wAfPN,0.558,1,260840,0.882,4hpJT2KzDvOqjaeXrVsaMP,0.00447,10,0.138,-4.987,1,GALAXY HidE and SeeK,The Sound of Everything,37,https://p.scdn.co/mp3-preview/30aa68cf853197cfe5aa8f3435376cd8c6ecac7d?cid=774b29d4f13844c495f206cafdad9c86,0.0365,140.968,4,1,spotify:track:4hpJT2KzDvOqjaeXrVsaMP,0.446
7.24e-05,4e4UXX3d7V75zhCToX4rBE,1U6VZQrgQ4CNXbS6FpP0QC,0.343,1,566759,0.944,5XxNnIPKf4E3JsQSLpUNkj,0.903,8,0.131,-6.383,1,The Omniscient,The Sound of Everything,25,https://p.scdn.co/mp3-preview/fe2ad5c30427143d3256368d8fa983150d03dd7d?cid=774b29d4f13844c495f206cafdad9c86,0.117,95.012,4,2,spotify:track:5XxNnIPKf4E3JsQSLpUNkj,0.0347
0.182,4B9sP3X9aynlMyU0fABkJg,2t3eEaWiT5weaCJIh6aRv2,0.703,1,250973,0.376,6Dk44ETT575wnldT5GUHAQ,2.88e-05,11,0.195,-5.968,1,Walk Away From Love,The Sound of Everything,45,https://p.scdn.co/mp3-preview/8877bb6476ea39c04ef9102c8a883ac750129cb7?cid=774b29d4f13844c495f206cafdad9c86,0.0703,165.438,4,1,spotify:track:6Dk44ETT575wnldT5GUHAQ,0.494
0.776,3AYySTWQcSHOFlnd4YVo68,0gij0yLpGhL3qxHxgYTAQH,0.197,1,276067,0.0528,3J6H6agNTZOD5jqxYef9w1,0.694,1,0.111,-30.64,1,Albuquerque Hotel Room,The Sound of Everything,2,https://p.scdn.co/mp3-preview/3524a1a94b9c2c7d114a275b2c80760fe161be11?cid=774b29d4f13844c495f206cafdad9c86,0.0614,115.111,3,8,spotify:track:3J6H6agNTZOD5jqxYef9w1,0.061
7.77e-06,6sp9iV4yt01OcOeue02edD,29BUhhygenDpPj5pat2oOR,0.446,1,203920,0.852,7fM2EOxQK45HrlXZ4m1ybL,0.0626,1,0.124,-3.025,1,Rise Or Die,The Sound of Everything,27,https://p.scdn.co/mp3-preview/f2079cbc286fefc9a12aec5f33c203f9fe0fe113?cid=774b29d4f13844c495f206cafdad9c86,0.0705,91.23,4,1,spotify:track:7fM2EOxQK45HrlXZ4m1ybL,0.44
0.589,1qrCgERhqeKMIbaahuDLuw,6nKu0lgPQ0uNcTEPcQt8Pp,0.637,1,254987,0.45,3tmon7vlXaCLOjhPFnatpJ,0.0,7,0.234,-9.844,1,เหนื่อยจังอยากฟังเสียง,The Sound of Everything,28,https://p.scdn.co/mp3-preview/5afad32bfc84d8370be584137dca313757fc655e?cid=774b29d4f13844c495f206cafdad9c86,0.0281,125.929,4,1,spotify:track:3tmon7vlXaCLOjhPFnatpJ,0.624
0.911,58uFEGoDHIgY8Kc5hwPUQx,60bbwj8ISwTGE9ruYzLKlw,0.674,1,175200,0.644,67OC6hxdrpwyc7kSIpLJzW,0.884,2,0.122,-10.208,1,Despacito,The Sound of Everything,38,https://p.scdn.co/mp3-preview/861204406c5210111254ad6c9d8bcf4e878a00c5?cid=774b29d4f13844c495f206cafdad9c86,0.0479,129.997,4,1,spotify:track:67OC6hxdrpwyc7kSIpLJzW,0.39
9.27e-05,72tfM1e3ixaCKFCZNf9mXu,4DIGSGUxRduSFbZ1UuVIZz,0.182,1,131587,0.639,2FQlYZpiefkh2XEaifXhAR,0.00117,2,0.367,-3.241,1,Malmö City,The Sound of Everything,9,https://p.scdn.co/mp3-preview/1614abed2458ed9f33ecca21a79b96af2d8cc9e0?cid=774b29d4f13844c495f206cafdad9c86,0.0407,159.985,4,2,spotify:track:2FQlYZpiefkh2XEaifXhAR,0.77
0.199,1uGKBJI4Ac1sqMpFO96nsv,"4AnfkioZaeHhGUMG0qF03o,0AIzSAisaARpSG26MvzYyM",0.69,1,199743,0.634,7MmMawzjpHwypQT6NHMhiG,0.0,1,0.0627,-6.256,0,Springstof,The Sound of Everything,37,https://p.scdn.co/mp3-preview/9baad216022f61124e48b2efc8ff85d0b1e2d32d?cid=774b29d4f13844c495f206cafdad9c86,0.0364,138.041,4,1,spotify:track:7MmMawzjpHwypQT6NHMhiG,0.655
0.908,5taT92fiWpom4ns7OahIWg,"1zr3Glld0PGkG712MpViPE,2YQakjVQzzQCDE9L0DEKdk,2atTYZEMWeXx8k7q9BUX5a,4qSgTTxvRWQo28LX3mH7Tx",0.549,1,126773,0.16,4tlMIL3twwIMzXnTkg0ruJ,0.668,7,0.114,-18.758,1,Eccho or Allmane,The Sound of Everything,28,https://p.scdn.co/mp3-preview/21794d84f5239861f7b35ff2d4c8df797efaae27?cid=774b29d4f13844c495f206cafdad9c86,0.0671,119.342,4,7,spotify:track:4tlMIL3twwIMzXnTkg0ruJ,0.631
0.419,1iNkiixplfUTHATKHPDtXe,3T2c5a59It2uLZ7cSjgO9c,0.856,1,235807,0.627,2jcRhHwvGDqPY1Z31iJvUO,0.000635,8,0.168,-6.464,1,Bommeléer,The Sound of Everything,18,https://p.scdn.co/mp3-preview/ef4da9c3cbb3ba6629c30339f4eb1c80ea44d2f0?cid=774b29d4f13844c495f206cafdad9c86,0.0509,132.062,4,1,spotify:track:2jcRhHwvGDqPY1Z31iJvUO,0.29
0.0261,6lbvRJMvyz5s8iddP3KJLR,5eTXENvednmXhr6r5lUWhY,0.636,1,277480,0.723,2kMLIAMcNDoVLfQj5oDMAQ,0.106,11,0.121,-9.847,0,Apart,The Sound of Everything,46,https://p.scdn.co/mp3-preview/31aafcecdb1861dbc616618d1fe5da5ffceb3cf7?cid=774b29d4f13844c495f206cafdad9c86,0.0324,118.006,4,1,spotify:track:2kMLIAMcNDoVLfQj5oDMAQ,0.264
0.00876,4VxMux5i6gkDn3WOrn9XnQ,1xSu6wtM3yEVCWaMCB3QZj,0.449,1,394266,0.846,3HkpAQVRcATVSNguFoQ9lT,0.464,8,0.107,-7.179,1,Mirage,The Sound of Everything,16,https://p.scdn.co/mp3-preview/f637a7fb36c616b7d6284a49bc5406728a47336d?cid=774b29d4f13844c495f206cafdad9c86,0.0436,94.992,4,2,spotify:track:3HkpAQVRcATVSNguFoQ9lT,0.126
2.61e-05,6wD35wBRmhaXhixjDaa9ir,4ky1T6mikzP88kx3NOGqaR,0.639,1,427595,0.886,0a9OH6kucMGU5jO5t9nSoX,0.832,6,0.395,-7.723,0,The Room - Braincell Remix,The Sound of Everything,14,https://p.scdn.co/mp3-preview/6853e448b549c8cde9f6ef0b47abd152947c6c5e?cid=774b29d4f13844c495f206cafdad9c86,0.0529,145.981,4,8,spotify:track:0a9OH6kucMGU5jO5t9nSoX,0.367
0.642,6NpAkxqtoiHF1EI3VXUoSm,71EJVeL2DWdKLkATMazqV2,0.278,1,192707,0.447,2WOkWUQJGctOP0QUVopifQ,0.0,10,0.362,-9.933,1,Bitola moj roden kraj,The Sound of Everything,16,https://p.scdn.co/mp3-preview/ffd45d363a06cd67e505d52c39000fcd248ff8ac?cid=774b29d4f13844c495f206cafdad9c86,0.0339,137.586,3,14,spotify:track:2WOkWUQJGctOP0QUVopifQ,0.883
0.683,2jLXqI5eSeFWGJk4d55pcB,0rXnfWL0gCATJTjiQlH3M7,0.73,1,222547,0.507,5IPpxijot61yHtdePXY0jZ,0.0233,11,0.09,-8.579,0,Milice,The Sound of Everything,15,https://p.scdn.co/mp3-preview/d13a26c369073f1f93f5e132f928b78d72acd903?cid=774b29d4f13844c495f206cafdad9c86,0.0416,100.906,4,9,spotify:track:5IPpxijot61yHtdePXY0jZ,0.645
0.404,1adkcWascTQf3fX5Xp5W6t,"3C4Rcz99x3lhWNCj6MXqHu,3gsp4PXZKqOqaOK166AdMh",0.804,1,212308,0.542,3R6yWzy9yWe8TgHidRJjYk,0.0,4,0.131,-6.635,0,Dijamanti,The Sound of Everything,35,https://p.scdn.co/mp3-preview/e7502f2b65f952fa23fa6f2821a55cbae67637af?cid=774b29d4f13844c495f206cafdad9c86,0.0654,129.989,4,1,spotify:track:3R6yWzy9yWe8TgHidRJjYk,0.376
0.0283,7GWdlXZ5UrBgnA6Vc4LQ3k,7m6hnAZTo9LXCvJFgP1vpS,0.626,1,231223,0.958,0qHT5elQ5RNmTA7oDKgb1m,4.2e-06,3,0.268,-3.376,1,星間飛行,The Sound of Everything,39,https://p.scdn.co/mp3-preview/113e34ea32c8dc0403c7958800778006bca93b92?cid=774b29d4f13844c495f206cafdad9c86,0.0419,130.992,4,1,spotify:track:0qHT5elQ5RNmTA7oDKgb1m,0.863
1.12e-05,2Qo9lJydzuAmcBUjGOvrMQ,339DNkQkuhHKEcHw6oK8f0,0.595,1,318507,0.889,4gAU0cHQJFxj1n2ZDiEIzG,0.551,7,0.118,-7.163,1,Step On - 2007 Remaster,The Sound of Everything,57,https://p.scdn.co/mp3-preview/9eed5f4129e3a1435466b0961f3d3f3d1046c770?cid=774b29d4f13844c495f206cafdad9c86,0.0332,105.153,4,8,spotify:track:4gAU0cHQJFxj1n2ZDiEIzG,0.45
0.964,1PBNaeZsaMJXYJH1MMegBv,"4LMMixG7sFNPlGN8vCBMVg,2925hQbrcaaFN6uGKPAvNm",0.221,1,169238,0.121,40OrQjX2EwDUBJmckL6fG9,0.0,8,0.326,-18.688,0,Se l'ardor foss'equale,The Sound of Everything,13,https://p.scdn.co/mp3-preview/acba6c31b0eed0784b8531e4f4fce3989f69b54b?cid=774b29d4f13844c495f206cafdad9c86,0.0388,108.869,4,1,spotify:track:40OrQjX2EwDUBJmckL6fG9,0.0921
0.394,5MvlMik3WclvQcrAEuDVoW,7s2R3wQtKxLUfjbe31CXy1,0.783,1,227520,0.951,56SXuokuyvqknK7MyuZ0Rq,0.898,6,0.0462,-7.46,0,Allah ya baba,The Sound of Everything,22,https://p.scdn.co/mp3-preview/05359ce1a4237b944bde29cc8033323964d48014?cid=774b29d4f13844c495f206cafdad9c86,0.0391,110.034,4,2,spotify:track:56SXuokuyvqknK7MyuZ0Rq,0.966
0.00339,1ZcBeEys0bRyY6ICSDlGhD,1ZDbkSJCROm3BooM6718Am,0.62,1,158747,0.824,6fsEXF8OM1ZyLCzUg4ergP,0.0,9,0.0389,-5.055,1,K-k-Kétszer,The Sound of Everything,32,https://p.scdn.co/mp3-preview/6872ae2d5343e3f58b6fccd4492e5a38165a74d7?cid=774b29d4f13844c495f206cafdad9c86,0.0742,116.115,4,14,spotify:track:6fsEXF8OM1ZyLCzUg4ergP,0.901
0.647,37IJ70y7FSpta7ZWQirml9,4v7pPA3MGK2QXBBXguvF3e,0.584,1,402533,0.563,69Ybc6h921nNBD2SJZ2H9z,0.0,2,0.582,-11.427,0,Macska-duett,The Sound of Everything,23,https://p.scdn.co/mp3-preview/1f3f11e4c39f41d324110b09c66dd362d0eaffd6?cid=774b29d4f13844c495f206cafdad9c86,0.519,127.113,3,9,spotify:track:69Ybc6h921nNBD2SJZ2H9z,0.707
0.195,71c7Tu9i4BNgaz5OlhdC1C,6scgON5Pva5MMPwmy5x538,0.515,1,292180,0.853,1ElMAye7ifmhBeJRsgZ8Aa,0.0,2,0.344,-5.463,1,Csárdás Mix,The Sound of Everything,26,https://p.scdn.co/mp3-preview/0823a3a0c83db16768937e1e34e6f641c8c50ed6?cid=774b29d4f13844c495f206cafdad9c86,0.21,139.909,4,10,spotify:track:1ElMAye7ifmhBeJRsgZ8Aa,0.754
0.155,7e9qVvL2Rdhi4h8hnEREZz,"2ravlrMiNARUWPDDnlUIyy,6j3NgXHowHRpL8NC7lAgbr",0.577,1,219481,0.532,44x5WvzB8ERLLD12xwe1bW,0.0,3,0.139,-7.257,0,Mátkám,The Sound of Everything,37,https://p.scdn.co/mp3-preview/40297f1734128b034c8ba4e2cc8fe438c0ae82a0?cid=774b29d4f13844c495f206cafdad9c86,0.273,141.984,4,6,spotify:track:44x5WvzB8ERLLD12xwe1bW,0.502
0.194,2kUP4HUqHWNslusZ6Ly5w4,"5rNrRYsRVaRJDQhA1PEC6t,18foZksTwFHJIDFX9mBO2H,5D9oikZ4ncJETBXgLhXSdv",0.776,1,159000,0.911,44p2pP4M0J6ZlEEyIpQu6R,2.58e-05,0,0.104,-4.67,1,Mahrgan Ekhwaty,The Sound of Everything,55,https://p.scdn.co/mp3-preview/626e94b05fc23505ffbf1bc43490547832cc7bba?cid=774b29d4f13844c495f206cafdad9c86,0.0517,140.013,4,1,spotify:track:44p2pP4M0J6ZlEEyIpQu6R,0.674
0.145,3fjrZU6vFRHr2WWflvbias,3tM6SwRysCaIK0kW4h0mVP,0.636,1,249160,0.774,1qsoQzhJM3eHiF6EFjajZL,0.0,0,0.633,-5.474,1,I'm Awesome,The Sound of Everything,48,https://p.scdn.co/mp3-preview/e922a7b76bbb24aff0766e0392abd961312fdd85?cid=774b29d4f13844c495f206cafdad9c86,0.344,92.429,4,1,spotify:track:1qsoQzhJM3eHiF6EFjajZL,0.774
0.46,4mjuDXXMpjq6tYLcMLBPNK,"10sXhuXBXmBV5VfT9JasFv,6IbM5ng5cjZuZoCSjEO6LR",0.615,1,254293,0.616,0IUrpOSLzCcnn0DiESAnKt,0.0,2,0.613,-10.043,1,Be In Love,The Sound of Everything,1,https://p.scdn.co/mp3-preview/0b127395cbce0e4a005bf719355015accfc46e1e?cid=774b29d4f13844c495f206cafdad9c86,0.0304,90.022,4,4,spotify:track:0IUrpOSLzCcnn0DiESAnKt,0.332
0.299,2lFXvFUkCw1HgK6My78Ldk,3iRqbMhzyOyoCkmmMRxLWR,0.544,1,369867,0.528,3v8FOuA8jxAC5SOA2uN6Mg,0.0,5,0.107,-8.131,1,那些年,The Sound of Everything,57,https://p.scdn.co/mp3-preview/cec5f7728f3ee801c97db2402f8080bfe522741f?cid=774b29d4f13844c495f206cafdad9c86,0.0271,79.045,4,11,spotify:track:3v8FOuA8jxAC5SOA2uN6Mg,0.215
0.00635,3rLJ36TgiNvQ8R2rLGg0M7,3kWlFarnRmzkrgUsnENg8r,0.713,1,447413,0.946,1opngna0nj1LLmvGhuzTrH,0.711,2,0.0704,-4.127,1,Dehlia - Remix 98,The Sound of Everything,31,https://p.scdn.co/mp3-preview/eab0c7ac25e7fa7462ede06552ee91534b1df7fb?cid=774b29d4f13844c495f206cafdad9c86,0.064,164.982,4,9,spotify:track:1opngna0nj1LLmvGhuzTrH,0.691
0.46,4REvJPirVxNpL5VrdDn3w5,6flngiMnNFMg931PoB4BWj,0.784,1,281760,0.96,3kZL2tWyZ9VNekLW6ONGBY,0.0,5,0.367,-4.027,1,Peux maintenant,The Sound of Everything,21,https://p.scdn.co/mp3-preview/6bef47dd87d84bf8b075abe1ad243534b50cf4b6?cid=774b29d4f13844c495f206cafdad9c86,0.206,118.891,4,4,spotify:track:3kZL2tWyZ9VNekLW6ONGBY,0.907
0.0701,62tabfJCd0kG2SI3UjJnl9,5KL2vJiSdNo1rrkhurd6St,0.787,1,329440,0.66,6VKZQ4mivre7UQho29VZCp,6.03e-05,2,0.148,-9.856,1,E tiako,The Sound of Everything,22,https://p.scdn.co/mp3-preview/e4274f272570d860b2c0bd895ec9449ad17466b5?cid=774b29d4f13844c495f206cafdad9c86,0.0443,112.011,4,1,spotify:track:6VKZQ4mivre7UQho29VZCp,0.802
0.533,3sv6zmGznLCjk47krayQCh,"4oEpUae4MWlyjaGx5751ho,1C9JQnNCSagCfIexRbYK1v",0.386,1,236533,0.609,0Q4JUR4BFb0weLNFMcIGVF,7.46e-05,0,0.0843,-7.491,1,Ngoma,The Sound of Everything,33,https://p.scdn.co/mp3-preview/deaa8f7ad11b37d21a082f329b61c203c33953f3?cid=774b29d4f13844c495f206cafdad9c86,0.121,195.81,4,1,spotify:track:0Q4JUR4BFb0weLNFMcIGVF,0.401
0.452,73BMyEq4bSDy26VxmiIu1J,3xehoS61LXFUWNSfk44iuv,0.816,1,258259,0.733,4yLFp6nwpw1HAwrDvnktoI,1.01e-05,5,0.16,-8.269,1,Adowanna,The Sound of Everything,20,https://p.scdn.co/mp3-preview/5cf516cc94e06cad4f4b04e7d881cdecb2eb3ec6?cid=774b29d4f13844c495f206cafdad9c86,0.167,105.025,4,1,spotify:track:4yLFp6nwpw1HAwrDvnktoI,0.517
0.0142,30C9r1tnBHKpB7U03GjboO,5DzY4LLmDMOCZmrpPDjLkm,0.808,1,222000,0.606,5oSQOnkXlADZHqJJMqhmlZ,0.128,1,0.115,-7.595,0,Here with Me,The Sound of Everything,18,https://p.scdn.co/mp3-preview/d1a477f6a1864be4d8eb67cdae7be3fa74d3e919?cid=774b29d4f13844c495f206cafdad9c86,0.0595,105.024,4,1,spotify:track:5oSQOnkXlADZHqJJMqhmlZ,0.464
0.223,5ndGP5ud8eQbxcxqV6OLyJ,"3pOqMNdrlwcjDNZuVtWjPx,2Vewl6otmLIBsZstbwrT2T,13dV4eYt0nWAkDKozJdJWE,1clik527FuABFJlnXLAq4c,1mGPLA4qFnQDB3yIA65cD0,0VjXtAIb9r3KIUeP7ts191",0.603,1,185098,0.536,06VbL46kWLISyEZ2cIe4yL,1.91e-06,0,0.075,-7.409,0,LU TAHU TU,The Sound of Everything,32,https://p.scdn.co/mp3-preview/009a48b74666dd26405806e92097fe638ada0ec9?cid=774b29d4f13844c495f206cafdad9c86,0.134,139.963,4,1,spotify:track:06VbL46kWLISyEZ2cIe4yL,0.315
0.264,7JagxcyBE97hAtTyBvVFnh,"1oze8SLXENyjFZJbdfemfT,02JO25StRNoFFNmw3tfHxR",0.755,1,150050,0.746,7ukz2iowzcqamtDUxQTkGk,0.0821,7,0.121,-6.405,1,Kottu Paattu,The Sound of Everything,57,https://p.scdn.co/mp3-preview/c663f513a59ee820a61b63724e6ef3936847605f?cid=774b29d4f13844c495f206cafdad9c86,0.058,103.552,3,1,spotify:track:7ukz2iowzcqamtDUxQTkGk,0.662
0.326,3x9tgAkpYhEqDHl7maj8Et,2R3OlgfgBtkIhCw9BRU0UJ,0.604,1,347747,0.485,4cWYOdCkbQBVGwbJv5ayFu,0.0,4,0.0799,-6.868,1,Ithratholam Enne,The Sound of Everything,30,https://p.scdn.co/mp3-preview/db6cfc6a354a232153df06f95b1cfa1af55001a9?cid=774b29d4f13844c495f206cafdad9c86,0.0254,79.97,4,1,spotify:track:4cWYOdCkbQBVGwbJv5ayFu,0.374
0.131,7wilQkfs3UkyiWbnVHWzEv,"28JPqJh7jsUuxus33Kfwe7,1d0e8HFKqAKr7vBiMDMHLl,4XDi67ZENZcbfKnvMnTYsI",0.792,1,223765,0.82,19fRMLJnGAhrJ3IS5mvegr,0.0,7,0.0843,-7.652,1,CIAO,The Sound of Everything,54,https://p.scdn.co/mp3-preview/2f36e6ecf521597acdfae2bd63b661a5b6e0f0f2?cid=774b29d4f13844c495f206cafdad9c86,0.4,170.026,4,1,spotify:track:19fRMLJnGAhrJ3IS5mvegr,0.494
0.0343,4Kz4COOrhFxPzymw66HK18,0YQnIyTf9i5M8QEZ7uNSr6,0.559,1,212960,0.815,444g4iZCyRSdqzzpa8vMD2,0.0,10,0.231,-4.053,1,Generasiku,The Sound of Everything,35,https://p.scdn.co/mp3-preview/1c681c1efbdccef26fe9a29b4f60d02e104d77f5?cid=774b29d4f13844c495f206cafdad9c86,0.0353,159.974,4,8,spotify:track:444g4iZCyRSdqzzpa8vMD2,0.908
0.65,6dE7rz16SWXc6FU5C5pI5m,70ht8hGTKjvbPJ37xVO9cW,0.479,1,298427,0.657,6odiUPjUgSSdqTJEcF9uEs,0.0,8,0.115,-6.294,1,我以為,The Sound of Everything,53,https://p.scdn.co/mp3-preview/e340340c666a0ed531083b410cf5162087ed3f61?cid=774b29d4f13844c495f206cafdad9c86,0.032,76.966,4,5,spotify:track:6odiUPjUgSSdqTJEcF9uEs,0.238
0.000554,42dJzYsLjhmajsnPT5jwU8,2vBWbaEDIrfm6K2Xw9nNQi,0.202,2,360751,0.893,5OrNUE2IMzmll2SE6G5GhN,0.807,9,0.088,-9.998,0,I Don't Belong Here,The Sound of Everything,36,https://p.scdn.co/mp3-preview/c9fbae10a5fb5445df8fe782ba33c2fe1fdab851?cid=774b29d4f13844c495f206cafdad9c86,0.0419,167.684,4,5,spotify:track:5OrNUE2IMzmll2SE6G5GhN,0.376
0.31,4KirOg5DKkGSOE8PWr15YT,2sS4H2xFvWaxaixeVZC4Vu,0.392,1,253067,0.7,4HFP0A7i6NIOscKVdilus2,0.0,1,0.247,-4.549,0,Hanya Kau Yang Mampu,The Sound of Everything,48,https://p.scdn.co/mp3-preview/a57ee52231e0958e8e03d6f6bdd36ceda83f066a?cid=774b29d4f13844c495f206cafdad9c86,0.0328,84.045,4,2,spotify:track:4HFP0A7i6NIOscKVdilus2,0.392
0.412,0iSpXXAw1Sm4RCvjNOKdUL,7FxVB5xQi2szfC6Us1ag9A,0.458,1,292760,0.386,0hS54SC4TZFc3N7cSuTz48,0.0,7,0.127,-8.346,1,Kotak Hati,The Sound of Everything,50,https://p.scdn.co/mp3-preview/d7ab342e89c2236413062161fce94e912d0358a4?cid=774b29d4f13844c495f206cafdad9c86,0.025,149.9,4,7,spotify:track:0hS54SC4TZFc3N7cSuTz48,0.28
0.363,6n9WABJJ2MvO3BeiJ9NCjZ,3as8HCXqsoGHDGPMcqaJOW,0.691,1,262852,0.7,758mXqbP8PjibDl640gS3v,0.0,1,0.24,-6.458,1,Dhrogam,The Sound of Everything,37,https://p.scdn.co/mp3-preview/5bd24913a83c1a100dc7e2cd0bed68ea79c75efb?cid=774b29d4f13844c495f206cafdad9c86,0.0281,145.025,4,1,spotify:track:758mXqbP8PjibDl640gS3v,0.811
0.306,2MSgPFGGgIn5EqLezjLpt9,"3mNygoyrEKLgo6sx0MzwOL,1CPwHx5lgVxv0rfcp7UXLx",0.57,1,429973,0.225,3c6wivu78aLN7ZXp8UbpaI,0.0586,5,0.0689,-17.168,0,Ai Du (with Ry Cooder),The Sound of Everything,55,https://p.scdn.co/mp3-preview/6a83fd1b535cd073368ecbb70392c20bb238dcbe?cid=774b29d4f13844c495f206cafdad9c86,0.029,151.78,3,9,spotify:track:3c6wivu78aLN7ZXp8UbpaI,0.408
0.81,4rzdnq8siMsFAOZ1tnopiO,"6SferzHRUVZYD8ik3BwbrL,1STuX8QuNFPvBPqrMdhXGe,4ca24g31OkMxxlLUbY5Bu2",0.671,1,282413,0.714,1aCTbk0VBzlyewWKXSTnVG,0.905,5,0.161,-6.584,1,Chan-Chan,The Sound of Everything,26,https://p.scdn.co/mp3-preview/978bb03ad04bb3173f692b822d1a5e96e90e49a7?cid=774b29d4f13844c495f206cafdad9c86,0.0343,108.714,4,3,spotify:track:1aCTbk0VBzlyewWKXSTnVG,0.892
0.915,5M4s5ctsQkU21TBqHqBd3Z,2qjLUDEMZz973qVKALYloj,0.565,1,178389,0.291,039Vsbcss2jta3lSQyR2W3,0.438,7,0.0808,-8.668,0,Neblina,The Sound of Everything,0,,0.0392,139.074,3,18,spotify:track:039Vsbcss2jta3lSQyR2W3,0.464
4.77e-05,1VQhbYRT9ZqSLkjosGBhwj,0PehaHyC7gxuvO2z40Lghw,0.223,1,135500,0.814,3Ul6539HUbVwyQqDNyacTh,0.000766,4,0.317,-5.778,0,Boys Will Be Boys,The Sound of Everything,13,https://p.scdn.co/mp3-preview/c37ed46efd136b657ea1d155e545e7257e5ab973?cid=774b29d4f13844c495f206cafdad9c86,0.0593,136.067,4,4,spotify:track:3Ul6539HUbVwyQqDNyacTh,0.16
0.197,7Hlo3Hcq4zBxmsbXLuCKea,2xVquVgh0jd7miRn4BbulQ,0.75,1,227173,0.305,22wgfaFRI3QGjvJMB7PfMO,4.86e-05,11,0.156,-15.773,1,"Panier su la tête, ni chanté",The Sound of Everything,33,https://p.scdn.co/mp3-preview/0d910ba6e5aaab12a663f3284e04af6a5bb83b0e?cid=774b29d4f13844c495f206cafdad9c86,0.0994,102.876,4,3,spotify:track:22wgfaFRI3QGjvJMB7PfMO,0.554
3.58e-06,6aE3qNL9gKLzDTsoZgHOs3,79UEQDXFTyCmFDKl3mz2Vg,0.362,1,203345,0.955,1JUdm4pt1rwK7utI0Egi88,0.759,0,0.535,-4.468,1,The Misanthrope,The Sound of Everything,20,https://p.scdn.co/mp3-preview/305424ea8671096ed0da8d8b3836b212102198a8?cid=774b29d4f13844c495f206cafdad9c86,0.114,139.853,3,2,spotify:track:1JUdm4pt1rwK7utI0Egi88,0.161
0.00356,2gdlErpWJdjuXOo4BJg0DV,6JSaVx77J1mck0Oyv5D0rV,0.375,1,185720,0.807,6t9ECIs2ypkHQQ49VvhA3h,1.14e-06,3,0.131,-4.731,0,Walk On Water,The Sound of Everything,32,https://p.scdn.co/mp3-preview/aa737c8d4aeb21ad4c65f4d0b8ed1a28479a1ca3?cid=774b29d4f13844c495f206cafdad9c86,0.0509,123.873,4,1,spotify:track:6t9ECIs2ypkHQQ49VvhA3h,0.18
0.657,37kARifCI57YAygnMjcyAZ,2jXlqT8v9XIJnKQYRgLvSr,0.509,1,182200,0.414,2UkKWdjByMLTsxQDiP3XAc,2.04e-06,7,0.058,-10.945,0,Quiéreme Sempre,The Sound of Everything,47,https://p.scdn.co/mp3-preview/d38c3759052077b89de358db44687ff99f39a138?cid=774b29d4f13844c495f206cafdad9c86,0.0283,101.024,4,7,spotify:track:2UkKWdjByMLTsxQDiP3XAc,0.8
0.349,5Obq8dSUaHCjVAl8f7Jr6l,"3k090bKo2iSqNdowffKHrt,1FuJ52kzTUVS0HITGdgkLD,2vnaEm73LHWfchNiQccNBa,1DRi1hi3HN0ghuHMTvSoql,5h3snNTJSuYLpsdORqRy0A,0dQUkvpKTvHbsTxXKcIN0S,7eCRGFriuw87zy6evjErXh,0sKK3oTYPcmsJGZp4jwcjR,7dHiLDmaaoJ7XwEqWCcIah",0.885,1,434315,0.636,4dxHqXixAPxxYvt9V4Iox1,0.0,7,0.0589,-5.745,0,Te Robaré - Remix,The Sound of Everything,58,https://p.scdn.co/mp3-preview/1ee75a7f47f2dbd4bb55d800bc17e87ca558d2b6?cid=774b29d4f13844c495f206cafdad9c86,0.0466,114.958,4,1,spotify:track:4dxHqXixAPxxYvt9V4Iox1,0.881
0.00817,3uA9LCEvszI2Ufvlkh4nCj,5nygEiUmKuomxM9wKY3UYJ,0.862,1,206591,0.667,7bYcrRohMbT390wowndi9L,0.0,8,0.0533,-7.784,0,Drug Dealer,The Sound of Everything,36,https://p.scdn.co/mp3-preview/80f8b3c7525349126aeb0521b066d8ee90339a45?cid=774b29d4f13844c495f206cafdad9c86,0.162,140.019,4,4,spotify:track:7bYcrRohMbT390wowndi9L,0.888
0.0124,5EhqlJaanq7gTf2yglbxFf,6PXYvMeTixxDzYAYugMlbg,0.429,1,166665,0.781,41aUup7AuL8pa5YNiXy1mV,0.0,11,0.141,-5.29,0,Fight On,The Sound of Everything,51,https://p.scdn.co/mp3-preview/889e61a52545f9009248b794131341075404e99a?cid=774b29d4f13844c495f206cafdad9c86,0.0369,152.101,4,1,spotify:track:41aUup7AuL8pa5YNiXy1mV,0.374
